System,Type,RAh,RAm,RAs,Decd,Decm,Decs,Vmag,Kmag,length,depth,T0(HJDorBJD),T0err,Period(day),Perioderr,Ephemeris_reference
Kepler-818b,KTEP,19,44,56.42,+39,22,13.2,15.23,13.45,0.1419,0.28,2454970.47148,0.00054,10.0353818,0.0000065,2016ApJ...822...86M
Kepler-819b,KTEP,19,41,28.99,+39,10,37.9,15.26,13.16,0.2093,0.11,2454986.66086,0.00400,33.1996355,0.0001397,2016ApJ...822...86M
Kepler-821b,KTEP,19,02,28.19,+39,22,46.3,15.07,12.87,0.0775,0.03,2454967.50174,0.00200,1.9227997,0.0000047,2016ApJ...822...86M
Kepler-822b,KTEP,19,29,06.26,+39,33,00.6,14.79,13.05,0.1219,0.02,2455011.07010,0.00200,3.2229753,0.0000093,2016ApJ...822...86M
Kepler-823b,KTEP,18,58,19.81,+39,13,12.7,14.99,13.19,0.1170,0.03,2454967.89621,0.00300,4.1681184,0.0000160,2016ApJ...822...86M
Kepler-824b,KTEP,19,21,54.58,+39,43,55.2,15.08,13.45,0.1253,0.02,2454967.02930,0.00300,4.5143610,0.0000137,2016ApJ...822...86M
Kepler-825b,KTEP,19,39,04.77,+39,23,54.6,14.35,12.67,0.1137,0.02,2454967.07013,0.00300,3.7735987,0.0000123,2016ApJ...822...86M
Kepler-825c,KTEP,19,39,04.77,+39,23,54.6,14.35,12.67,0.1024,0.03,2454967.81423,0.00200,8.1818219,0.0000230,2016ApJ...822...86M
Kepler-826b,KTEP,18,59,26.43,+39,14,25.9,13.58,12.00,0.1198,0.01,2454966.36092,0.00300,4.4875877,0.0000166,2016ApJ...822...86M
Kepler-828b,KTEP,19,07,32.94,+42,28,16.5,15.31,12.99,0.0427,0.03,2454967.06309,0.00066,0.5678565,0.0000004,2016ApJ...822...86M
Kepler-829b,KTEP,18,49,19.87,+42,27,49.7,15.11,13.29,0.0946,0.05,2454968.26522,0.00200,6.8833761,0.0000182,2016ApJ...822...86M
Kepler-830b,KTEP,19,40,13.03,+42,45,24.6,14.94,13.27,0.1926,0.02,2454967.57233,0.00500,11.2968944,0.0000691,2016ApJ...822...86M
Kepler-831b,KTEP,19,39,56.51,+42,43,39.6,13.82,12.16,0.1006,0.02,2454969.89013,0.00200,5.6215431,0.0000127,2016ApJ...822...86M
Kepler-832b,KTEP,19,43,42.26,+45,23,01.9,16.07,14.20,0.1659,0.05,2454970.18652,0.00300,7.1396970,0.0000290,2016ApJ...822...86M
Kepler-833b,KTEP,19,21,55.18,+45,36,02.5,15.90,12.88,0.1264,0.10,2454974.71720,0.00200,18.7547024,0.0000527,2016ApJ...822...86M
Kepler-834b,KTEP,19,08,13.08,+45,10,49.3,16.30,13.48,0.1342,0.08,2454968.24585,0.00300,13.3238935,0.0000472,2016ApJ...822...86M
Kepler-835b,KTEP,18,54,17.81,+45,44,05.2,16.08,14.56,0.2140,0.05,2455019.30498,0.00500,11.4191189,0.0000777,2016ApJ...822...86M
Kepler-836b,KTEP,19,09,48.67,+45,42,15.8,14.75,13.15,0.1745,0.06,2454969.92584,0.00200,11.3611325,0.0000241,2016ApJ...822...86M
Kepler-837b,KTEP,19,00,59.20,+45,57,00.6,15.39,13.46,0.1088,0.07,2454966.49703,0.00200,16.5606258,0.0000447,2016ApJ...822...86M
Kepler-838b,KTEP,19,01,44.52,+45,58,33.6,15.43,13.76,0.1945,0.07,2454983.24579,0.00200,15.7495858,0.0000470,2016ApJ...822...86M
Kepler-839b,KTEP,19,24,17.92,+45,14,33.2,13.72,12.25,0.3795,0.04,2454967.66424,0.00300,37.8145252,0.0001440,2016ApJ...822...86M
Kepler-842b,KTEP,19,29,18.85,+49,39,12.7,15.42,12.91,0.0653,0.05,2454966.46023,0.00074,1.2195680,0.0000011,2016ApJ...822...86M
Kepler-843b,KTEP,19,45,17.27,+48,58,17.3,15.43,13.71,0.0901,0.05,2454966.73432,0.00100,2.0538848,0.0000034,2016ApJ...822...86M
Kepler-844b,KTEP,19,11,25.85,+48,46,26.7,16.34,13.06,0.0816,0.06,2454966.11283,0.00200,2.6130204,0.0000061,2016ApJ...822...86M
