NAME,MSINI,A,PER,TT,K,B,DEPTH,I,R,DENSITY,TRANSITREF,TRANSITURL,ORBREF,ORBURL
,mjupiter,au,day,,m/s,,,deg,rjupiter,g/cm^3,,,,
Kepler-972 b,,0.0753112,7.03932553,2454966.854,,,0.00120965,,0.415,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-317 c,,0.0832604,8.77501,2454966.7098,,0.38,,,0.153448,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-92 b,,0.119688,13.749,,,,,,,,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X
Kepler-1572 b,,0.0603302,5.49548621,2454966.638,,,0.0000765625,,0.084,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-301 d,,0.112331,13.751243,2454977.61227,,0.27,,,0.156125,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1363 b,,0.0366691,2.94194094,2454966.107,,,0.000242425,,0.112,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-148 c,,0.050784,4.180043,2455006.71928,,0.48,,,0.321171,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-49 d,,0.0367817,2.576549,2455005.12932,,0.06,,,0.142742,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-668 b,,0.07692,8.35390639,2455004.633,,,0.000884468,,0.241,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
K2-15 b,,0.0909691,11.8104,2456811.8509,,,0.00121,,0.235384,,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M,Montet 2015,http://adsabs.harvard.edu/abs/2015ApJ...809...25M
Kepler-1013 b,,0.129582,18.93054959,2454976.252,,,0.000687488,,0.192,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-796 b,,0.0658558,6.40087618,2454969.881,,,0.000112997,,0.116,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1634 b,,0.989603,374.876239,2455324.063,,,0.00110623,,0.285,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-169 b,,0.0429455,3.250619,2454966.69209,,0.47,,,0.100812,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-66 b,2.30754,0.0546221,4.086052,2455929.09615,246,0.48,0.00668,85.9,1.39,1.14036,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H
Kepler-1427 b,,0.0192274,0.96897238,2454965.429,,,0.00009801,,0.098,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HD 106315 c,,0.150571,21.058,2457611.1328,,0.688,0.001028,88.48,0.408716,,Rodriguez 2017,http://adsabs.harvard.edu/abs/2017AJ....153..256R,Rodriguez 2017,http://adsabs.harvard.edu/abs/2017AJ....153..256R
Kepler-303 c,,0.0720317,7.061149,2454969.27187,,0.68,,,0.101704,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1274 b,,0.0809151,6.98152703,2454965.77,,,0.0000314721,,0.127,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1032 b,,0.0396806,3.29011795,2454966.157,,,0.000556016,,0.167,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-168 b,,0.0527522,4.425391,2454967.56055,,0.18,,,0.130252,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-56 b,,0.104248,10.5034294,2454968.55893,,0.7406,,,0.342276,,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S,Steffen 2013,http://adsabs.harvard.edu/abs/2013MNRAS.428.1077S
Kepler-238 b,,0.0320006,2.090876,,,0.78,,,0.15434,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-151 c,,0.165872,24.674612,2454979.77073,,0.06,,,0.186457,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1487 b,,0.0821396,7.31946363,2454970.219,,,0.000141848,,0.19,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-150 b,,0.0444944,3.428054,2454965.36794,,0.08,,,0.111518,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-780 b,,0.0151449,0.67737516,2454966.946,,,0.0000654481,,0.079,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-353 b,,0.0631426,5.795278,2454969.78197,,0.27,,,0.0794005,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-931 b,,0.0746773,8.03755877,2454972.356,,,0.00023593,,0.119,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1246 b,,0.0888549,11.32271513,2454969.057,,,0.000309408,,0.121,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1169 b,,0.0702714,6.11009134,2454969.913,,,0.0000535824,,0.084,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1105 b,,0.0470338,4.42157218,2454965.184,,,0.00071824,,0.179,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-93 b,0.00814206,0.0534149,4.72674,2454967.9258,1.05,0.2,0.000222815,,0.134,4.17,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M
Kepler-281 c,,0.214705,36.337373,2454993.40092,,0.77,,,0.473726,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-94 A b,0.418542,0.0532427,3.9501907,,45.4,0.17,0.01197,88.7,1.72,0.118,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N,Neveu-VanMalle 2014,http://adsabs.harvard.edu/abs/2014A%26A...572A..49N
Kepler-236 b,,0.0801996,8.295611,2454968.79207,,0.67,,,0.140066,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-5 b,1.62047,0.0271923,1.6284229,2454373.99601,277.8,0.37,0.01223,86.1,1.14,1.22,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T,Triaud 2010,http://adsabs.harvard.edu/abs/2010A%26A...524A..25T
Kepler-78 b,0.00593365,0.00914662,0.35500744,2454953.95995,1.96,,0.000201,79,0.103396,7.25116,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S,Sanchis-Ojeda 2013,http://adsabs.harvard.edu/abs/2013ApJ...774...54S
Kepler-55 f,,0.0920376,10.198545,2454970.91714,,0.46,,,0.14185,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-314 c,,0.0643363,5.960392,2454970.26485,,0.75,,,0.258721,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
CoRoT-2 b,3.27343,0.0280884,1.7429935,2454237.53556,563,0.221,0.0275,88.08,1.466,1.46523,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G,Gillon 2010,http://adsabs.harvard.edu/abs/2010A%26A...511A...3G
Kepler-447 b,1.36628,0.0769686,7.79430132,2454970.26,141,1.076,0.0272,86.55,1.65,0.399,Lillo-Box 2015,http://adsabs.harvard.edu/abs/2015A%26A...577A.105L,Lillo-Box 2015,http://adsabs.harvard.edu/abs/2015A%26A...577A.105L
Kepler-187 c,,0.0946763,10.640263,2455012.77393,,0.09,,,0.238201,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-257 c,,0.0687315,6.581484,2455007.78643,,0.76,,,0.482648,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-424 c,7.03702,0.724323,223.3,,246,,,,,,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E,Endl 2014,http://adsabs.harvard.edu/abs/2014ApJ...795..151E
K2-8 b,,0.0859362,10.35239,2456813.6114,,0.88,0.001986,86.42,0.328168,,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S,Sinukoff 2016,http://adsabs.harvard.edu/abs/2016ApJ...827...78S
Kepler-522 b,,0.25806,38.58422849,2455007.833,,,0.00104329,,0.616,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-133 b,1.19752,0.034546,2.176423,2457116.9874,170,0.2,0.0074,87,1.23269,0.848905,Maxted 2016,http://adsabs.harvard.edu/abs/2016A%26A...591A..55M,Maxted 2016,http://adsabs.harvard.edu/abs/2016A%26A...591A..55M
HAT-P-66 b,0.769884,0.0436462,2.972086,2457258.79907,93.5,0.33,0.0076,86.2,1.63182,0.242,Hartman 2016,http://adsabs.harvard.edu/abs/2016AJ....152..182H,Hartman 2016,http://adsabs.harvard.edu/abs/2016AJ....152..182H
Kepler-1615 b,,0.259379,47.3126192,2454979.325,,,0.000313644,,0.184,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-894 b,,0.0855774,9.803224,2455196.986,,,0.00088804,,0.248,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1609 b,,0.487197,114.34219,2455049.741,,,0.000250272,,0.198,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-289 b,,0.207581,34.543901,2454965.68686,,0.11,,,0.21679,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1524 b,,0.353488,70.9674603,2455015.667,,,0.0006833,,0.316,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-346 c,,0.162163,23.851549,2454980.61656,,0.63,,,0.273887,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1403 b,,0.0607809,5.19492202,2454964.623,,,0.00027258,,0.191,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-953 b,,0.381801,88.40655258,2455009.276,,,0.00153664,,0.376,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1479 b,,0.116158,14.53261362,2454973.468,,,0.000290362,,0.163,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-328 c,,0.352599,71.312,,,,,,,,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X
Kepler-402 e,,0.098218,11.242861,2454969.31655,,0.21,,,0.130252,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HAT-P-20 b,7.27817,0.03616,2.875317,2455080.92661,1246,0.631,0.0164866,86.8,0.867,13.78,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B,Bakos 2011,http://adsabs.harvard.edu/abs/2011ApJ...742..116B
Kepler-834 b,,0.0976622,13.32388301,2454968.244,,,0.000760105,,0.18,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-439 b,,0.594654,178.1396,2455399.3987,,0.1,0.000572166,89.95,0.199841,,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T,Torres 2015,http://adsabs.harvard.edu/abs/2015ApJ...800...99T
Kepler-1060 b,,0.253589,46.8779367,2454970.663,,,0.0005058,,0.212,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1150 b,,0.0353774,2.78786839,2454966.904,,,0.00016384,,0.091,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
CoRoT-5 b,0.461312,0.0496334,4.0378962,2454400.19885,59.1,0.755,0.01461,85.83,1.388,0.217,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R,Rauer 2009,http://adsabs.harvard.edu/abs/2009A%26A...506..281R
WASP-127 b,0.204009,0.0555523,4.178062,2457248.74131,21.5,0.15,0.01037,88.7,1.34777,0.110524,Lam 2017,http://adsabs.harvard.edu/abs/2017A%26A...599A...3L,Lam 2017,http://adsabs.harvard.edu/abs/2017A%26A...599A...3L
Kepler-1184 b,,0.282775,53.5991044,2454980.429,,,0.000520752,,0.239,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
WASP-47 b,1.1233,0.0509676,4.1591409,2455764.3463,140,0.14,0.01051,89.2,1.15,0.5279,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Neveu-VanMalle 2016,http://adsabs.harvard.edu/abs/2016A%26A...586A..93N
Kepler-194 d,,0.275493,52.814973,2454997.90324,,0.18,,,0.214114,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1566 b,,0.0122438,0.53991524,2454964.552,,,0.0000853776,,0.07,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
K2-24 b,0.0723532,0.154139,20.8851,2456905.7948,5.1,0.37,0.00186,89.25,0.519299,0.685151,Petigura 2016,http://adsabs.harvard.edu/abs/2016ApJ...818...36P,Petigura 2016,http://adsabs.harvard.edu/abs/2016ApJ...818...36P
Kepler-36 b,,0.115423,13.83989,2454960.9753,,0.13,0.0000734449,89.52,0.132454,7.46,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C,Carter 2012,http://adsabs.harvard.edu/abs/2012Sci...337..556C
Kepler-161 b,,0.0566234,4.921355,2455007.29899,,0.02,,,0.189134,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-943 b,,0.258472,49.7701438,2454992.986,,,0.00357006,,0.529,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-899 b,,0.136873,19.17891293,2454972.747,,,0.000712356,,0.239,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HAT-P-35 b,1.05305,0.0497734,3.646706,2455578.66081,120.7,0.357,0.00910116,87.3,1.332,0.55,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B,Bakos 2012,http://adsabs.harvard.edu/abs/2012AJ....144...19B
Kepler-1347 b,,0.106453,14.00947528,2454965.972,,,0.000140186,,0.092,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-649 b,,0.186659,29.90722674,2455008.293,,,0.00049729,,0.202,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-66 b,,0.135169,17.815815,2454967.4854,,0.56,0.0007001,,0.254351,,Meibom 2013,http://adsabs.harvard.edu/abs/2013Natur.499...55M,Meibom 2013,http://adsabs.harvard.edu/abs/2013Natur.499...55M
Kepler-778 b,,0.044079,3.75574426,2454966.433,,,0.0003992,,0.15,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-253 c,,0.0925387,10.281951,2455008.33982,,0.49,,,0.236417,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-744 b,,0.100833,12.06222443,2454971.224,,,0.00025921,,0.145,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-5 b,2.11222,0.0506416,3.54846,2454955.90122,227.5,0.393,0.0067158,86.3,1.431,0.894,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K,Koch 2010,http://adsabs.harvard.edu/abs/2010ApJ...713L.131K
Kepler-161 c,,0.0720527,7.06424,2454968.37914,,0.2,,,0.182889,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-675 b,,0.0318646,2.33743801,2455004.762,,,0.000895805,,0.218,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-758 d,,0.154009,20.4966197,2454980.453,,,0.000185504,,0.189,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-331 b,,0.0812396,8.457496,2454966.86954,,0.48,,,0.16237,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-28 c,,0.0768547,8.98597,2454981.7277,,0.003,0.000804857,,0.303057,,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S,Steffen 2012,http://adsabs.harvard.edu/abs/2012MNRAS.421.2342S
Kepler-600 b,,0.152252,23.67517607,2455012.276,,,0.00108307,,0.259,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HATS-9 b,0.832409,0.0304899,1.9153073,2456124.25896,133.5,0.27,0.0053,86.5,1.065,0.85,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B,Brahm 2015,http://adsabs.harvard.edu/abs/2015AJ....150...33B
Kepler-782 b,,0.569779,158.6853308,2455006.949,,,0.00082944,,0.286,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-121 b,,0.0422983,3.177422,2454967.47787,,0.11,,,0.208761,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1407 b,,0.149206,20.0711504,2454969.93,,,0.00031117,,0.201,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-816 b,,0.0906432,10.50682565,2455193.083,,,0.0120934,,0.914,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1205 b,,0.0194186,1.07839035,2454966.25,,,0.000266016,,0.126,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1585 b,,0.0448876,3.5827463,2454967.949,,,0.00032761,,0.16,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-621 b,,0.0334052,2.62811375,2455002.72,,,0.000965345,,0.205,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-412 b,0.928529,0.0295963,1.720861232,2454966.021033,142,0.781,0.0111936,80.89,1.325,5.38499,Deleuil 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.6811D,Deleuil 2014,http://adsabs.harvard.edu/abs/2014arXiv1401.6811D
Kepler-170 c,,0.12769,16.665863,2455013.20177,,0.42,,,0.255152,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-122 b,,0.0629312,5.766193,2454967.01488,,0,,,0.208761,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
WASP-12 b,1.34899,0.0225329,1.09142245,2454508.97682,226,0.375,0.0138,82.5,1.79,0.32,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M,Maciejewski 2011,http://adsabs.harvard.edu/abs/2011A%26A...528A..65M
Kepler-148 b,,0.0281967,1.729366,2454966.81853,,0.05,,,0.160585,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-285 b,,0.0373252,2.633867,2454967.56281,,0.09,,,0.119547,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
HATS-27 b,0.527536,0.0611041,4.637038,2457029.3374,51,0.36,0.00801,87.3,1.54968,0.18,Espinoza 2016,http://adsabs.harvard.edu/abs/2016AJ....152..108E,Espinoza 2016,http://adsabs.harvard.edu/abs/2016AJ....152..108E
Kepler-333 b,,0.105697,12.551158,2454970.26142,,0.76,,,0.117763,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-510 b,,0.137663,19.55659418,2455022.044,,,0.000271261,,0.22,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-370 c,,0.139463,19.02293,2454972.66161,,0.35,,,0.170399,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
BD +20 594 b,0.0515049,0.232191,41.6855,2457151.9021,3.1,,0.0004858,89.55,0.203541,7.89,Espinoza 2016,http://adsabs.harvard.edu/abs/2016ApJ...830...43E,Espinoza 2016,http://adsabs.harvard.edu/abs/2016ApJ...830...43E
Kepler-762 b,,0.0483406,3.7705521,2455190.118,,,0.0117657,,1.131,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-128 b,,0.126287,15.09,,,,,,,,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X,Xie 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...25X
Kepler-111 c,,0.723521,224.784608,2454975.09604,,0.72,,,0.651262,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-267 d,,0.182449,28.464515,2454991.04035,,0.48,,,0.202516,,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R,Rowe 2014,http://adsabs.harvard.edu/abs/2014arXiv1402.6534R
Kepler-1125 b,,0.130519,17.6700642,2454964.598,,,0.000312229,,0.164,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-995 b,,0.170669,28.26731672,2454973.925,,,0.000974064,,0.241,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
Kepler-1196 b,,0.318069,66.1849031,2454974.615,,,0.00044944,,0.199,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M
HATS-3 b,1.07114,0.0485119,3.547851,2456155.096734,125.7,0.497,0.0102212,86.2,1.381,0.540462,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B,Bayliss 2013,http://adsabs.harvard.edu/abs/2013AJ....146..113B
