Planet,Teff,Teff_err_up,Teff_err_dn,[Fe/H],[Fe/H]_err_up,[Fe/H]_err_dn,M*,M*_err_up,M*_err_dn,R*,R*_err_up,R*_err_dn,logg*,logg*_err_up,logg*_err_dn,rho*,rho*_err_up,rho*_err_dn,e,e_err_up,e_err_dn,a (AU),a_err_up,a_err_dn,Mp,Mp_err_up,Mp_err_dn,Rp,Rp_err_up,Rp_err_dn,gp,gp_err_up,gp_err_dn,rhop,rhop_err_up,rhop_err_dn,Teq,Teq_err_up,Teq_err_dn,Discovery_Reference,Recent_Reference,Type,RA:HH,RA:MM,RA:SS,Dec:DD,Dec:MM,Dec:SS,Vmag,Kmag,T14,Depth,T0 (HJD or BJD),T0_err,P (day),P_err,Ephemeris_Reference,Impact Parameter,Depth_Calc,Bmag,Rmag,Imag,Kmag_Calc,Umag,Vmag_Calc,Hmag,Jmag,a_Calc,Teq_Calc,ScaleHeight_Prox,Previous Study Flag,a-a_Calc % Error,Rp/R*,a_Calc/R*,V-Vcalc,K-Kcalc,umag,gmag,rmag,imag,zmag,RISEmag,SPRAT_Redmag,SPRAT_Bluemag,600RI+19mag,HKmag,G750Mmag,GR01mag,Exposure Time for Half_Well,SNR (Half_Well),Cadence (Half_Well),Rank,Habitable_Rank,Multi_Transit_Rank,Multi_Transit_Habitable_Rank
TOI-4582,5190,100.0,100.0,0.17,0.06,0.06,1.34,0.06,0.06,2.5,0.1,0.1,3.77,0.04,0.04,0.084,0.005,0.005,0.51,0.05,0.05,,,,0.53,0.05,0.05,0.94,0.09,0.12,,,,,,,,,,2023AJ....165...44G,2023AJ....165...44G,TEP,17,7,26.43,68,51,56.3,11.27,9.33,0.48,0.14,2458712.177,0.004,31.034,0.001,2023AJ....165...44G,0.52,0.0014929545150111,12.030716951160189,10.723716951160188,10.300716951160188,9.149716951160189,12.532716951160188,11.450283048839813,9.510283048839812,9.915283048839813,0.213075387494649,857.2431363427253,,1.0,,0.038638769584591,18.32722395732465,-0.1802830488398132,0.1802830488398115,12.648959438273248,11.71775642359075,10.957574525200418,10.734197951160189,10.63968758846589,9.693389126611386,10.723716951160188,11.27,10.183654714490924,9.420141524419906,11.27,9.649523618135934,1.725703048478009,948.3488635581194,24031.94456692674,0.0,0.0,0.0,0.0
TOI-4603,6264,95.0,94.0,0.34,0.04,0.04,1.765,0.061,0.061,2.738,0.048,0.051,3.81,0.021,0.020,0.0858,0.005,0.0055,0.325,0.02,0.02,0.0888,0.001,0.0010,12.89,0.58,0.57,1.042,0.038,0.035,294.0,25.0,24.0,10.6,1.3,1.2,1677.0,24.0,24.0,2023A+A...672L...7K,2023A+A...672L...7K,TEP,5,35,27.82,21,17,39.6,9.96,7.79,0.1189,0.2,2459549.126,0.0014,7.24599,0.00022,2023A+A...672L...7K,0.9521,0.0015294646262863,10.383716951160189,9.58371695116019,9.294716951160188,8.629716951160189,10.371716951160188,9.120283048839813,7.936283048839812,8.149283048839811,0.0885631877943285,1679.4812070868884,20.35514563207684,1.0,0.2673934978734291,0.0391083702842033,6.974015859585329,0.8397169511601881,-0.839716951160189,10.144949438273262,10.252546423590749,9.77218452520042,9.695099951160188,9.686335702455526,8.709633368634323,9.58371695116019,9.96,9.094217240771158,7.863141524419905,9.96,8.419665242346321,0.579364093071097,948.5033799048272,17731.44059643915,0.0,0.0,0.0,0.0
TOI-4633,5800,50.0,50.0,,,,1.1,0.06,0.06,1.05,0.05,0.05,,,,,,,0.117,0.186,0.085,0.847,0.061,0.061,0.15,0.087,0.075,0.285,0.018,0.017,,,,,,,,,,2024AJ....167..241E,2024AJ....167..241E,TEP,17,7,22.4,62,28,33.0,9.02,7.35,0.477,0.05,2459864.8265,0.0086,271.9445,0.004,2024AJ....167..241E,0.3780816313735381,0.0007780043201037,9.583716951160188,8.570716951160188,8.220716951160188,7.369716951160187,9.716716951160189,9.000283048839812,7.509283048839812,7.802283048839812,0.8479903924491643,311.214967022966,,1.0,-0.1167928856250214,0.0278927288034661,173.4592722409084,0.0197169511601877,-0.0197169511601877,9.690747009701836,9.379195423590748,8.778675525200418,8.636166951160188,8.588369023699048,7.625584486604145,8.570716951160188,9.02,8.058681485289615,7.429641524419906,9.02,7.4483581660713405,0.2320549516897916,948.5501891354094,177599.31300708806,0.0,0.0,0.0,0.0
TOI-4641,6560,300.0,340.0,-0.09,0.11,0.18,1.41,0.07,0.06,1.72,0.04,0.04,,,,,,,0.0,0.074,0.0,0.173,0.015,0.015,,3.87,0.0,0.73,0.026,0.028,,,,,,,,,,2024MNRAS.527.10955,2024MNRAS.527.10955,TEP,2,50,13.9,25,20,1.0,7.51,6.58,0.2266,0.2,2459510.82759,0.00096,22.09341,5.9e-05,2024MNRAS.527.10955,0.78,0.0019022154866016,7.861716951160187,7.171716951160188,6.917716951160188,6.344716951160188,7.8327169511601875,7.745283048839812,6.720283048839812,6.8932830488398125,0.1727911078824452,998.0232667778304,,1.0,0.1208928631309241,0.0436143954056647,21.628234262212057,-0.2352830488398121,0.2352830488398121,7.447078295416117,7.767852423590748,7.350038525200418,7.309454951160188,7.323087075512519,6.338341037804926,7.171716951160188,7.51,6.694789082550935,6.650141524419906,7.51,5.985011632453488,0.06225252841946663,948.5730737296915,314497.1055324686,0.0,0.0,0.0,0.0
TOI-4987,6935,90.0,90.0,-0.34,0.05,0.05,1.4,0.06,0.06,2.18,0.08,0.08,3.85,0.03,0.03,0.158,0.009,0.01,0.066,0.01,0.011,0.0656,0.0026,0.0026,12.37,0.92,0.87,1.926,0.094,0.094,105.4,0.95,0.95,1.62,0.4,0.36,2001.0,31.0,31.0,2024A+A...688A.120S,2024A+A...688A.120S,TEP,10,14,40.73,-15,38,34.3,11.15,9.93,0.129,0.5,2459313.48578,0.00076,4.2889731,5.2e-06,2024A+A...688A.120S,0.91,0.0082427184371011,11.397716951160188,10.873716951160189,10.678716951160188,10.235716951160189,11.418716951160189,10.844283048839811,10.063283048839812,10.182283048839812,0.0577942648403503,2053.835414440751,67.74776298416806,1.0,13.506072239541602,0.0907894180898916,6.470692390820149,0.3057169511601891,-0.3057169511601891,10.759649438273264,11.351246423590748,11.03548452520042,11.055881951160188,11.107267961522885,10.108866969896557,10.873716951160189,11.15,10.417397730873189,9.996641524419909,11.15,9.65116083852317,1.8540191835669713,948.3315661118623,6011.5882827904925,0.0,0.0,0.0,0.0
TOI-5076,4832,103.0,119.0,0.072,0.046,0.061,0.82,0.05,0.05,0.798,0.036,0.036,4.16,0.26,0.28,1.47,0.25,0.24,0.0,,,0.1481,0.0028,0.0030,0.0508,0.0078,0.0078,0.3113,0.0089,0.0084,13.0,2.0,2.0,1.57,0.26,0.26,550.0,14.0,14.0,2024A+A...687A.226M,2025A+A...694A..36H,TEP,3,22,2.32,17,14,23.9,10.9,8.58,0.2034,0.14,2460204.0018,0.0015,23.43162,6.3e-05,2025A+A...694A..36H,0.2,0.0016070276358477,11.803716951160188,10.269716951160188,9.788716951160188,8.403716951160188,12.604716951160189,11.076283048839812,8.776283048839812,9.266283048839812,0.1499958850155518,537.4301127261272,150.97596663945805,2.0,-1.2639580181518013,0.0400877491990721,39.90759681053648,-0.1762830488398119,0.1762830488398119,12.734554295416114,11.42444842359075,10.526002525200418,10.236523951160189,10.104899598828585,9.171567433085391,10.269716951160188,10.9,9.706553947906029,8.678141524419907,10.9,9.224011735172228,1.159864141190815,948.4251367816404,15151.567649946728,0.0,0.0,0.0,0.0
TOI-5108,5808,40.0,40.0,0.2,0.02,0.05,1.1,0.03,0.03,1.29,0.04,0.04,4.26,0.05,0.04,0.528,0.057,0.05,0.0,,,0.073,0.004,0.004,0.101,0.016,0.016,0.589,0.009,0.009,,,,0.45,0.07,0.07,1180.0,40.0,40.0,2025A+A...694A.143T,2025A+A...694A.143T,TEP,11,5,4.61,11,14,47.8,9.75,8.3,0.092,0.2,2459569.4778,0.0005,6.753581,7e-06,2025A+A...694A.143T,0.87,0.0022015170620373,10.313716951160188,9.300716951160188,8.950716951160189,8.099716951160188,10.446716951160187,9.950283048839813,8.459283048839813,8.752283048839812,0.0721816525391319,1183.9717779594705,,1.0,1.1337333409267252,0.0469203267469159,12.168486328643391,-0.2002830488398128,0.2002830488398128,10.420747009701836,10.109195423590748,9.508675525200418,9.366166951160189,9.318369023699049,8.355584486604144,9.300716951160188,9.75,8.788681485289615,8.379641524419906,9.75,8.178358166071343,0.4545308686368576,948.5202047989941,17487.921169883415,0.0,0.0,0.0,0.0
TOI-5110,6154,38.0,71.0,0.067,0.027,0.049,1.46,0.09,0.09,2.359,0.059,0.059,3.95,0.04,0.11,0.116,0.017,0.015,0.745,0.03,0.027,0.2157,0.0042,0.0042,2.9,0.13,0.13,1.069,0.054,0.052,63.0,7.1,6.6,2.22,0.38,0.32,976.0,33.0,32.0,2025A+A...694A..36H,2025A+A...694A..36H,TEP,6,17,37.03,31,36,37.2,11.06,9.32,0.1757,2.2,2459503.679,0.0013,30.158577,9.4e-05,2025A+A...694A..36H,0.22,0.0021685548696439,11.503716951160188,10.673716951160188,10.374716951160188,9.683716951160187,11.504716951160187,10.696283048839812,9.467283048839812,9.692283048839812,0.215112030394871,982.7032908963492,55.2837825316434,1.0,0.2733318094992922,0.0465677449490947,19.6619058830594,0.363716951160189,-0.3637169511601872,11.31619372398754,11.36167642359075,10.864854525200418,10.777569951160189,10.762406738724955,9.787994834972254,10.673716951160188,11.06,10.180577474515829,9.393641524419904,11.06,9.51550744487227,1.5845118740798556,948.3678962383811,9580.540384915374,0.0,0.0,0.0,0.0
TOI-5126b,6150,110.0,130.0,0.18,0.13,0.13,1.24,0.05,0.046,1.241,0.032,0.027,4.224,0.051,0.062,0.655,0.046,0.056,0.0,,,0.06519,0.00087,0.00082,,,,0.423,0.014,0.012,,,,,,,1442.0,46.0,40.0,arXiv:2310.08890,arXiv:2310.08890,TEP,10,6,38.34,18,38,2.6,10.14,8.78,0.155,0.2,2459627.03862,0.00041,5.4588385,7.1e-06,arXiv:2310.08890,0.24,0.0012268968697496,10.583716951160188,9.753716951160188,9.454716951160188,8.76371695116019,10.584716951160187,10.156283048839812,8.927283048839811,9.152283048839813,0.0651849358652849,1293.959498883254,,1.0,0.0077688727431401,0.0350270876572642,11.295685921162772,-0.0162830488398117,0.01628304883981,10.39619372398754,10.44167642359075,9.944854525200418,9.857569951160189,9.842406738724955,8.867994834972254,9.753716951160188,10.14,9.260577474515827,8.853641524419906,10.14,8.595507444872268,0.679214973431043,948.4899218905788,19716.879815458924,0.0,0.0,0.0,0.0
TOI-5126c,6150,110.0,130.0,0.18,0.13,0.13,1.24,0.05,0.046,1.241,0.032,0.027,4.224,0.051,0.062,0.655,0.046,0.056,0.0,,,0.1439,0.0019,0.0018,,,,0.344,0.015,0.014,,,,,,,971.0,31.0,27.0,arXiv:2310.08890,arXiv:2310.08890,TEP,10,6,38.34,18,38,2.6,10.14,8.78,0.223,0.1,2459613.7443,0.0039,17.8999,0.0016,arXiv:2310.08890,0.38,0.0008114171988816,10.583716951160188,9.753716951160188,9.454716951160188,8.76371695116019,10.584716951160187,10.156283048839812,8.927283048839811,9.152283048839813,0.1438735021085523,870.9714048475679,,1.0,0.0184174924911689,0.0284853857070896,24.934026753418053,-0.0162830488398117,0.01628304883981,10.39619372398754,10.44167642359075,9.944854525200418,9.857569951160189,9.842406738724955,8.867994834972254,9.753716951160188,10.14,9.260577474515827,8.853641524419906,10.14,8.595507444872268,0.679214973431043,948.4899218905788,28366.865799015097,0.0,0.0,0.0,0.0
HD_110067f,5266,64.0,64.0,-0.2,0.04,0.04,0.798,0.042,0.042,0.788,0.008,0.008,4.54,0.03,0.03,,,,0.0,,,0.2163,0.0026,0.0026,0.0158,0.0059,0.0061,0.232,0.0037,0.0037,,,,,,,489.0,6.0,6.0,2023Natur.623..932L,2023Natur.623..932L,TEP,12,39,21.5,20,1,40.0,8.42,6.49,0.2152,0.09,2459641.5763,0.001,41.05854,0.0001,2023Natur.623..932L,0.337,0.00091536525039,9.149716951160189,7.890716951160188,7.480716951160188,6.380716951160188,9.585716951160189,8.529283048839812,6.6672830488398125,7.054283048839812,0.2160444672820427,484.9597408000201,,1.0,0.1182778347309538,0.030255003724839,59.024689430887626,-0.1092830488398117,0.1092830488398126,9.694987009701835,8.852235423590749,8.120035525200418,7.910986951160188,7.824795241315629,6.875574460752499,7.890716951160188,8.42,7.35573088135379,6.578641524419906,8.42,6.809704969492092,0.1265167026450593,948.5644127901162,146963.04607434454,0.0,0.0,0.0,0.0
HD_110067g,5266,64.0,64.0,-0.2,0.04,0.04,0.798,0.042,0.042,0.788,0.008,0.008,4.54,0.03,0.03,,,,0.0,,,0.2621,0.0032,0.0032,,0.026,0.0,0.2326,0.0046,0.0046,,,,,,,440.0,6.0,6.0,2023Natur.623..932L,2023Natur.623..932L,TEP,12,39,21.5,20,1,40.0,8.42,6.49,0.2361,0.09,2459656.0921,0.002,54.76992,0.0002,2023Natur.623..932L,0.338,0.0009201060206263,9.149716951160189,7.890716951160188,7.480716951160188,6.380716951160188,9.585716951160189,8.529283048839812,6.6672830488398125,7.054283048839812,0.2617995435963339,440.5475788401888,,1.0,0.1147658240876539,0.0303332494241274,71.5227512706225,-0.1092830488398117,0.1092830488398126,9.694987009701835,8.852235423590749,8.120035525200418,7.910986951160188,7.824795241315629,6.875574460752499,7.890716951160188,8.42,7.35573088135379,6.578641524419906,8.42,6.809704969492092,0.1265167026450593,948.5644127901162,161235.94413639756,0.0,0.0,0.0,0.0
HD_110082,6200,100.0,100.0,0.08,0.05,0.05,1.21,0.06,0.06,1.19,0.06,0.06,4.2,0.3,0.3,0.7,0.1,0.1,0.2,0.2,0.1,0.113,0.009,0.013,,,,0.28,0.01,0.01,,,,,,,,,,2021AJ....161..171T,2021AJ....161..171T,TEP,12,50,22.02,-88,7,15.7,9.23,8.0,0.1213,0.05,2458629.909,0.001,10.18271,4e-05,2021AJ....161..171T,0.6825932457901054,0.0005846460590644,9.673716951160188,8.843716951160188,8.544716951160188,7.853716951160188,9.674716951160187,9.376283048839811,8.147283048839812,8.372283048839812,0.0979739363542226,1041.941147966943,,1.0,15.3367969124471,0.0241794553095063,20.41901982417805,-0.1462830488398108,0.1462830488398117,9.48619372398754,9.53167642359075,9.034854525200418,8.947569951160188,8.932406738724955,7.957994834972254,8.843716951160188,9.23,8.350577474515829,8.073641524419905,9.23,7.685507444872268,0.29380204854547065,948.541867225296,35671.364620788205,0.0,0.0,0.0,0.0
HD_110113,5732,50.0,50.0,0.14,0.02,0.02,0.997,0.06,0.06,0.968,0.018,0.018,4.46,0.05,0.05,,,,0.093,0.079,0.064,0.035,0.001,0.001,0.0143,0.002,0.002,0.183,0.011,0.011,,,,2.19,0.57,0.44,1371.0,14.0,14.0,2021MNRAS.502.4842O,2021MNRAS.502.4842O,TEP,12,40,8.78,-44,18,43.5,10.06,8.5,0.099,0.03,2458570.101,0.005,2.541,0.001,2021MNRAS.502.4842O,0.31,0.0003774177763196,10.634716951160188,9.605716951160188,9.251716951160189,8.383716951160189,10.786716951160187,10.176283048839812,8.660283048839812,8.959283048839811,0.0364061437635662,1425.245959046428,,1.0,-3.8623804067198506,0.0194272431476947,7.774922983955752,-0.1162830488398114,0.1162830488398114,10.772083438273263,10.423760423590748,9.815010525200416,9.668154951160188,9.61779743820682,8.655921040183777,9.605716951160188,10.06,9.092175763028065,8.580141524419906,10.06,8.486330959899892,0.6026693418693299,948.5002388141971,14192.857352704998,0.0,0.0,0.0,0.0
HD_114082,6651,35.0,35.0,0.0,0.03,0.03,1.47,0.07,0.07,1.49,0.05,0.05,4.19,0.03,0.03,,,,0.395,0.037,0.039,0.5109,0.0081,0.0083,8.0,1.0,1.0,1.0,0.03,0.03,,,,,,,,,,2022A+A...667L..14Z,2022A+A...667L..14Z,TEP,13,9,16.19,-60,18,30.1,8.21,7.16,0.608,0.5,2459339.03854,0.00051,109.75,0.39,2022A+A...667L..14Z,0.5,0.0047566188198058,8.53571695116019,7.887716951160189,7.647716951160189,7.106716951160189,8.50971695116019,8.263283048839812,7.298283048839812,7.457283048839812,0.5100921590750075,548.1369210345952,,1.0,0.1583715629852958,0.0689682450103367,73.73149552488778,-0.0532830488398108,0.0532830488398108,8.067373152558977,8.45324442359075,8.061766525200419,8.03599695116019,8.058587624735317,7.0706122732794565,7.887716951160189,8.21,7.415745304701129,7.229141524419906,8.21,6.691836242608524,0.11990604554632144,948.5653037178655,438103.01441144967,0.0,0.0,0.0,0.0
HD_118203,5788,51.0,51.0,0.22,0.02,0.02,1.22,0.021,0.021,2.03,0.16,0.16,3.99,0.12,0.12,0.155,0.004,0.01,0.3136,0.0075,0.0075,0.0701,0.0004,0.0004,2.182,0.033,0.033,1.14,0.029,0.029,41.9,0.5,0.8,1.35,0.16,0.14,1371.0,16.0,17.0,2020AJ....159..243P,arXiv:2407.21377,TEP,13,34,2.39,53,43,41.5,8.14,6.54,0.2351,0.36,2458712.66178,0.0002,6.1349779,2e-07,arXiv:2407.21377,0.5728725006732774,0.0033303395390884,8.703716951160189,7.690716951160189,7.340716951160188,6.489716951160188,8.836716951160188,8.190283048839811,6.6992830488398125,6.992283048839813,0.0700812429100576,1502.134917252209,116.76479294489307,2.0,0.0267647792240193,0.0577090940761369,7.425494636702163,-0.0502830488398107,0.0502830488398116,8.810747009701837,8.499195423590749,7.898675525200419,7.756166951160188,7.708369023699049,6.745584486604145,7.690716951160189,8.14,7.178681485289617,6.619641524419906,8.14,6.568358166071343,0.1031826658375416,948.5675575480299,196860.97306287588,0.0,0.0,0.0,0.0
HD_119130,5725,65.0,65.0,0.07,0.05,0.05,1.0,0.03,0.03,1.09,0.03,0.03,4.33,0.04,0.04,0.81,0.18,0.17,0.0,,,0.13,0.01,0.01,0.028,0.01,0.01,0.235,0.01,0.009,,,,2.0,0.8,0.8,795.0,33.0,28.0,2019A+A...623A.114L,2025AJ....169...26A,TEP,13,41,30.3,-9,56,45.9,9.92,8.41,0.153,0.05,2458180.2842,0.0016,16.9841,0.0008,2019A+A...623A.114L,0.7201156691624536,0.0004908554477116,10.494716951160187,9.465716951160188,9.111716951160188,8.243716951160188,10.646716951160188,10.086283048839812,8.570283048839812,8.869283048839812,0.1293108229882576,801.5019806929121,,2.0,0.5329615849749502,0.0221552577893297,25.64603691483596,-0.1662830488398121,0.1662830488398121,10.632083438273265,10.283760423590747,9.675010525200417,9.528154951160188,9.47779743820682,8.515921040183779,9.465716951160188,9.92,8.952175763028064,8.490141524419906,9.92,8.346330959899891,0.52977089703096,948.5100640607386,24952.67307827871,0.0,0.0,0.0,0.0
HD_135694,5710,110.0,110.0,-0.21,0.09,0.09,0.9,0.06,0.06,1.05,0.04,0.04,,,,,,,0.0,0.42,0.0,0.12,0.003,0.003,0.0179,0.0066,0.0066,0.224,0.012,0.012,,,,1.5,0.6,0.6,815.0,27.0,27.0,2023AJ....166..153A,2023AJ....166..153A,TEP,15,11,28.91,71,50,27.4,9.08,7.5,0.18,0.05,2459324.5878,0.0007,15.92346,2e-05,2023AJ....166..153A,0.5323009823518586,0.0004806050448202,9.654716951160188,8.625716951160188,8.271716951160188,7.403716951160188,9.806716951160189,9.176283048839812,7.660283048839812,7.959283048839812,0.1195948047864439,815.8454550273832,,1.0,0.3388067017456393,0.0219227061472857,24.575103505205444,-0.0962830488398118,0.0962830488398118,9.792083438273265,9.443760423590748,8.835010525200417,8.688154951160188,8.637797438206821,7.675921040183779,8.625716951160188,9.08,8.112175763028064,7.580141524419906,9.08,7.506330959899894,0.2444124446604754,948.5485236711189,63630.147890398955,0.0,0.0,0.0,0.0
HD_108236e,5660,61.0,61.0,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.073,0.014,0.017,0.1348,0.0012,0.0012,,,,0.2684,0.0029,0.0029,,,,,,,696.0,8.0,8.0,2021AJ....161...85D,2022A+A...668A.117H,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.1672,0.12,2458586.56741,0.00055,19.5901277,3e-05,2022A+A...668A.117H,0.5264664053502521,0.0009913515668289,9.833716951160188,8.776716951160187,8.415716951160189,7.518716951160188,10.018716951160188,9.361283048839812,7.802283048839811,8.112283048839812,0.1356139588444797,693.6646854110729,,2.0,-0.6002028488919615,0.0314857359264313,33.0894230415409,-0.1212830488398122,0.1212830488398113,10.021917581130396,9.61197742359075,8.988413525200418,8.833883951160189,8.779047163595422,7.818758673435943,8.776716951160187,9.24,8.260532419904834,7.721141524419906,9.24,7.662457649848328,0.28150099724710287,948.5435250943784,51318.042000821624,0.0,0.0,0.0,0.0
HD_108236f,5660,61.0,61.0,-0.28,0.04,0.04,0.867,0.047,0.046,0.876,0.007,0.007,4.49,0.11,0.11,1.79,0.11,0.11,0.024,0.024,0.016,0.1773,0.0016,0.0016,,,,0.1686,0.0036,0.0036,,,,,,,607.0,7.0,7.0,2021A+A...646A.157B,2022A+A...668A.117H,TEP,12,26,17.89,-51,21,46.2,9.24,7.64,0.1583,0.03,2458616.0403,0.0014,29.53935,0.00013,2022A+A...668A.117H,0.7094102579301703,0.000391181056154,9.833716951160188,8.776716951160187,8.415716951160189,7.518716951160188,10.018716951160188,9.361283048839812,7.802283048839811,8.112283048839812,0.1783255227657701,604.9159407310293,,2.0,-0.5750846821389304,0.0197782976050533,43.52191917852522,-0.1212830488398122,0.1212830488398113,10.021917581130396,9.61197742359075,8.988413525200418,8.833883951160189,8.779047163595422,7.818758673435943,8.776716951160187,9.24,8.260532419904834,7.721141524419906,9.24,7.662457649848328,0.28150099724710287,948.5435250943784,48586.39981297885,0.0,0.0,0.0,0.0
HD_109833b,5881,50.0,50.0,-0.07,0.08,0.08,1.08,0.05,0.05,1.0,0.04,0.04,4.45,0.1,0.10,1.08,0.17,0.17,0.18,0.24,0.12,,,,,,,0.258,0.014,0.011,,,,,,,,,,2023AJ....165...85W,2023AJ....165...85W,TEP,12,39,6.4,-74,34,26.4,9.31,7.82,0.12,0.05,2458604.57374,0.00094,9.188526,2.5e-05,2023AJ....165...85W,0.6714731834571328,0.0007029271187273,9.827716951160188,8.883716951160189,8.551716951160188,7.765716951160188,9.894716951160188,9.364283048839813,7.974283048839812,8.241283048839811,0.0880869692570332,955.4954940268124,,1.0,,0.0265127727468736,18.941530885825102,-0.054283048839812,0.054283048839812,9.816885152558962,9.64819642359075,9.08553452520042,8.962720951160188,8.926441158414073,7.95956313089863,8.883716951160189,9.31,8.378414494340083,7.897141524419906,9.31,7.74812284244399,0.30784002604781524,948.5399752591634,33679.83083002205,0.0,0.0,0.0,0.0
HD_109833c,5881,50.0,50.0,-0.07,0.08,0.08,1.08,0.05,0.05,1.0,0.04,0.04,4.45,0.1,0.10,1.08,0.17,0.17,0.3,0.21,0.19,,,,,,,0.231,0.017,0.016,,,,,,,,,,2023AJ....165...85W,2023AJ....165...85W,TEP,12,39,6.4,-74,34,26.4,9.31,7.82,0.1,0.05,2458607.7567,0.0013,13.900148,5.7e-05,2023AJ....165...85W,0.8545184515150042,0.0005635012015866,9.827716951160188,8.883716951160189,8.551716951160188,7.765716951160188,9.894716951160188,9.364283048839813,7.974283048839812,8.241283048839811,0.116080887095149,832.3464240701553,,1.0,,0.0237381802501078,24.96112338421936,-0.054283048839812,0.054283048839812,9.816885152558962,9.64819642359075,9.08553452520042,8.962720951160188,8.926441158414073,7.95956313089863,8.883716951160189,9.31,8.378414494340083,7.897141524419906,9.31,7.74812284244399,0.30784002604781524,948.5399752591634,28066.525691685045,0.0,0.0,0.0,0.0
HD_110067b,5266,64.0,64.0,-0.2,0.04,0.04,0.798,0.042,0.042,0.788,0.008,0.008,4.54,0.03,0.03,,,,0.0,,,0.0793,0.001,0.0010,0.0179,0.0056,0.0057,0.1963,0.0027,0.0027,,,,,,,800.0,10.0,10.0,2023Natur.623..932L,2023Natur.623..932L,TEP,12,39,21.5,20,1,40.0,8.42,6.49,0.129,0.07,2459640.15797,0.00036,9.113678,1e-05,2023Natur.623..932L,0.355,0.0006553284927783,9.149716951160189,7.890716951160188,7.480716951160188,6.380716951160188,9.585716951160189,8.529283048839812,6.6672830488398125,7.054283048839812,0.0792020825017286,800.9565566933095,,1.0,0.1236299541356384,0.0255993846171806,21.63965729019597,-0.1092830488398117,0.1092830488398126,9.694987009701835,8.852235423590749,8.120035525200418,7.910986951160188,7.824795241315629,6.875574460752499,7.890716951160188,8.42,7.35573088135379,6.578641524419906,8.42,6.809704969492092,0.1265167026450593,948.5644127901162,88095.87799066195,0.0,0.0,0.0,0.0
TOI-4308,5243,126.0,126.0,,,,0.9,0.113,0.113,0.793,0.046,0.046,4.593,0.087,0.087,,,,,,,,,,,,,0.216,0.011,0.012,,,,,,,763.0,,,2023AJ....166....9M,2023AJ....166....9M,TEP,21,51,0.84,-43,33,44.5,11.25,9.14,0.13,0.08,2458333.4284,0.0028,9.151201,3.6e-05,2023AJ....166....9M,0.38,0.0007834873959869,11.979716951160189,10.720716951160188,10.310716951160188,9.210716951160189,12.415716951160189,11.179283048839812,9.317283048839812,9.704283048839812,0.0826683779545235,783.0329562592204,,1.0,,0.027990844860185,22.416594599430997,0.0707169511601879,-0.0707169511601879,12.524987009701835,11.682235423590749,10.950035525200418,10.740986951160188,10.654795241315629,9.7055744607525,10.720716951160188,11.25,10.185730881353791,9.228641524419906,11.25,9.639704969492094,1.7137676472124075,948.3504724742842,6553.98065091836,0.0,0.0,0.0,0.0
LTT_1445Ab,3337,150.0,150.0,-0.34,0.08,0.08,0.257,0.014,0.014,0.27,0.01,0.01,4.983,0.044,0.045,13.0,2.0,1.7,0.0,0.223,0.0,0.03808,0.00068,0.00070,0.0086,0.0008,0.0008,0.1195,0.0098,0.0054,16.5,2.0,1.9,4.7,0.9,1.0,424.0,21.0,21.0,2019AJ....158..152W,arXiv:2307.02970,TEP,3,1,51.39,-16,35,36.1,11.22,6.5,0.05694,0.2,2458412.70899,0.0004,5.3587643,4e-06,arXiv:2307.02970,0.2619096221674724,0.002068612615528,12.677716951160187,10.054716951160188,8.713716951160189,6.533716951160189,13.85871695116019,11.186283048839812,6.838283048839812,7.417283048839812,0.0381031308071316,428.3423901612894,91.7002234839331,2.0,-0.0607057914708679,0.0454820032048722,30.327498103460943,0.0337169511601889,-0.0337169511601889,13.313475962888676,12.361040797157177,10.581984898766844,9.37394395116019,8.692008717999565,7.937025823621455,10.054716951160188,11.22,9.059403752221344,6.669141524419906,11.22,8.80912456636782,1.2212160336036897,948.4168670448324,4028.456771471213,0.0,0.0,0.0,0.0
K2-223b,5835,38.0,40.0,0.12,0.06,0.06,1.06,0.02,0.02,0.99,0.01,0.01,4.48,0.01,0.01,3.0,3.2,1.7,,,,0.0127,0.0001,0.0001,,,,0.079,0.009,0.007,,,,,,,2271.0,23.0,23.0,2018AJ....156...78L,2018AJ....156...78L,KTEP,12,21,13.47,-10,16,55.3,11.18,9.84,0.0584,0.01,2457583.564,0.0042,0.50565,6e-05,2018AJ....156...78L,0.41,6.724417660095067e-05,11.697716951160189,10.753716951160188,10.421716951160189,9.635716951160187,11.764716951160189,11.384283048839812,9.994283048839812,10.261283048839813,0.0126650958160687,2487.6399095097454,,1.0,0.2755935244245432,0.008200254666835,2.7584933101171263,-0.2042830488398124,0.2042830488398124,11.68688515255897,11.518196423590748,10.955534525200418,10.832720951160187,10.796441158414073,9.829563130898627,10.753716951160188,11.18,10.248414494340082,9.917141524419906,11.18,9.61812284244399,1.7224652384325148,948.3493000217139,2929.3827749997236,0.0,0.0,0.0,0.0
