rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
1,1000.01,1000,50365310,50365310.01,1,,07h29m25.85s,112.357709,,,-12d41m45.46s,-12.69596,,,-6.334,0.777,0.777,0,1,0.226,0.707,0.707,0,1,2458493.38398,0.00387,0.00387,0,1,2.17153,0.00068,0.00068,0,1,1.937,0.23,0.23,0,1,543.564,1.40612,1.40612,0,1,,,,0,1,4080.56,,,,,2226,,,,,9.5649996,0.018,0.018,0,1,426.74042,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-03-26 13:55:15,2019-07-31 10:32:40
2,1001.01,1001,88863718,88863718.01,1,,08h10m19.31s,122.580466,,,-05d30m49.86s,-5.513849,,,-5.338,1.017,1.017,0,1,-15.107,1.236,1.236,0,1,2458492.83893,0.00356,0.00356,0,1,1.93217,0.00054,0.00054,0,1,3.447,0.243,0.243,0,1,691.37,0.698388,0.698388,0,1,5.52818,0.256245,0.256245,0,1,6207.63,,,,,2472,,,,,9.427,0.02,0.02,0,1,221.11301,47.2215,47.2215,0,1,7120.3701,75.309998,75.309998,0,1,4.0300002,0.386,0.386,0,1,2.2904999,0.754187,0.754187,0,1,2019-03-26 13:55:20,2019-07-31 10:32:40
3,1002.01,1002,124709665,124709665.01,1,,06h58m54.47s,104.726966,,,-10d34m49.63s,-10.580454,,,-2.366,0.813,0.813,0,1,-1.936,0.888,0.888,0,1,2458492.60156,0.00113,0.00113,0,1,1.86722,0.00016,0.00016,0,1,1.926,0.122,0.122,0,1,6584,708.41,708.41,0,1,,,,0,1,27531.8,,,,,3588,,,,,9.2650003,0.018,0.018,0,1,365.811,,,0,1,8408,225,225,0,1,4.0874801,1.36792,1.36792,0,1,2.1616001,1.46395,1.46395,0,1,2019-03-26 13:55:09,2019-07-31 10:32:40
4,1003.01,1003,106997505,106997505.01,1,,07h22m14.39s,110.559945,,,-25d12m25.26s,-25.207017,,,-0.607,0.515,0.515,0,1,1.721,0.553,0.553,0,1,2458493.3957,0.00535,0.00535,0,1,2.74323,0.00108,0.00108,0,1,3.167,0.642,0.642,0,1,383.41,0.781988,0.781988,0,1,,,,0,1,1177.36,,,,,1631,,,,,9.1789999,0.019,0.019,0,1,179.045,,,0,1,7302,209,209,0,1,4.1452198,1.63976,1.63976,0,1,1.80071,1.46188,1.46188,0,1,2019-03-26 13:55:21,2019-07-31 10:32:40
5,1004.01,1004,238597883,238597883.01,1,,08h08m42.77s,122.178195,,,-48d48m10.12s,-48.802812,,,-4.924,0.663,0.663,0,1,9.311,0.64,0.64,0,1,2458493.51196,0.00653,0.00653,0,1,3.57491,0.00146,0.00146,0,1,2.576,0.346,0.346,0,1,403.708,1.07966,1.07966,0,1,,,,0,1,2117.33,,,,,1889,,,,,9.0970001,0.019,0.019,0,1,343.50781,51.7304,51.7304,0,1,9252,238,238,0,1,4.1251001,0.474341,0.474341,0,1,2.1970799,0.483046,0.483046,0,1,2019-03-26 13:55:18,2019-07-31 10:32:40
6,1005.01,1005,169904935,169904935.01,1,,08h02m49.15s,120.704811,,,-11d06m05.45s,-11.101513,,,-15.7,1.6,1.6,0,1,-34.7,1.5,1.5,0,1,2458492.5552,0.00106,0.00106,0,1,4.55072,0.00033,0.00033,0,1,2.599,0.284,0.284,0,1,2954.34,2.1771,2.1771,0,1,6.54449,0.45717,0.45717,0,1,254.05,,,,,1112,,,,,9.085,0.019,0.019,0,1,119.097,,,0,1,5946,191,191,0,1,4.3144002,2.0037301,2.0037301,0,1,1.20265,1.20265,1.20265,0,1,2019-03-26 13:55:26,2019-07-31 10:32:40
7,1006.01,1006,156115721,156115721.01,1,,08h17m26.22s,124.359238,,,-27d16m24.64s,-27.27351,,,-29.1,2.6,2.6,0,1,-6.8,2.2,2.2,0,1,2458493.67736,0.00254,0.00254,0,1,2.50443,0.0005,0.0005,0,1,3.185,0.615,0.615,0,1,1299.18,2.41997,2.41997,0,1,6.08324,5.90832,5.90832,0,1,6874.38,,,,,2536,,,,,9.026,0.025,0.025,0,1,,,,0,1,6616,200,200,0,1,4.2080402,1.95303,1.95303,0,1,1.53429,1.4887,1.4887,0,1,2019-03-26 13:55:18,2019-07-31 10:32:40
8,1007.01,1007,65212867,65212867.01,1,,07h31m00.57s,112.752393,,,-04d27m48.1s,-4.46336,,,0.057,0.873,0.873,0,1,4.342,0.676,0.676,0,1,2458492.04102,0.00107,0.00107,0,1,6.99823,0.00058,0.00058,0,1,4.314,0.471,0.471,0,1,2733.51,0.759823,0.759823,0,1,16.9838,0.715821,0.715821,0,1,1178.18,,,,,1632,,,,,8.8590002,0.02,0.02,0,1,273.89532,30.5009,30.5009,0,1,7330,210,210,0,1,3.7976,0.403593,0.403593,0,1,2.6956,0.448634,0.448634,0,1,2019-03-26 13:55:21,2019-07-31 10:32:40
9,1008.01,1008,440801822,440801822.01,1,,07h17m31.91s,109.382956,,,+13d23m42.76s,13.39521,,,-17.9,1.1,1.1,0,1,1.3,1,1,0,1,2458492.52135,0.00579,0.00579,0,1,2.04936,0.00105,0.00105,0,1,2.234,0.401,0.401,0,1,249.5,0.564034,0.564034,0,1,1.71607,0.318238,0.318238,0,1,2107.05,,,,,1887,,,,,8.7690001,0.035,0.035,0,1,144.297,,,0,1,6699,201,201,0,1,4.1981802,1.9022599,1.9022599,0,1,1.57195,1.48437,1.48437,0,1,2019-03-26 13:55:18,2019-07-31 10:32:40
10,1009.01,1009,107782586,107782586.01,1,,07h26m40.29s,111.667859,,,-24d27m43.8s,-24.462166,,,-4.1,1.5,1.5,0,1,4,1.5,1.5,0,1,2458492.25285,0.00166,0.00166,0,1,1.96022,0.00026,0.00026,0,1,1.611,0.359,0.359,0,1,1954.46,31.2109,31.2109,0,1,,,,0,1,15070.9,,,,,3086,,,,,8.4440002,0.033,0.033,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-03-26 13:55:17,2019-07-31 10:32:40
11,101.01,101,231663901,231663901.01,1,CP,21h14m56.88s,318.736981,,,-55d52m18.41s,-55.87178,,,,,,,,,,,,,2458326.008874,0.000339,0.000339,0,1,1.430401,3.2E-05,3.2E-05,0,1,1.638765,0.026081,0.026081,0,1,20452.53168,242.95233,242.95233,0,1,13.145008,0.144216,0.144216,0,1,1193.379561,,,,,1499.044062,,,,,12.352,0.034,0.034,0,1,464.73199,,,0,1,5783,188,188,0,1,4.3443699,,,0,1,1.1348701,1.1348701,1.1348701,0,1,2018-09-05 18:34:18,2019-03-11 18:32:33
12,1010.01,1010,139853601,139853601.01,1,,07h29m10.56s,112.293982,,,-21d49m58.48s,-21.832912,,,-5.969,0.391,0.391,0,1,4.533,0.374,0.374,0,1,2458492.25806,0.00118,0.00118,0,1,0.68088,6E-05,6E-05,0,1,1.458,0.036,0.036,0,1,3326.45,157.194,157.194,0,1,,,,0,1,182419,,,,,5757,,,,,8.4379997,0.018,0.018,0,1,360.98001,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-03-26 13:55:18,2019-07-31 10:32:40
13,1011.01,1011,114018671,114018671.01,1,,07h35m56.34s,113.984737,,,-32d50m31.13s,-32.84198,,,145.243,0.095,0.095,0,1,-134.677,0.098,0.098,0,1,2458492.44438,0.0073,0.0073,0,1,2.46992,0.00137,0.00137,0,1,2.151,0.387,0.387,0,1,167.378,0.816388,0.816388,0,1,1.3397,0.096679,0.096679,0,1,509.063,,,,,1323,,,,,8.2159996,0.018,0.018,0,1,51.918385,1.0080301,1.0080301,0,1,5413.6802,33.159401,33.159401,0,1,4.3699999,0.11,0.11,0,1,1.1788599,0.104706,0.104706,0,1,2019-03-26 13:55:13,2019-07-31 10:32:40
14,1012.01,1012,427508467,427508467.01,1,,07h48m22.87s,117.095286,,,+06d47m06.23s,6.785064,,,-4.939,0.051,0.051,0,1,-1.063,0.044,0.044,0,1,2458492.10434,0.00077,0.00077,0,1,0.88425,4E-05,4E-05,0,1,1.657,0.052,0.052,0,1,3048.26,78.5863,78.5863,0,1,,,,0,1,115928,,,,,5140,,,,,8.1289997,0.019,0.019,0,1,229.71899,,,0,1,8422,,,0,1,,,,0,1,,,,0,1,2019-03-26 13:55:24,2019-07-31 10:32:40
15,1013.01,1013,97700520,97700520.01,1,,07h09m08.65s,107.286053,,,-31d56m00.73s,-31.933537,,,-3.1,1.4,1.4,0,1,4.4,1.4,1.4,0,1,2458494.36798,0.00107,0.00107,0,1,5.4298,0.0005,0.0005,0,1,3.779,0.13,0.13,0,1,28152,501.159,501.159,0,1,,,,0,1,4847.57,,,,,2324,,,,,7.5900002,0.037,0.037,0,1,299.61401,402.62,402.62,0,1,,,,0,1,,,,0,1,,,,0,1,2019-03-26 13:55:17,2019-07-31 10:32:40
16,1014.01,1014,96246348,96246348.01,1,,06h54m14.78s,103.561604,,,-34d13m22.16s,-34.222821,,,-15.1,2.5,2.5,0,1,10,2.4,2.4,0,1,2458469.02999,0.00108,0.00108,0,1,1.4094,5E-05,5E-05,0,1,0.882,0.068,0.068,0,1,2800.44,2.60824,2.60824,0,1,,,,0,1,2041.48,,,,,1872,,,,,7.5380001,0.02,0.02,0,1,169.205,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-03-26 13:55:19,2019-07-31 10:32:40
17,1015.01,1015,155044736,155044736.01,1,,08h11m35.03s,122.895964,,,-27d58m18.82s,-27.971894,,,2.368,0.785,0.785,0,1,-18.271,1.004,1.004,0,1,2458493.08067,0.00523,0.00523,0,1,1.37259,0.00036,0.00036,0,1,1.794,0.294,0.294,0,1,587.728,2.02629,2.02629,0,1,16.7675,1.4239,1.4239,0,1,767.232,,,,,1466,,,,,10.625,0.018,0.018,0,1,884.90295,202.84801,202.84801,0,1,4796,176,176,0,1,,,,0,1,0.799774,0.799774,0.799774,0,1,2019-04-01 16:51:56,2019-07-31 10:32:40
18,1016.01,1016,175310067,175310067.01,1,,07h44m26.59s,116.110773,,,-36d05m53.83s,-36.098287,,,-8.654,1.12,1.12,0,1,12.232,1.12,1.12,0,1,2458502.26383,0.00249,0.00249,0,1,12.70907,0.00065,0.00065,0,1,7.046,0.357,0.357,0,1,13320,507.85,507.85,0,1,18.7058,3.88693,3.88693,0,1,2562.29,,,,,1982,,,,,10.594,0.019,0.019,0,1,418.27899,,,0,1,7295,209,209,0,1,4.14573,1.64219,1.64219,0,1,1.79822,1.46202,1.46202,0,1,2019-04-01 16:52:03,2019-07-31 10:32:40
19,1017.01,1017,182943944,182943944.01,1,,08h18m54.34s,124.726413,,,-37d46m59.7s,-37.783251,,,-12.532,0.979,0.979,0,1,7.953,0.787,0.787,0,1,2458518.96536,0.00137,0.00137,0,1,1.10422,0.00013,0.00013,0,1,2.37,0.062,0.062,0,1,14177.7,843.788,843.788,0,1,21.0448,5.22012,5.22012,0,1,39459.3,,,,,3926,,,,,10.591,0.019,0.019,0,1,421.23862,,,0,1,6810,203,203,0,1,4.0728102,0.552641,0.552641,0,1,1.84486,0.461893,0.461893,0,1,2019-04-01 16:52:01,2019-07-31 10:32:40
20,1018.01,1018,291555748,291555748.01,1,,07h26m51.85s,111.716021,,,-50d15m59.65s,-50.266569,,,-9.286,0.912,0.912,0,1,11.427,0.643,0.643,0,1,2458492.78078,0.00073,0.00073,0,1,4.95912,0.00016,0.00016,0,1,2.509,0.13,0.13,0,1,10825.7,197.962,197.962,0,1,24.2173,3.54481,3.54481,0,1,511.956,,,,,1325,,,,,10.575,0.018,0.018,0,1,387.73999,57.0924,57.0924,0,1,5938,191,191,0,1,3.7834499,0.403688,0.403688,0,1,2.2134399,0.425976,0.425976,0,1,2019-04-01 16:52:01,2019-07-31 10:32:40
21,1019.01,1019,341420329,341420329.01,1,,08h00m35.52s,120.147997,,,-54d52m42.79s,-54.878552,,,-11.806,1.22,1.22,0,1,3.628,0.884,0.884,0,1,2458494.43614,0.00025,0.00025,0,1,5.23416,6E-05,6E-05,0,1,3.544,0.142,0.142,0,1,19266.4,3.34354,3.34354,0,1,23.4056,0.949999,0.949999,0,1,843.503,,,,,1501,,,,,10.561,0.018,0.018,0,1,400.93195,71.722198,71.722198,0,1,8093,221,221,0,1,4.3238702,0.546798,0.546798,0,1,1.6001101,0.407268,0.407268,0,1,2019-04-01 16:51:56,2019-07-31 10:32:40
22,102.01,102,149603524,149603524.01,2,CP,05h48m33.56s,87.139825,,,-63d59m18s,-63.988332,,,-14.794,1.146,1.146,0,1,25.107,0.908,0.908,0,1,2458326.078645,9.9E-05,9.9E-05,0,1,4.411943,5E-06,5E-06,0,1,3.776425,0.008533,0.008533,0,1,13979.926188,30.580667,30.580667,0,1,15.397243,0.032379,0.032379,0,1,708.767112,,,,,1315.96894,,,,,9.7159996,0.018,0.018,0,1,171.78795,13.0779,13.0779,0,1,6391,70,70,0,1,4.73,0.11,0.11,0,1,1.15229,0.150441,0.150441,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
23,1020.01,1020,140706664,140706664.01,1,,08h33m31.67s,128.381977,,,-43d49m42.32s,-43.828422,,,-6.458,1.272,1.272,0,1,5.039,0.881,0.881,0,1,2458521.29108,0.00241,0.00241,0,1,3.28892,0.00066,0.00066,0,1,3.793,0.202,0.202,0,1,10518.9,530.608,530.608,0,1,,,,0,1,29832.6,,,,,3661,,,,,10.559,0.019,0.019,0,1,588.59302,,,0,1,7963,219,219,0,1,4.1045399,1.4506201,1.4506201,0,1,2.0327699,1.45974,1.45974,0,1,2019-04-01 16:52:03,2019-07-25 12:00:12
24,1021.01,1021,143994283,143994283.01,1,,07h57m12.18s,119.300751,,,-42d59m56.93s,-42.999147,,,-3.709,1.124,1.124,0,1,-15.183,0.879,0.879,0,1,2458492.90429,0.00426,0.00426,0,1,1.90879,0.00035,0.00035,0,1,1.909,0.231,0.231,0,1,618.482,1.43774,1.43774,0,1,3.34688,0.217749,0.217749,0,1,985.807,,,,,1561,,,,,10.516,0.018,0.018,0,1,232.53941,22.218399,22.218399,0,1,7011,205,205,0,1,4.5180402,0.387336,0.387336,0,1,1.13344,0.173879,0.173879,0,1,2019-04-01 16:51:58,2019-07-31 10:32:40
25,1022.01,1022,47384844,47384844.01,1,,10h51m51.58s,162.964912,,,-05d47m19.35s,-5.788707,,,-15.025,0.577,0.577,0,1,-11.722,0.86,0.86,0,1,2458547.448,0.00834,0.00834,0,1,3.09574,0.00677,0.00677,0,1,4.475,1.196,1.196,0,1,380,,,0,1,3.4262,0.778713,0.778713,0,1,18087.9,,,,,3230,,,,,8.691,0.019,0.019,0,1,120.14123,7.2613201,7.2613201,0,1,6070,193,193,0,1,4.1344099,0.303735,0.303735,0,1,1.51122,0.20557,0.20557,0,1,2019-06-04 14:32:44,2019-07-31 10:32:40
26,1023.01,1023,238374636,238374636.01,1,,08h03m21.05s,120.837693,,,-51d20m44.26s,-51.345629,,,-21.211,1.351,1.351,0,1,21.542,0.971,0.971,0,1,2458493.2055,0.00061,0.00061,0,1,1.3238,2E-05,2E-05,0,1,3.162,0.024,0.024,0,1,3450,221.188,221.188,0,1,20.8516,3.81317,3.81317,0,1,13560.5,,,,,3006,,,,,9.651,0.02,0.02,0,1,279.16663,33.768299,33.768299,0,1,5713,189,189,0,1,3.5606999,0.397888,0.397888,0,1,2.7723999,0.525217,0.525217,0,1,2019-06-11 14:45:02,2019-07-31 10:32:40
27,1024.01,1024,141482386,141482386.01,1,,05h47m16.97s,86.820713,,,-72d25m21.4s,-72.422612,,,0.573,1.083,1.083,0,1,11.619,0.804,0.804,0,1,2458339.71463,0.00842,0.00842,0,1,18.01783,0.00112,0.00112,0,1,2.541,0.41,0.41,0,1,800,3.00836,3.00836,0,1,18.1417,1.18681,1.18681,0,1,7.47218,,,,,460,,,,,9.9750004,0.018,0.018,0,1,699.19177,136.72701,136.72701,0,1,4464,167,167,0,1,,,,0,1,0.729793,0.0786795,0.0786795,0,1,2019-06-11 14:45:00,2019-08-16 12:00:13
28,1025.01,1025,297967252,297967252.01,1,,09h30m05.11s,142.521292,,,-51d31m01.81s,-51.51717,,,-19.7,1,1,0,1,10.6,0.9,0.9,0,1,2458545.14728,0.00122,0.00122,0,1,9.68337,0.00093,0.00093,0,1,2.353,0.084,0.084,0,1,3400,100,100,0,1,,,,0,1,921.226,,,,,1534,,,,,5.573,0.035,0.035,0,1,127.38853,7.9516401,7.9516401,0,1,12942,90,90,0,1,,,,0,1,,,,0,1,2019-06-11 14:44:59,2019-07-31 10:32:40
29,1026.01,1026,388624270,388624270.01,1,,08h21m44.31s,125.434624,,,-51d45m33.99s,-51.759441,,,48.166,0.937,0.937,0,1,-6.283,0.548,0.548,0,1,2458528.41766,0.00143,0.00143,0,1,,,,0,1,7.841,0.388,0.388,0,1,8060,85.1129,85.1129,0,1,8.25722,0.811154,0.811154,0,1,144.452,,,,,965,,,,,9.8809996,0.018,0.018,0,1,102.63787,4.0254002,4.0254002,0,1,6047,193,193,0,1,4.6379399,0.263951,0.263951,0,1,0.842906,0.0963125,0.0963125,0,1,2019-06-11 14:45:00,2019-07-31 10:32:40
30,1027.01,1027,20318757,20318757.01,1,,11h08m31.99s,167.133289,,,-29d39m11.29s,-29.653137,,,-85.28,2,2,0,1,10.15,2,2,0,1,2458547.16357,0.00324,0.00324,0,1,3.28627,0.00084,0.00084,0,1,1.815,0.461,0.461,0,1,1480,29.9231,29.9231,0,1,2.8193,0.266774,0.266774,0,1,202.451,,,,,1050,,,,,10.179,0.018,0.018,0,1,,,,0,1,4296,167,167,0,1,,,,0,1,,,,0,1,2019-06-11 14:45:01,2019-07-31 10:32:40
31,1028.01,1028,447283466,447283466.01,1,,10h28m23.6s,157.09833,,,-51d42m19.46s,-51.705405,,,30.67,0.063,0.063,0,1,-33.771,0.061,0.061,0,1,2458544.48066,0.00412,0.00412,0,1,1.01606,0.00034,0.00034,0,1,2.843,0.278,0.278,0,1,400,0.852004,0.852004,0,1,1.03666,0.055275,0.055275,0,1,2923.57,,,,,2048,,,,,7.8318901,0.019,0.019,0,1,,,,0,1,5225,183,183,0,1,4.7333298,0.272808,0.272808,0,1,0.672069,0.0819251,0.0819251,0,1,2019-06-11 14:45:03,2019-07-31 10:32:40
32,1029.01,1029,374908020,374908020.01,1,,05h54m57.38s,88.73909,,,-65d57m31.82s,-65.958839,,,,,,,,,,,,,2458365.89313,0.00096,0.00096,0,1,36.22214,0.00046,0.00046,0,1,5.107,0.188,0.188,0,1,7170,228.173,228.173,0,1,,,,0,1,,,,,,,,,,,6.8410001,0,0,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-06-11 14:45:03,2019-08-16 12:00:13
33,103.01,103,336732616,336732616.01,1,CP,20h49m49.8s,312.457486,,,-24d25m43.31s,-24.428696,,,8.363,2.086,2.086,0,1,14.693,0.976,0.976,0,1,2458327.25256,0.000586,0.000586,0,1,3.547854,0.000149,0.000149,0,1,3.494333,0.049205,0.049205,0,1,10424.3718,123.359314,123.359314,0,1,14.581841,0.196435,0.196435,0,1,1212.004376,,,,,1504.858953,,,,,11.464,0.018,0.018,0,1,316.73993,,,0,1,5649,188,188,0,1,4.3401499,0.731791,0.731791,0,1,1.1210901,0.40427,0.40427,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
34,1030.01,1030,464296022,464296022.01,1,,10h23m19.56s,155.831486,,,-57d35m24.9s,-57.590251,,,-26.184,2.184,2.184,0,1,22.489,1.073,1.073,0,1,2458551.32747,0.00132,0.00132,0,1,12.12369,0.00076,0.00076,0,1,4.849,0.211,0.211,0,1,6142.77,1221.98,1221.98,0,1,9.25664,4.13505,4.13505,0,1,223.195,,,,,1076,,,,,9.4960003,0.018,0.018,0,1,78.412727,2.83992,2.83992,0,1,4675,170,170,0,1,4.1665502,0.357899,0.357899,0,1,1.12631,0.17512,0.17512,0,1,2019-06-25 15:58:39,2019-07-31 10:32:40
35,1031.01,1031,304021498,304021498.01,1,,09h23m32.14s,140.883898,,,-67d01m33.62s,-67.026006,,,-23.472,0.95,0.95,0,1,2.514,0.716,0.716,0,1,2458547.38653,0.00286,0.00286,0,1,5.65094,0.00075,0.00075,0,1,2.858,0.562,0.562,0,1,1086.23,1.58217,1.58217,0,1,6.9115,0.457202,0.457202,0,1,387.369,,,,,1235,,,,,9.7180004,0.018,0.018,0,1,268.504,28.2549,28.2549,0,1,6587,200,200,0,1,3.9956501,0.382939,0.382939,0,1,1.9500099,0.307619,0.307619,0,1,2019-06-25 15:58:39,2019-07-31 10:32:40
36,1032.01,1032,146589986,146589986.01,1,,10h36m53.16s,159.221509,,,-42d32m29.9s,-42.54164,,,-15.394,0.704,0.704,0,1,6.706,0.664,0.664,0,1,2458547.45463,0.00221,0.00221,0,1,5.66314,0.00116,0.00116,0,1,3.748,0.202,0.202,0,1,3650,1.13345,1.13345,0,1,,,,0,1,2441.37,,,,,1958,,,,,9.618,0.018,0.018,0,1,540.69,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-06-11 14:45:01,2019-07-31 10:32:40
37,1033.01,1033,149601557,149601557.01,1,,05h49m07.82s,87.282585,,,-60d29m54.41s,-60.498447,,,8.9,3.1,3.1,0,1,20.7,2.2,2.2,0,1,2458338.0781,0.00441,0.00441,0,1,29.01509,0.0009,0.0009,0,1,6.362,0.86,0.86,0,1,2000,3.26177,3.26177,0,1,,,,0,1,190.657,,,,,1035,,,,,9.9709997,0.018,0.018,0,1,219.94,,,0,1,6113.0698,39.841202,39.841202,0,1,3.9642601,0.110118,0.110118,0,1,2.0129399,0.320039,0.320039,0,1,2019-06-11 14:45:00,2019-08-16 12:00:13
38,1034.01,1034,400595342,400595342.01,1,,08h57m46.02s,134.441752,,,-49d00m02.08s,-49.000578,,,-4.147,1.109,1.109,0,1,4.679,1.008,1.008,0,1,2458518.81066,0.00684,0.00684,0,1,3.64222,0.00093,0.00093,0,1,2.757,0.57,0.57,0,1,510,1.79556,1.79556,0,1,,,,0,1,2121.73,,,,,1890,,,,,9.7840004,0.019,0.019,0,1,342.71066,50.885201,50.885201,0,1,8111,221,221,0,1,4.3017802,0.470825,0.470825,0,1,1.64424,0.351532,0.351532,0,1,2019-06-11 14:44:59,2019-07-31 10:32:40
39,1035.01,1035,361413119,361413119.01,1,,09h36m36.07s,144.150276,,,-61d34m59.46s,-61.583184,,,-12.986,1.684,1.684,0,1,19.246,1.031,1.031,0,1,2458545.78502,0.00141,0.00141,0,1,6.07484,0.00075,0.00075,0,1,2.324,0.315,0.315,0,1,6160,16.5424,16.5424,0,1,21.5325,1.35847,1.35847,0,1,249.139,,,,,1106,,,,,10.063,0.019,0.019,0,1,253.30499,,,0,1,7245,209,209,0,1,4.1493702,1.65974,1.65974,0,1,1.78047,1.46315,1.46315,0,1,2019-06-11 14:45:04,2019-07-31 10:32:40
40,1036.01,1036,146172354,146172354.01,1,,10h31m28.11s,157.867109,,,-42d14m25.58s,-42.24044,,,12.628,1.019,1.019,0,1,-57.725,0.552,0.552,0,1,2458548.03403,0.00186,0.00186,0,1,3.78031,0.00054,0.00054,0,1,3.188,0.392,0.392,0,1,2350,2.29812,2.29812,0,1,6.56218,0.268103,0.268103,0,1,652.772,,,,,1408,,,,,10.261,0.018,0.018,0,1,161.47862,,,0,1,6096,193,193,0,1,4.4458499,0.305249,0.305249,0,1,1.06086,0.144243,0.144243,0,1,2019-06-11 14:45:04,2019-07-31 10:32:40
41,1037.01,1037,363260203,363260203.01,1,,09h49m32.44s,147.385178,,,-63d18m23.32s,-63.306479,,,-20.313,0.628,0.628,0,1,11.645,0.708,0.708,0,1,2458544.66679,0.00691,0.00691,0,1,1.20262,0.00056,0.00056,0,1,1.915,0.488,0.488,0,1,370,1.68857,1.68857,0,1,,,,0,1,11799.7,,,,,2903,,,,,8.9960003,0.02,0.02,0,1,278.22946,31.8353,31.8353,0,1,8463,226,226,0,1,4.2223701,0.390066,0.390066,0,1,1.85908,0.316704,0.316704,0,1,2019-06-11 14:44:59,2019-07-31 10:32:40
42,1038.01,1038,90544017,90544017.01,1,,08h33m49.12s,128.454647,,,-49d56m25.26s,-49.94035,,,-15.5,1.6,1.6,0,1,7,1.5,1.5,0,1,2458519.04538,0.0044,0.0044,0,1,3.22374,0.00044,0.00044,0,1,2.248,0.718,0.718,0,1,570,1.96368,1.96368,0,1,,,,0,1,4568.01,,,,,2290,,,,,8.6800003,0.019,0.019,0,1,280.76501,,,0,1,8429,226,226,0,1,4.0869002,1.3648,1.3648,0,1,2.16682,1.4641401,1.4641401,0,1,2019-06-11 14:45:03,2019-07-31 10:32:40
43,1039.01,1039,461867584,461867584.01,1,,09h58m45.25s,149.688547,,,-58d45m37.63s,-58.760453,,,-4.424,0.657,0.657,0,1,3.399,0.685,0.685,0,1,2458546.05307,0.00083,0.00083,0,1,4.42045,0.00013,0.00013,0,1,4.38,0.446,0.446,0,1,5492.64,1.38188,1.38188,0,1,,,,0,1,8822.87,,,,,2700,,,,,9.6309996,0.019,0.019,0,1,,,,0,1,,,,0,1,,,,0,1,,,,0,1,2019-06-25 15:58:41,2019-07-31 10:32:40
44,104.01,104,231670397,231670397.01,1,CP,21h19m47.93s,319.949694,,,-58d08m56.15s,-58.148931,,,10.639,0.838,0.838,0,1,-12.043,0.947,0.947,0,1,2458327.673462,0.000842,0.000842,0,1,4.087445,0.000239,0.000239,0,1,5.59014,0.066407,0.066407,0,1,3586.196984,48.80403,48.80403,0,1,12.652102,0.221452,0.221452,0,1,1672.217546,,,,,1630.958624,,,,,9.8479996,0.018,0.018,0,1,363.38852,64.919899,64.919899,0,1,5989,192,192,0,1,3.6296,0.559144,0.559144,0,1,2.6644199,0.725827,0.725827,0,1,2018-09-05 18:34:18,2019-06-17 14:58:32
45,1040.01,1040,310483807,310483807.01,1,,08h34m27.41s,128.614213,,,-61d29m17.75s,-61.488263,,,-11.698,0.057,0.057,0,1,6.979,0.054,0.054,0,1,2458520.65674,0.00497,0.00497,0,1,2.55555,0.00045,0.00045,0,1,1.566,0.375,0.375,0,1,340,1.71408,1.71408,0,1,,,,0,1,1909.69,,,,,1841,,,,,8.3389997,0.018,0.018,0,1,485.08044,91.685799,91.685799,0,1,9145,237,237,0,1,3.53703,0.508735,0.508735,0,1,4.2952099,1.02256,1.02256,0,1,2019-06-11 14:45:05,2019-07-31 10:32:40
