rowid,toi,toipfx,tid,ctoi_alias,pl_pnum,tfopwg_disp,rastr,ra,raerr1,raerr2,decstr,dec,decerr1,decerr2,st_pmra,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_tranmidsymerr,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbpersymerr,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhlim,pl_trandurhsymerr,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandepsymerr,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radesymerr,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,st_tmag,st_tmagerr1,st_tmagerr2,st_tmaglim,st_tmagsymerr,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffsymerr,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_loggsymerr,st_rad,st_raderr1,st_raderr2,st_radlim,st_radsymerr,toi_created,rowupdate
512,488.01,488,452866790,452866790.01,1,,08h02m22.88s,120.595328,,,+03d20m19.64s,3.338788,,,-401.32,2,2,0,1,-378.88,2,2,0,1,2458492.202188,0.002097,0.002097,0,1,1.198126,0.000192,0.000192,0,1,1.059702,0.517039,0.517039,0,1,1050.989348,125.17376,125.17376,0,1,1.161745,1.297553,1.297553,0,1,53.723129,,,,,690.494264,,,,,11.13,0.043,0.043,0,1,40.734814,,,0,1,3332,63,63,0,1,4.9152799,0.142281,0.142281,0,1,0.347,0.021,0.021,0,1,2019-03-08 14:44:10,2019-06-13 04:18:11
513,489.01,489,455096220,455096220.01,1,CP,08h13m00.17s,123.250704,,,+04d47m13.31s,4.78703,,,-13.608,3.617,3.617,0,1,-5.025,1.889,1.889,0,1,2458492.341364,0.000899,0.000899,0,1,3.646774,0.000246,0.000246,0,1,3.909439,0.078559,0.078559,0,1,9768.142809,168.00822,168.00822,0,1,14.522787,0.291142,0.291142,0,1,1032.209777,,,,,1445.645277,,,,,11.845,0.018,0.018,0,1,461.078,798.80902,798.80902,0,1,6178,45,45,0,1,4.4000001,0.09,0.09,0,1,1.1368901,0.133981,0.133981,0,1,2019-03-08 14:44:10,2019-06-17 14:58:32
514,490.01,490,455135327,455135327.01,1,CP,08h15m47.96s,123.949846,,,+05d50m12.71s,5.836864,,,-16.179,1.629,1.629,0,1,23.363,0.853,0.853,0,1,2458491.915755,0.000266,0.000266,0,1,2.810577,5.7E-05,5.7E-05,0,1,2.206894,0.016816,0.016816,0,1,10758.744689,83.44645,83.44645,0,1,14.383886,0.081052,0.081052,0,1,1199.137078,,,,,1500.848853,,,,,9.9110003,0.019,0.019,0,1,204.1608,23.1579,23.1579,0,1,6338,42,42,0,1,4.52,0.06,0.06,0,1,1.34407,0.253299,0.253299,0,1,2019-03-08 14:44:10,2019-06-17 14:58:32
515,491.01,491,468987719,468987719.01,1,CP,08h35m42.17s,128.92569,,,+10d12m23.72s,10.206589,,,-10.156,2.217,2.217,0,1,-14.399,2.217,2.217,0,1,2458493.547133,0.001036,0.001036,0,1,3.333395,0.000286,0.000286,0,1,3.154608,0.092968,0.092968,0,1,15273.253893,345.08374,345.08374,0,1,13.689915,0.39006,0.39006,0,1,557.81904,,,,,1239.490159,,,,,12.712,0.018,0.018,0,1,513.75201,,,0,1,5634,188,188,0,1,4.3726902,,,0,1,1.07784,1.07784,1.07784,0,1,2019-03-08 14:44:10,2019-06-17 14:58:32
516,492.01,492,17746821,17746821.01,1,CP,07h52m15.22s,118.063437,,,+12d08m21.66s,12.139349,,,7.475,0.992,0.992,0,1,-13.182,0.882,0.882,0,1,2458493.168623,0.001231,0.001231,0,1,3.122001,0.000285,0.000285,0,1,3.813578,0.079483,0.079483,0,1,6754.43285,132.66994,132.66994,0,1,15.118677,0.233066,0.233066,0,1,1961.788371,,,,,1697.394492,,,,,11.274,0.018,0.018,0,1,355.50201,,,0,1,6239,3,3,0,1,,,,0,1,,,,0,1,2019-03-08 14:44:06,2019-06-17 14:58:32
517,493.01,493,19025965,19025965.01,1,,07h58m30.65s,119.627728,,,+12d52m59.76s,12.883266,,,-50.74,2,2,0,1,-44.96,2,2,0,1,2458493.31843,0.002594,0.002594,0,1,5.947773,0.001378,0.001378,0,1,2.11695,0.443768,0.443768,0,1,2996.516811,272.20627,272.20627,0,1,3.839712,2.370027,2.370027,0,1,52.631891,,,,,686.960858,,,,,11.35,0.018,0.018,0,1,98.432404,,,0,1,4383,174,174,0,1,4.5654602,0.238209,0.238209,0,1,0.715231,0.0738571,0.0738571,0,1,2019-03-08 14:44:06,2019-06-13 04:18:11
518,494.01,494,19519368,19519368.01,1,,08h18m46.9s,124.695422,,,-06d47m09.31s,-6.785919,,,-109.854,2.011,2.011,0,1,-22.074,4.944,4.944,0,1,2458493.296407,0.003535,0.003535,0,1,1.701876,0.000465,0.000465,0,1,1.837945,0.449351,0.449351,0,1,447.04786,51.63069,51.63069,0,1,2.329152,3.778988,3.778988,0,1,529.648142,,,,,1223.535608,,,,,10.039,0.019,0.019,0,1,100.46101,10.014,10.014,0,1,4985,114,114,0,1,4.6700001,0.16,0.16,0,1,1.0987,0.221968,0.221968,0,1,2019-03-08 14:44:06,2019-03-25 19:21:44
519,495.01,495,22529346,22529346.01,1,CP,07h10m24.06s,107.600232,,,-39d05m50.19s,-39.097274,,,-2.993,1.007,1.007,0,1,25.086,0.918,0.918,0,1,2458491.99869,0.000125,0.000125,0,1,1.274931,1.2E-05,1.2E-05,0,1,2.916478,0.009414,0.009414,0,1,17386.841539,70.91662,70.91662,0,1,19.672784,0.060382,0.060382,0,1,5130.806667,,,,,2158.570126,,,,,10.038,0.018,0.018,0,1,261.57803,26.7945,26.7945,0,1,6966,205,205,0,1,4.2585402,0.388775,0.388775,0,1,1.5197901,0.234423,0.234423,0,1,2019-03-08 14:44:06,2019-08-14 16:04:01
520,496.01,496,88977253,88977253.01,1,FP,08h12m23.44s,123.097667,,,-05d46m07.17s,-5.768659,,,5.248,2.182,2.182,0,1,0.596,2.182,2.182,0,1,2458492.708311,0.000567,0.000567,0,1,2.767691,0.000112,0.000112,0,1,1.876437,0.042975,0.042975,0,1,22690.263354,564.17865,564.17865,0,1,28.980984,14.55595,14.55595,0,1,2360.100039,,,,,1777.67495,,,,,12.296,0.019,0.019,0,1,737.10602,,,0,1,6717.0298,158.02,158.02,0,1,4.1999998,0.05,0.05,0,1,1.54739,0.746179,0.746179,0,1,2019-03-08 14:44:07,2019-03-15 15:35:33
521,497.01,497,108645766,108645766.01,1,FP,07h29m46.88s,112.445334,,,-28d28m59.33s,-28.483147,,,207.67,2,2,0,1,-166.7,2,2,0,1,2458492.914449,0.006628,0.006628,0,1,2.974175,0.001636,0.001636,0,1,3.031634,0.343247,0.343247,0,1,11707.257241,1687.3541,1687.3541,0,1,3.756355,0.897648,0.897648,0,1,13.86784,,,,,492.177727,,,,,13.171,0.059,0.059,0,1,104.49402,,,0,1,3333,102,102,0,1,4.9482398,0.506965,0.506965,0,1,0.302,0.065,0.065,0,1,2019-03-08 14:44:07,2019-03-20 19:34:59
522,498.01,498,121338379,121338379.01,1,FP,08h36m21.79s,129.090792,,,-03d51m36.73s,-3.860203,,,-21.1,1.7,1.7,0,1,4.5,1.8,1.8,0,1,2458491.89175,0.000553,0.000553,0,1,0.275043,1.2E-05,1.2E-05,0,1,0.7559,0.060879,0.060879,0,1,995.21818,63.576267,63.576267,0,1,6.841338,9.718639,9.718639,0,1,30791.470114,,,,,3378.526702,,,,,9.5270004,0.018,0.018,0,1,176.912,,,0,1,6218,195,195,0,1,4.2666202,2.0062499,2.0062499,0,1,1.33412,1.33412,1.33412,0,1,2019-03-08 14:44:07,2019-05-02 08:15:10
523,499.01,499,123702439,123702439.01,1,,07h42m33.29s,115.6387,,,-43d33m12.62s,-43.553506,,,-26.229,2.363,2.363,0,1,81.632,0.742,0.742,0,1,2458500.10736,0.001567,0.001567,0,1,8.521168,0.002075,0.002075,0,1,2.766093,0.427255,0.427255,0,1,1515.222629,107.12024,107.12024,0,1,4.06389,1.581654,1.581654,0,1,171.851667,,,,,923.438945,,,,,10.101,0.019,0.019,0,1,157.98354,,,0,1,5997,192,192,0,1,4.4572201,0.328186,0.328186,0,1,1.02891,0.156669,0.156669,0,1,2019-03-08 14:44:07,2019-06-13 04:18:11
524,500.01,500,134200185,134200185.01,1,,07h06m14.18s,106.55907,,,-47d35m16.06s,-47.587795,,,135.911,0.147,0.147,0,1,-146.094,0.17,0.17,0,1,2458491.96185,0.002838,0.002838,0,1,0.548213,0.000119,0.000119,0,1,1.077637,0.204236,0.204236,0,1,230.896794,34.00036,34.00036,0,1,1.582659,0.305716,0.305716,0,1,1762.294599,,,,,1652.492044,,,,,9.3249197,0.018,0.018,0,1,,,,0,1,4590,176,176,0,1,4.5096102,0.324858,0.324858,0,1,0.784845,0.118543,0.118543,0,1,2019-03-08 14:44:08,2019-06-13 04:18:11
525,501.01,501,134537478,134537478.01,1,CP,07h13m12.34s,108.301411,,,-42d24m35.14s,-42.409762,,,-10.866,0.801,0.801,0,1,-1.507,0.597,0.597,0,1,2458493.272086,0.000263,0.000263,0,1,1.710026,3.4E-05,3.4E-05,0,1,2.199119,0.015975,0.015975,0,1,11615.427535,77.65633,77.65633,0,1,18.49446,0.096149,0.096149,0,1,2447.264919,,,,,1793.865988,,,,,10.36,0.018,0.018,0,1,244.5528,22.796301,22.796301,0,1,5833,190,190,0,1,4.0959601,0.319721,0.319721,0,1,1.5208499,0.225715,0.225715,0,1,2019-03-08 14:44:08,2019-06-17 14:58:32
526,502.01,502,172193428,172193428.01,1,,06h34m07.67s,98.531952,,,-28d24m15.01s,-28.40417,,,-10.941,0.539,0.539,0,1,14.48,0.701,0.701,0,1,2458493.776367,0.001612,0.001612,0,1,2.941821,0.000381,0.000381,0,1,1.543592,0.093928,0.093928,0,1,2206.013235,280.13928,280.13928,0,1,7.997172,1.521215,1.521215,0,1,1048.164264,,,,,1451.199389,,,,,10.328,0.018,0.018,0,1,211.59601,,,0,1,5642,188,188,0,1,4.1673498,0.325713,0.325713,0,1,1.36666,0.206991,0.206991,0,1,2019-03-08 14:44:08,2019-06-13 04:18:11
527,503.01,503,186812530,186812530.01,1,PC,08h17m16.89s,124.320366,,,+12d36m04.76s,12.601323,,,-7.738,0.581,0.581,0,1,-10.442,0.527,0.527,0,1,2458492.053368,0.000563,0.000563,0,1,3.677469,0.000158,0.000158,0,1,1.835655,0.044764,0.044764,0,1,3648.055302,124.4756,124.4756,0,1,12.699243,3.160989,3.160989,0,1,2824.099874,,,,,1859.258443,,,,,9.1870003,0.018,0.018,0,1,249.2126,32.568699,32.568699,0,1,7887,218,218,0,1,4.28126,0.47567,0.47567,0,1,1.64528,0.35241,0.35241,0,1,2019-03-08 14:44:08,2019-08-14 12:00:14
528,504.01,504,219164808,219164808.01,1,,06h03m05.8s,90.774154,,,-52d05m03.73s,-52.08437,,,-12,1.4,1.4,0,1,12.1,1.4,1.4,0,1,2458491.724059,0.000758,0.000758,0,1,1.677303,9.2E-05,9.2E-05,0,1,2.622396,0.057958,0.057958,0,1,3282.25479,57.71929,57.71929,0,1,15.498154,14.893731,14.893731,0,1,5619.380761,,,,,2208.217588,,,,,9.757,0.078,0.078,0,1,252.69901,,,0,1,6915,204,204,0,1,4.1761799,1.79143,1.79143,0,1,1.66041,1.47426,1.47426,0,1,2019-03-08 14:44:08,2019-06-17 14:58:32
529,505.01,505,268644785,268644785.01,1,CP,07h49m39.59s,117.414977,,,-52d07m13.61s,-52.120447,,,-7.625,1.398,1.398,0,1,-1.658,1.104,1.104,0,1,2458494.135246,0.000429,0.000429,0,1,3.329371,0.000118,0.000118,0,1,4.049481,0.035538,0.035538,0,1,11042.786131,96.789505,96.789505,0,1,15.876782,0.138143,0.138143,0,1,1196.602345,,,,,1500.0551,,,,,10.667,0.018,0.018,0,1,369.94714,,,0,1,6220,195,195,0,1,3.9856701,0.480692,0.480692,0,1,1.84431,0.41844,0.41844,0,1,2019-03-08 14:44:09,2019-06-17 14:58:32
530,506.01,506,274138511,274138511.01,1,FP,07h46m44.89s,116.687021,,,+06d26m44.07s,6.445574,,,-6.716,0.891,0.891,0,1,-30.119,0.977,0.977,0,1,2458492.500001,0.003381,0.003381,0,1,2.774207,0.000722,0.000722,0,1,2.393565,0.531679,0.531679,0,1,693.389889,66.471954,66.471954,0,1,2.582442,3.122172,3.122172,0,1,444.231028,,,,,1170.905839,,,,,10.378,0.018,0.018,0,1,124.629,,,0,1,5280,183,183,0,1,4.44454,2.00384,2.00384,0,1,0.945062,0.945062,0.945062,0,1,2019-03-08 14:44:09,2019-05-01 02:52:09
531,507.01,507,348538431,348538431.01,1,,08h06m31.1s,121.629572,,,-15d45m52.88s,-15.764688,,,48.1,2,2,0,1,-12.01,2,2,0,1,2458492.096537,0.000239,0.000239,0,1,0.899485,1.6E-05,1.6E-05,0,1,1.196347,0.0193,0.0193,0,1,68222.535284,1121.6317,1121.6317,0,1,9.812343,2.201844,2.201844,0,1,69.169417,,,,,735.526423,,,,,13.237,0.047,0.047,0,1,108.87296,,,0,1,3338,64,64,0,1,4.9468999,0.402157,0.402157,0,1,0.304,0.052,0.052,0,1,2019-03-08 14:44:09,2019-06-13 04:18:11
532,508.01,508,425206121,425206121.01,1,CP,07h26m02.29s,111.50953,,,+07d36m56.79s,7.615776,,,-3.706,1.126,1.126,0,1,-1.303,1.226,1.226,0,1,2458494.135425,0.000307,0.000307,0,1,4.611884,0.000121,0.000121,0,1,4.202993,0.025055,0.025055,0,1,10364.050547,71.50895,71.50895,0,1,19.339359,15.55616,15.55616,0,1,2078.587662,,,,,1722.113756,,,,,9.6429996,0.019,0.019,0,1,314.01801,,,0,1,7346,210,210,0,1,4.1420798,1.62475,1.62475,0,1,1.81642,1.46106,1.46106,0,1,2019-03-08 14:44:10,2019-06-17 14:58:32
533,509.01,509,453211454,453211454.01,1,,07h51m41.92s,117.924653,,,+09d23m06.96s,9.385267,,,-78.721,0.112,0.112,0,1,-188.438,0.084,0.084,0,1,2458494.445731,0.001498,0.001498,0,1,18.119809,0.002151,0.002151,0,1,3.669772,0.189904,0.189904,0,1,891.412821,42.6545,42.6545,0,1,3.073257,0.499603,0.499603,0,1,46.819522,,,,,667.154613,,,,,7.9050002,0.018,0.018,0,1,48.838619,0.958278,0.958278,0,1,5560.2598,43.350899,43.350899,0,1,,,,0,1,0.996346,0.0897083,0.0897083,0,1,2019-03-08 14:44:10,2019-06-13 04:18:11
534,510.01,510,238086647,238086647.01,1,,06h59m50.15s,104.958958,,,-49d30m26.9s,-49.507471,,,97.721,0.053,0.053,0,1,-72.412,0.068,0.068,0,1,2458492.578165,0.001521,0.001521,0,1,1.352479,0.000156,0.000156,0,1,0.561656,0.151217,0.151217,0,1,329.981324,44.062145,44.062145,0,1,2.809534,2.816144,2.816144,0,1,4000.83544,,,,,2028.417841,,,,,8.4370003,0.019,0.019,0,1,98.116341,3.9638,3.9638,0,1,5915,191,191,0,1,4.1283002,0.268589,0.268589,0,1,1.48283,0.177962,0.177962,0,1,2019-03-18 17:05:08,2019-06-13 04:18:11
535,511.01,511,440777904,440777904.01,1,CP,07h15m18.03s,108.825116,,,+14d15m45.39s,14.262607,,,12.473,3.966,3.966,0,1,-5.967,3.923,3.923,0,1,2458491.696318,0.00066,0.00066,0,1,3.355138,0.000152,0.000152,0,1,3.657982,0.046856,0.046856,0,1,10765.367768,131.62984,131.62984,0,1,13.988914,0.173052,0.173052,0,1,1190.061018,,,,,1498.00084,,,,,11.249,0.018,0.018,0,1,402.83597,79.732697,79.732697,0,1,6329,67,67,0,1,4.27,0.04,0.04,0,1,1.61289,0.469266,0.469266,0,1,2019-03-18 17:05:14,2019-06-17 14:58:32
536,512.01,512,119292328,119292328.01,1,,06h26m35.21s,96.646702,,,-38d36m25.9s,-38.607194,,,3.023,0.815,0.815,0,1,-108.919,0.944,0.944,0,1,2458492.783555,0.004878,0.004878,0,1,7.187118,0.002616,0.002616,0,1,2.862583,0.505017,0.505017,0,1,299.916814,37.084618,37.084618,0,1,1.665999,0.957696,0.957696,0,1,134.201299,,,,,868.078359,,,,,8.9530001,0.017,0.017,0,1,65.954269,1.85807,1.85807,0,1,5581,187,187,0,1,4.5216599,0.26533,0.26533,0,1,0.901914,0.105192,0.105192,0,1,2019-03-18 17:05:03,2019-06-13 04:18:11
537,513.01,513,431999925,431999925.01,1,FP,08h03m09.59s,120.789938,,,-20d00m36.3s,-20.010083,,,64.87,2,2,0,1,-60.53,2,2,0,1,2458492.93007,0.008993,0.008993,0,1,1.445433,0.000968,0.000968,0,1,3.684343,0.720241,0.720241,0,1,16635.28994,2183.4067,2183.4067,0,1,3.493627,0.975823,0.975823,0,1,29.257727,,,,,593.170978,,,,,14.782,0.059,0.059,0,1,190.22543,,,0,1,3266,101,101,0,1,4.9854598,0.527945,0.527945,0,1,0.269,0.06,0.06,0,1,2019-03-18 17:05:14,2019-04-05 06:36:10
538,514.01,514,366576758,366576758.01,1,CP,08h31m31.9s,127.882914,,,+11d55m20.12s,11.922255,,,-13.985,2.145,2.145,0,1,-4.017,2.139,2.139,0,1,2458495.846027,0.00294,0.00294,0,1,11.388472,0.004193,0.004193,0,1,3.8512,0.322052,0.322052,0,1,17119.675568,970.04205,970.04205,0,1,10.782324,0.988451,0.988451,0,1,45.40236,,,,,662.047816,,,,,13.598,0.018,0.018,0,1,,,,0,1,4884,179,179,0,1,,,,0,1,,,,0,1,2019-03-18 17:05:13,2019-06-17 14:58:32
539,515.01,515,366622912,366622912.01,1,,08h32m16.1s,128.067095,,,+11d37m50.56s,11.63071,,,-9.076,2.19,2.19,0,1,0.154,2.19,2.19,0,1,2458493.28254,0.001202,0.001202,0,1,3.115247,0.000286,0.000286,0,1,2.299143,0.104384,0.104384,0,1,25478.152935,814.3786,814.3786,0,1,15.83531,0.706427,0.706427,0,1,314.14386,,,,,1073.746827,,,,,13.725,0.019,0.019,0,1,,,,0,1,4973,172,172,0,1,,,,0,1,,,,0,1,2019-03-18 17:05:13,2019-06-13 04:18:11
540,516.01,516,318937509,318937509.01,1,FP,07h29m31.57s,112.381552,,,+02d50m52.65s,2.847958,,,21.62,2,2,0,1,-39.02,2,2,0,1,2458492.649974,0.000949,0.000949,0,1,1.04855,7.3E-05,7.3E-05,0,1,1.062799,0.058793,0.058793,0,1,34644.953978,2105.8394,2105.8394,0,1,4.183797,0.977004,0.977004,0,1,26.919249,,,,,580.945626,,,,,14.15,0.059,0.059,0,1,,,,0,1,3109,98,98,0,1,5.0657701,0.548895,0.548895,0,1,0.202,0.046,0.046,0,1,2019-03-18 17:05:12,2019-06-13 04:18:11
541,517.01,517,308307606,308307606.01,1,FP,08h00m47.98s,120.199912,,,-60d51m56.28s,-60.865634,,,-5.644,3.158,3.158,0,1,12.824,3.158,3.158,0,1,2458496.577842,0.003205,0.003205,0,1,15.00263,0.004596,0.004596,0,1,2.451605,0.266214,0.266214,0,1,10534.36713,1028.2451,1028.2451,0,1,11.937991,11.974361,11.974361,0,1,64.217622,,,,,721.993528,,,,,13.151,0.018,0.018,0,1,518.44897,,,0,1,5522,180,180,0,1,4.3949299,,,0,1,1.03562,1.03562,1.03562,0,1,2019-03-18 17:05:11,2019-03-25 22:28:05
542,518.01,518,264979636,264979636.01,1,,07h42m52.03s,115.716782,,,+08d52m00.87s,8.866908,,,-11.973,2.777,2.777,0,1,-12.27,1.846,1.846,0,1,2458495.790236,0.003243,0.003243,0,1,17.87897,0.004585,0.004585,0,1,2.124101,0.809095,0.809095,0,1,976.801579,136.64546,136.64546,0,1,3.618524,4.193206,4.193206,0,1,63.765593,,,,,720.71963,,,,,10.116,0.018,0.018,0,1,162.27063,10.4025,10.4025,0,1,5596,187,187,0,1,4.32233,0.294962,0.294962,0,1,1.13674,0.151592,0.151592,0,1,2019-03-18 17:05:09,2019-06-13 04:18:11
543,519.01,519,218795833,218795833.01,1,,08h18m25.62s,124.606764,,,-19d39m46.07s,-19.662796,,,-45.14,2,2,0,1,25.22,2,2,0,1,2458491.877254,0.000411,0.000411,0,1,1.265223,3.6E-05,3.6E-05,0,1,1.240773,0.032097,0.032097,0,1,139604.159278,2458.298,2458.298,0,1,9.497154,2.123624,2.123624,0,1,30.804202,,,,,600.858545,,,,,14.533,0.059,0.059,0,1,155.42264,,,0,1,3225,100,100,0,1,5.00457,0.531516,0.531516,0,1,0.251,0.056,0.056,0,1,2019-03-18 17:05:07,2019-06-13 04:18:11
544,520.01,520,148479278,148479278.01,1,,06h50m37.91s,102.657979,,,-37d57m36.71s,-37.960196,,,-11.652,1.013,1.013,0,1,8.96,0.828,0.828,0,1,2458491.707119,0.003087,0.003087,0,1,0.522797,0.000125,0.000125,0,1,2.014599,0.467167,0.467167,0,1,139.104527,18.818766,18.818766,0,1,1.809812,1.658171,1.658171,0,1,25622.345135,,,,,3226.817984,,,,,9.3730001,0.018,0.018,0,1,206.38246,21.1772,21.1772,0,1,7450,211,211,0,1,4.33986,0.416811,0.416811,0,1,1.46403,0.257435,0.257435,0,1,2019-03-18 17:05:04,2019-06-13 04:18:11
545,521.01,521,27649847,27649847.01,1,,08h13m22.62s,123.344244,,,+12d13m19.55s,12.222097,,,94.4,2,2,0,1,84.5,2,2,0,1,2458492.722769,0.00257,0.00257,0,1,1.542131,0.000295,0.000295,0,1,1.112434,0.281309,0.281309,0,1,2384.399892,289.33447,289.33447,0,1,1.449216,0.393694,0.393694,0,1,33.449899,,,,,613.364239,,,,,12.429,0.168,0.168,0,1,93.071594,,,0,1,3439,69,69,0,1,4.8930402,0.394514,0.394514,0,1,0.356,0.06,0.06,0,1,2019-03-18 17:05:00,2019-06-13 04:18:11
546,522.01,522,19451711,19451711.01,1,,08h18m24.65s,124.602688,,,-07d34m16.46s,-7.571239,,,-32.964,0.037,0.037,0,1,10.215,0.036,0.036,0,1,2458491.704967,0.001292,0.001292,0,1,0.397554,4.2E-05,4.2E-05,0,1,1.712397,0.300345,0.300345,0,1,107.215193,9.371282,9.371282,0,1,2.023658,2.161255,2.161255,0,1,36339.00621,,,,,3521.380955,,,,,7.3590002,0.019,0.019,0,1,109.52843,5.1593199,5.1593199,0,1,7381,80,80,0,1,,,,0,1,1.89537,0.201579,0.201579,0,1,2019-03-18 17:05:00,2019-04-05 15:27:18
547,523.01,523,93125144,93125144.01,1,,05h39m23.17s,84.846555,,,-19d33m30s,-19.558332,,,14.709,0.678,0.678,0,1,-56.626,1.113,1.113,0,1,2458472.959693,0.001169,0.001169,0,1,9.91102,0.001685,0.001685,0,1,2.981681,0.100397,0.100397,0,1,6044.13412,570.8092,570.8092,0,1,7.705774,1.300738,1.300738,0,1,63.441838,,,,,719.80306,,,,,9.5790005,0.019,0.019,0,1,70.647392,2.4135499,2.4135499,0,1,4692,177,177,0,1,4.2972298,0.337979,0.337979,0,1,0.941705,0.147578,0.147578,0,1,2019-02-26 17:36:49,2019-06-13 04:18:11
548,524.01,524,365690646,365690646.01,1,,05h26m10.38s,81.543231,,,+06d54m44.31s,6.912308,,,-8.684,1.494,1.494,0,1,-9.944,2.554,2.554,0,1,2458471.143375,0.002412,0.002412,0,1,12.983175,0.003306,0.003306,0,1,1.527578,0.761684,0.761684,0,1,1180.996904,161.23894,161.23894,0,1,5.933251,6.288821,6.288821,0,1,397.468687,,,,,1138.794811,,,,,10.058,0.018,0.018,0,1,356.60699,,,0,1,6962.6401,13.5697,13.5697,0,1,4.1471601,0.016843,0.016843,0,1,1.67983,0.0661779,0.0661779,0,1,2019-02-26 17:36:59,2019-06-13 04:18:11
549,525.01,525,71512186,71512186.01,1,,06h00m40.79s,90.169953,,,-08d28m06s,-8.468333,,,6.152,1.112,1.112,0,1,-55.413,0.977,0.977,0,1,2458471.035468,0.003723,0.003723,0,1,14.821751,0.005283,0.005283,0,1,6.071374,0.599665,0.599665,0,1,486.159685,42.113205,42.113205,0,1,3.633732,1.194901,1.194901,0,1,303.860937,,,,,1064.85008,,,,,8.7700005,0.018,0.018,0,1,149.9493,8.5401802,8.5401802,0,1,7064,206,206,0,1,4.2237401,0.333564,0.333564,0,1,1.60059,0.188814,0.188814,0,1,2019-02-26 17:36:49,2019-04-05 18:58:22
550,526.01,526,200593988,200593988.01,1,,05h41m20.5s,85.335411,,,+11d11m40.52s,11.19459,,,79.28,2,2,0,1,-33.85,2,2,0,1,2458470.849292,0.004324,0.004324,0,1,7.699087,0.003345,0.003345,0,1,4.380607,0.39642,0.39642,0,1,8072.469566,625.70715,625.70715,0,1,6.21451,8.41901,8.41901,0,1,8.721305,,,,,438.293584,,,,,12.271,0.04,0.04,0,1,111.8343,,,0,1,3617,67,67,0,1,4.8105202,0.362772,0.362772,0,1,0.45,0.07,0.07,0,1,2019-02-26 17:36:52,2019-06-13 04:18:11
551,527.01,527,148228019,148228019.01,1,,06h44m45.3s,101.188745,,,-36d39m26.47s,-36.657353,,,-3.7,1.3,1.3,0,1,-11.9,1.3,1.3,0,1,2458470.738689,0.000423,0.000423,0,1,18.089162,0.000598,0.000598,0,1,2.523193,0.042905,0.042905,0,1,5554.374458,72.318954,72.318954,0,1,22.21757,18.995506,18.995506,0,1,351.324535,,,,,1104.19778,,,,,8.2360001,0.019,0.019,0,1,163.677,,,0,1,7403,211,211,0,1,4.1380901,1.60578,1.60578,0,1,1.8368599,1.46018,1.46018,0,1,2019-02-26 17:36:51,2019-06-13 04:18:11
552,528.01,528,403693875,403693875.01,1,FP,07h00m01.48s,105.006166,,,+11d02m35.71s,11.043254,,,-8.72,2,2,0,1,-48,2,2,0,1,2458469.705671,0.002002,0.002002,0,1,3.524465,0.000652,0.000652,0,1,3.103957,0.160922,0.160922,0,1,21822.783693,1004.7591,1004.7591,0,1,9.045877,1.545847,1.545847,0,1,53.130872,,,,,688.583301,,,,,13.329,0.059,0.059,0,1,241.21066,,,0,1,3965,147,147,0,1,4.6856799,0.375183,0.375183,0,1,0.613,0.1,0.1,0,1,2019-02-26 17:37:00,2019-04-11 05:20:33
553,529.01,529,438490744,438490744.01,1,FP,06h41m01.43s,100.255966,,,+16d35m22.96s,16.589712,,,-0.19,2,2,0,1,-185.35,2,2,0,1,2458468.4958,0.002003,0.002003,0,1,1.665878,0.000283,0.000283,0,1,4.956738,0.144742,0.144742,0,1,85643.986097,2600.0479,2600.0479,0,1,6.98229,5.428897,5.428897,0,1,10.912114,,,,,463.550412,,,,,14.277,0.059,0.059,0,1,,,,0,1,3021,97,97,0,1,5.1072502,0.532457,0.532457,0,1,0.172,0.038,0.038,0,1,2019-02-26 17:37:01,2019-06-13 04:18:11
554,530.01,530,387690507,387690507.01,1,,06h53m39.08s,103.412831,,,+12d52m53.71s,12.881587,,,11.81,2,2,0,1,-57.63,2,2,0,1,2458470.200137,0.00213,0.00213,0,1,6.388488,0.001123,0.001123,0,1,2.51086,0.188794,0.188794,0,1,27555.572001,1452.0349,1452.0349,0,1,8.128405,1.325437,1.325437,0,1,13.295618,,,,,487.020094,,,,,13.447,0.04,0.04,0,1,204.36194,,,0,1,3688,69,69,0,1,4.7819901,0.354944,0.354944,0,1,0.486,0.074,0.074,0,1,2019-02-26 17:36:59,2019-06-13 04:18:11
