AERONET_Site,Site_Latitude(Degrees),Site_Longitude(Degrees),Site_Elevation(m),Month,440-870_Angstrom_Exponent,440-675_Angstrom_Exponent,340-440_Angstrom_Exponent,AOD_Extinction-Total[440nm],AOD_Extinction-Total[675nm],AOD_Extinction-Total[870nm],AOD_Extinction-Total[1020nm],Absorption_AOD[440nm],Absorption_AOD[675nm],Absorption_AOD[870nm],Absorption_AOD[1020nm],Scattering_AOD[440nm],Scattering_AOD[675nm],Scattering_AOD[870nm],Scattering_AOD[1020nm],Asymmetry_Factor-Total[440nm],Asymmetry_Factor-Total[675nm],Asymmetry_Factor-Total[870nm],Asymmetry_Factor-Total[1020nm],count
Hermosillo,29.074722,-110.96,237,10,0.869433,1.155767,0.926229,0.0645875,0.045325,0.0396,0.034,0.003395743,0.002447953,0.002462981,0.002169382,0.061191757,0.042877047,0.037137019,0.031830618,0.681079,0.6616985,0.6727755,0.678942,20
Hermosillo,29.074722,-110.96,237,11,0.966122,1.094293,1.094385,0.0743,0.0469,0.0374,0.034367,0.003906386,0.002533017,0.002326149,0.002192798,0.070393614,0.044366983,0.035073851,0.032174202,0.695991,0.659821,0.662878,0.665195,49
Hermosillo,29.074722,-110.96,237,12,1.042005,1.165621,1.347953,0.0604,0.034057,0.026043,0.024033,0.003175582,0.001839381,0.001619783,0.001533434,0.057224418,0.032217619,0.024423217,0.022499566,0.72479,0.686935,0.686159,0.688483,39
Hokkaido_University,43.0755,141.3407,59,1,1.277152,1.264176,0.873261,0.17645,0.1055,0.0792,0.0649,0.00716352,0.004449779,0.004026933,0.003623548,0.16928648,0.101050221,0.075173067,0.061276452,0.685465,0.6450725,0.6360775,0.636705,4
Hokkaido_University,43.0755,141.3407,59,2,1.566737,1.53159,1.04452,0.3251,0.1696,0.1179,0.0957,0.010214461,0.005234289,0.003925243,0.003182469,0.311901585,0.162446612,0.111905361,0.090356802,0.644645,0.542249,0.528761,0.539066,5
Hokkaido_University,43.0755,141.3407,59,3,1.302829,1.376001,1.056019,0.21055,0.11895,0.090957,0.079614,0.007476125,0.004470868,0.004213789,0.004083219,0.202002087,0.113932927,0.086332281,0.075168929,0.662402,0.625847,0.635018,0.650996,41
Hokkaido_University,43.0755,141.3407,59,4,1.3722775,1.448652,1.187481,0.2218375,0.127,0.0902335,0.0779065,0.009063507,0.005463614,0.004940035,0.004500402,0.212831337,0.121643395,0.085645567,0.072370417,0.670101,0.619499,0.6186835,0.629723,104
Hokkaido_University,43.0755,141.3407,59,5,1.327006,1.400477,1.105361,0.2139875,0.1156835,0.0834335,0.07105,0.007730593,0.004658201,0.004189002,0.003681565,0.205300032,0.110804202,0.079191314,0.067083081,0.682594,0.6337835,0.629286,0.635823,88
Hokkaido_University,43.0755,141.3407,59,6,1.5878745,1.588252,1.1974315,0.1858335,0.093935,0.0630585,0.048725,0.007544472,0.00396199,0.003206217,0.002720452,0.178289028,0.08997301,0.059852283,0.046004548,0.69262,0.6222555,0.587871,0.575773,56
Hokkaido_University,43.0755,141.3407,59,7,1.458065,1.501949,0.953982,0.245417,0.134425,0.087138,0.06495,0.007723083,0.004340116,0.003547311,0.003109886,0.235453556,0.124196,0.080383,0.061024,0.714178,0.643723,0.612298,0.593398,67
Hokkaido_University,43.0755,141.3407,59,8,1.352475,1.366688,0.973224,0.1639335,0.0885835,0.0617875,0.049275,0.006058239,0.003486539,0.002978888,0.002696724,0.157278125,0.084847226,0.058645907,0.046523839,0.701947,0.6497105,0.6161955,0.6122915,48
Hokkaido_University,43.0755,141.3407,59,9,1.3230345,1.415901,1.084956,0.1154,0.0688835,0.048483,0.03955,0.004685011,0.002905368,0.002465124,0.002208187,0.110714989,0.065978132,0.046017876,0.037341813,0.6905695,0.6542005,0.6272205,0.630958,64
Hokkaido_University,43.0755,141.3407,59,10,1.25541,1.367752,1.035104,0.1271,0.07265,0.056613,0.0477,0.005160008,0.003064231,0.002878495,0.002663224,0.121939992,0.069585769,0.053734505,0.045036776,0.686202,0.650122,0.641526,0.648835,63
Hokkaido_University,43.0755,141.3407,59,11,1.338379,1.398053,1.017931,0.10785,0.06005,0.042767,0.036867,0.004378496,0.002532789,0.002174493,0.002058387,0.103471504,0.057517211,0.040592507,0.034808613,0.689661,0.638871,0.632848,0.637062,27
Hokkaido_University,43.0755,141.3407,59,12,1.277354,1.403701,0.967193,0.105343,0.0562,0.0439,0.037,0.004276717,0.002370403,0.002232101,0.002065813,0.101066283,0.053829597,0.041667899,0.034934187,0.670578,0.627563,0.610211,0.622913,5
Hong_Kong_PolyU,22.303333,114.179722,30,1,1.34108,1.350258,0.888623,0.3584,0.1944665,0.1406,0.1134,0.026414949,0.012582166,0.011085771,0.009482079,0.317132354,0.179200093,0.126805168,0.102479716,0.7161265,0.645751,0.6166785,0.611678,88
Hong_Kong_PolyU,22.303333,114.179722,30,2,1.336963,1.295243,0.83331,0.418275,0.2438,0.174,0.1403,0.031220297,0.015124,0.012948,0.01209,0.381258,0.223093421,0.159545717,0.127831999,0.725775,0.662809,0.63033,0.617247,75
Hong_Kong_PolyU,22.303333,114.179722,30,3,1.349639,1.324354,0.891064,0.6718,0.3886,0.275733,0.2189,0.063207,0.028478,0.023082,0.017891,0.640608,0.367592,0.254098,0.197864,0.718631,0.658971,0.629846,0.61905,61
Hong_Kong_PolyU,22.303333,114.179722,30,4,1.2987285,1.283922,0.8411565,0.65232,0.351975,0.258425,0.210525,0.0443285,0.0198765,0.017002221,0.016071224,0.6098045,0.333622,0.244604,0.195302,0.7285305,0.678934,0.655278,0.6455485,26
Hong_Kong_PolyU,22.303333,114.179722,30,5,1.356174,1.386531,0.9645785,0.43505,0.241825,0.168425,0.136275,0.030237835,0.014100643,0.012238842,0.011098707,0.403254,0.2265905,0.154353,0.120993,0.714712,0.673064,0.6413765,0.626566,14
Hong_Kong_PolyU,22.303333,114.179722,30,6,1.373284,1.30973,0.81373,0.936,0.5209,0.3604,0.2739,0.075899,0.035044,0.026641,0.019575,0.851863,0.481996,0.326057,0.254325,0.733147,0.691498,0.658213,0.642857,3
Hong_Kong_PolyU,22.303333,114.179722,30,7,1.579474,1.530253,1.086027,0.3488,0.18,0.1186,0.0942,0.013849978,0.007581,0.005612,0.004677,0.319976179,0.167389812,0.108747828,0.085828755,0.72789,0.672379,0.649644,0.626439,11
Hong_Kong_PolyU,22.303333,114.179722,30,8,1.5121515,1.503266,1.029322,0.349125,0.188825,0.134025,0.11575,0.019192467,0.009044307,0.00817207,0.007700301,0.320990575,0.170300612,0.122891464,0.105463677,0.727698,0.6671105,0.627602,0.6074305,20
Hong_Kong_PolyU,22.303333,114.179722,30,9,1.509833,1.4753305,1.1315045,0.3836,0.196,0.1311,0.098125,0.023382168,0.012067542,0.009465894,0.007946906,0.357771531,0.182268906,0.120897142,0.092189174,0.730582,0.6558315,0.613913,0.596599,32
Hong_Kong_PolyU,22.303333,114.179722,30,10,1.403821,1.4255685,1.055951,0.47385,0.2499875,0.1718125,0.13425,0.027813582,0.013060302,0.011048389,0.009351,0.431814,0.223265,0.149804,0.1171865,0.731633,0.65887,0.6248855,0.61156,68
Hong_Kong_PolyU,22.303333,114.179722,30,11,1.384112,1.3908815,0.99305,0.375325,0.20715,0.144175,0.113875,0.029162633,0.014214484,0.011559273,0.009427323,0.341694746,0.192637775,0.130089359,0.102115263,0.7168205,0.6443535,0.6195,0.612682,72
Hong_Kong_PolyU,22.303333,114.179722,30,12,1.38048,1.377292,0.948677,0.2899,0.158467,0.1149,0.0923,0.02391245,0.011030412,0.009486662,0.008135748,0.265943504,0.14736534,0.105355189,0.084097602,0.707541,0.64547,0.61882,0.610487,73
Hong_Kong_Sheung,22.4833,114.1166,40,1,1.307991,1.2056365,0.8988145,0.4263875,0.2498,0.1729,0.1363,0.020920729,0.015797,0.012617349,0.011287295,0.3914785,0.237982,0.163509,0.1283145,0.717857,0.662067,0.6420225,0.633551,62
Hong_Kong_Sheung,22.4833,114.1166,40,2,1.284905,1.258627,0.97561,0.3606,0.202833,0.142467,0.1158,0.018371,0.012670939,0.011714679,0.010565629,0.339547934,0.189773627,0.130733048,0.104145836,0.709832,0.651891,0.638933,0.628483,33
Hong_Kong_Sheung,22.4833,114.1166,40,3,1.3819225,1.3220145,0.8380785,0.70118,0.4087585,0.2753,0.21895,0.0411645,0.026631,0.024174,0.020253,0.654397,0.3805395,0.250099,0.1977355,0.726358,0.665771,0.6313255,0.6197425,34
Hong_Kong_Sheung,22.4833,114.1166,40,4,1.37678,1.300081,0.9012665,0.83985,0.4749,0.29985,0.23055,0.042196,0.0267345,0.027047,0.022837,0.7864105,0.435939,0.2667975,0.206677,0.7327875,0.676003,0.6422845,0.629176,16
Hong_Kong_Sheung,22.4833,114.1166,40,5,1.317625,1.43011,1.223473,0.1786,0.0896,0.06645,0.06155,0.010426786,0.005768883,0.005472994,0.005687898,0.168173214,0.083831117,0.060977006,0.055862102,0.7223,0.659737,0.632236,0.639348,9
Hong_Kong_Sheung,22.4833,114.1166,40,6,1.2783895,1.363651,1.2376635,0.154325,0.0914,0.0734,0.066,0.009009595,0.005884775,0.006045415,0.006099127,0.145315405,0.085515225,0.067354585,0.059900873,0.694676,0.6639115,0.664833,0.665418,6
Hong_Kong_Sheung,22.4833,114.1166,40,7,1.514341,1.494968,1.253893,0.4562,0.2339,0.1513,0.1147,0.007542781,0.004629271,0.004505234,0.004389523,0.454106,0.232588,0.150313,0.113879,0.7153,0.667357,0.657581,0.669319,7
Hong_Kong_Sheung,22.4833,114.1166,40,8,1.706438,1.75721,1.507719,0.1845,0.0863,0.0539,0.0416,0.010771232,0.005556413,0.004439344,0.003844298,0.173728768,0.080743587,0.049460656,0.037755702,0.712996,0.614416,0.57329,0.565034,1
Hong_Kong_Sheung,22.4833,114.1166,40,9,1.4259915,1.2784965,0.8321545,0.60235,0.3348,0.22205,0.17335,0.020060247,0.013076563,0.011287794,0.009661572,0.57005,0.3196225,0.2088435,0.1613485,0.7504555,0.6975875,0.652689,0.6345575,16
Hong_Kong_Sheung,22.4833,114.1166,40,10,1.385484,1.332118,1.0809255,0.306825,0.1747,0.1217,0.10355,0.017912646,0.011248034,0.010023528,0.009569161,0.288912354,0.163451966,0.111676472,0.093980839,0.732015,0.679257,0.656344,0.646919,18
Hong_Kong_Sheung,22.4833,114.1166,40,11,1.27201,1.22237,1.0255495,0.30525,0.1827665,0.1291,0.1081335,0.016020616,0.01067018,0.010333747,0.010025071,0.287429304,0.170999106,0.118466989,0.097747333,0.721736,0.6794735,0.669216,0.6631065,22
Hong_Kong_Sheung,22.4833,114.1166,40,12,1.2542055,1.2254165,0.9401255,0.2902875,0.17445,0.121025,0.09965,0.015720844,0.010427127,0.009362568,0.008248839,0.273340324,0.163218063,0.111057067,0.090441242,0.703882,0.6577425,0.6516275,0.647024,34
Howard_Univ-IRB,38.919424,-77.021542,78,1,1.048344,0.600231,0.203138,0.0254,0.018,0.0125,0.01005,0.001238118,0.001015193,0.000880963,0.000824412,0.024161882,0.016984807,0.011619037,0.009225588,0.758349,0.714236,0.69651,0.683407,1
Howard_Univ-IRB,38.919424,-77.021542,78,2,1.415489,1.413566,0.918111,0.074027,0.041275,0.025318,0.01993,0.003608433,0.002327894,0.001784339,0.001634879,0.070418567,0.038947106,0.023533661,0.018295121,0.676963,0.633647,0.618133,0.611563,11
Howard_Univ-IRB,38.919424,-77.021542,78,3,1.2486295,1.342274,0.9418655,0.0737725,0.042,0.0301375,0.0247065,0.003596027,0.002368784,0.002124003,0.0020267,0.070176473,0.039631216,0.028013497,0.0226798,0.678414,0.6458915,0.6405845,0.64341,30
Howard_Univ-IRB,38.919424,-77.021542,78,4,1.2209865,1.3185425,1.1301385,0.11933,0.0693565,0.0534815,0.0465105,0.005816719,0.00391168,0.00376922,0.003815305,0.113513281,0.06544482,0.04971228,0.042695195,0.6781635,0.647078,0.651496,0.6619545,26
Howard_Univ-IRB,38.919424,-77.021542,78,5,1.426337,1.398861,0.995754,0.1775,0.1018,0.0664,0.0563,0.008652205,0.005741481,0.004679678,0.004618349,0.168847795,0.096058519,0.061720322,0.051681651,0.690081,0.646943,0.618949,0.611368,27
Howard_Univ-IRB,38.919424,-77.021542,78,6,1.61425,1.514154,1.17456,0.2624,0.12285,0.0808,0.0614,0.01164,0.006928692,0.005694548,0.005036707,0.249609359,0.115921308,0.075105452,0.056363293,0.686817,0.625661,0.581668,0.57048,33
Howard_Univ-IRB,38.919424,-77.021542,78,7,1.776147,1.726025,1.169657,0.2658,0.1267,0.0787,0.0591,0.012127711,0.007145831,0.005546546,0.004692,0.252843627,0.119554169,0.073153454,0.054251965,0.689975,0.621741,0.568632,0.545354,27
Howard_Univ-IRB,38.919424,-77.021542,78,8,1.611648,1.4928315,0.902889,0.32664,0.17558,0.10626,0.075545,0.014186375,0.00871374,0.006841562,0.005779088,0.310397999,0.165538153,0.098692907,0.069236417,0.696169,0.6409895,0.587819,0.553956,18
Howard_Univ-IRB,38.919424,-77.021542,78,9,1.558167,1.522519,1.054251,0.122667,0.064322,0.046367,0.0369,0.005344,0.003223,0.002631121,0.002433615,0.116687619,0.060694264,0.043099189,0.033873054,0.690171,0.631528,0.598387,0.58412,23
Howard_Univ-IRB,38.919424,-77.021542,78,10,1.33225,1.435265,1.031051,0.0784,0.0422,0.032333,0.02565,0.003821594,0.002380064,0.002278735,0.002104097,0.074578406,0.039819936,0.030054265,0.023545903,0.681148,0.637932,0.626269,0.626678,47
Howard_Univ-IRB,38.919424,-77.021542,78,11,1.403719,1.462571,1.034606,0.0611,0.0334,0.0212,0.01678,0.002978308,0.001883747,0.001494114,0.001376481,0.058121692,0.031516253,0.019705886,0.015403519,0.680367,0.611589,0.598176,0.589791,31
Howard_Univ-IRB,38.919424,-77.021542,78,12,1.369938,1.308451,0.777574,0.0518,0.0275,0.017683,0.01495,0.002524982,0.001550989,0.001246246,0.001226364,0.049275018,0.025949011,0.016436754,0.013723636,0.670428,0.607519,0.56832,0.562828,5
Howland,45.2041,-68.7402,120,1,1.7463825,1.777264,0.9508475,0.05635,0.02946,0.02131,0.01655,0.002055749,0.001389964,0.001334666,0.001198866,0.054294251,0.028070036,0.019975334,0.015351134,0.6969685,0.6329335,0.5971825,0.581628,8
Howland,45.2041,-68.7402,120,2,1.4519215,1.3230935,0.708328,0.0936835,0.0573335,0.0401,0.0343,0.003417743,0.002705075,0.002511502,0.002484659,0.090265757,0.054628425,0.037588498,0.031815341,0.6878455,0.623941,0.5920405,0.5823395,4
Howland,45.2041,-68.7402,120,3,1.1072325,1.077245,0.615467,0.1134,0.0724335,0.05325,0.0475,0.004137036,0.003417514,0.003335099,0.003440854,0.109262964,0.069015986,0.049914901,0.044059146,0.662451,0.609694,0.619815,0.6247245,12
Howland,45.2041,-68.7402,120,4,1.019602,1.0620775,1.034051,0.12438,0.0761,0.05721,0.050445,0.004537606,0.003590504,0.003583118,0.003654187,0.119842394,0.072509496,0.053626882,0.046790813,0.6809355,0.6358735,0.640581,0.6489945,26
Howland,45.2041,-68.7402,120,5,1.5397105,1.4873305,1.434637,0.0815,0.04075,0.0280165,0.024283,0.002973267,0.001922642,0.001744273,0.001718001,0.078526733,0.038827358,0.026261799,0.022523963,0.6863195,0.639608,0.626335,0.6288275,36
Howland,45.2041,-68.7402,120,6,1.678456,1.6176625,1.5373805,0.106775,0.0551,0.035175,0.02815,0.003817845,0.002438099,0.002148242,0.001943177,0.102879656,0.052500305,0.032971956,0.026110841,0.6920865,0.633865,0.601364,0.595135,36
Howland,45.2041,-68.7402,120,7,2.037956,2.004065,1.791668,0.130367,0.0562,0.0331,0.0241,0.004756023,0.002651595,0.002039,0.001695074,0.125610977,0.053548405,0.031026915,0.022354219,0.677241,0.604161,0.562089,0.553181,37
Howland,45.2041,-68.7402,120,8,1.8004315,1.8628115,1.720818,0.0888,0.0415,0.02625,0.02045,0.003239584,0.001958028,0.001644063,0.001481378,0.085560416,0.039541972,0.024605937,0.018968622,0.6797895,0.6188735,0.5809905,0.5648255,38
Howland,45.2041,-68.7402,120,9,1.721611,1.801858,1.66052,0.0731,0.03445,0.02405,0.0195,0.00266682,0.001625399,0.001506275,0.001412561,0.07043318,0.032824601,0.022543725,0.018087439,0.665659,0.594123,0.572132,0.565394,49
Howland,45.2041,-68.7402,120,10,1.764929,1.830869,1.529204,0.074633,0.0353,0.0233,0.02015,0.002722746,0.001665503,0.001459302,0.001459647,0.071910254,0.033634497,0.021840698,0.018690353,0.672065,0.605598,0.578127,0.572429,53
Howland,45.2041,-68.7402,120,11,1.754223,1.704301,1.1646805,0.06295,0.0306,0.020375,0.0164,0.002296529,0.001443751,0.001276106,0.001188,0.060653471,0.029156249,0.019098894,0.015212,0.681329,0.607002,0.5771435,0.5640235,30
Howland,45.2041,-68.7402,120,12,1.702591,1.94321,1.21905,0.0433,0.02275,0.0151,0.011625,0.001579662,0.001073377,0.000945728,0.000842104,0.041720338,0.021676623,0.014154272,0.010782896,0.7006045,0.6385115,0.606789,0.6050625,20
Huambo,-12.8679,15.7046,1670,1,1.546599,1.596443,1.467247,0.1871,0.094133,0.0649,0.054133,0.024310405,0.01392613,0.011860851,0.011441065,0.162789595,0.08020687,0.053039149,0.042691935,0.704602,0.644701,0.630382,0.63326,1
Huambo,-12.8679,15.7046,1670,2,0.907615,0.921968,0.915091,0.1968,0.1277,0.1005,0.0905,0.025570752,0.018892065,0.018366957,0.019127268,0.171229248,0.108807935,0.082133043,0.071372732,0.740785,0.700728,0.69189,0.694107,1
Huambo,-12.8679,15.7046,1670,3,1.2100575,1.4522835,1.0297265,0.0897415,0.0511085,0.038125,0.0329415,0.011660354,0.007561042,0.006967565,0.00696222,0.078081146,0.043547458,0.031157435,0.02597928,0.707135,0.669258,0.6677295,0.6732435,2
Huambo,-12.8679,15.7046,1670,4,1.130698,1.187432,0.94518,0.24885,0.1591,0.1166,0.1005,0.032333748,0.023537413,0.021309325,0.021240778,0.216516252,0.135562587,0.095290675,0.079259222,0.710373,0.659359,0.644669,0.642111,3
Huambo,-12.8679,15.7046,1670,5,1.8592725,2.0624685,1.608658,0.1181415,0.05625,0.03535,0.0261835,0.015350442,0.008321681,0.006460417,0.00553391,0.102791058,0.047928319,0.028889583,0.02064959,0.647196,0.5572765,0.5344025,0.5345945,4
Huambo,-12.8679,15.7046,1670,6,2.0487875,2.106644,1.577487,0.2195125,0.09496,0.0580375,0.04348,0.028521848,0.014048477,0.010606689,0.009189542,0.187369733,0.076378758,0.043730107,0.031592385,0.6327105,0.5295755,0.4984785,0.504852,16
Huambo,-12.8679,15.7046,1670,7,1.950178,1.947908,1.487327,0.30714,0.1374,0.085629,0.062914,0.041610942,0.021125974,0.01592936,0.013728728,0.267232476,0.115339,0.065686003,0.047401,0.629881,0.523979,0.496808,0.496096,49
Huambo,-12.8679,15.7046,1670,8,1.888524,1.782232,1.237635,0.699357,0.3217,0.1882,0.13415,0.099716,0.050849,0.037425,0.030881,0.596153,0.265366,0.149461,0.106636,0.661252,0.547355,0.490838,0.468375,65
Huambo,-12.8679,15.7046,1670,9,1.875944,1.754158,1.1900095,1.0234015,0.486922,0.287429,0.20845,0.1214695,0.06383,0.0455345,0.0380165,0.904444,0.423433,0.2445845,0.173289,0.6777135,0.562815,0.4969175,0.4636545,52
Huambo,-12.8679,15.7046,1670,10,1.82147,1.757645,1.34161,0.477767,0.2361,0.153825,0.115925,0.047370208,0.026515909,0.022978434,0.019246,0.44208,0.217738,0.128798,0.093176,0.67114,0.573001,0.538797,0.529434,33
Huambo,-12.8679,15.7046,1670,11,1.690649,1.73154,1.499152,0.2647,0.131625,0.084075,0.065475,0.030489,0.018894,0.015365193,0.013838208,0.230306819,0.112152266,0.068709807,0.051636792,0.665033,0.589556,0.579492,0.58736,15
Huambo,-12.8679,15.7046,1670,12,1.141573,1.161395,1.427737,0.1134,0.0717,0.05675,0.05065,0.014734366,0.010607369,0.010371391,0.010704929,0.098665634,0.061092631,0.046378609,0.039945071,0.714548,0.693498,0.698359,0.704244,1
Huancayo-IGP,-12.0402,-75.3209,3313,1,1.340675,1.472954,1.314365,0.0582,0.0342,0.0255,0.0217,0.003781379,0.002631457,0.002435887,0.002360767,0.054418621,0.031568543,0.023064113,0.019339233,0.693694,0.651906,0.644483,0.639352,21
Huancayo-IGP,-12.0402,-75.3209,3313,2,1.454509,1.470764,1.237211,0.104033,0.053533,0.037275,0.030175,0.006759248,0.004119,0.003560693,0.003282772,0.097273752,0.049414,0.033714307,0.026892228,0.697528,0.655164,0.633386,0.604648,11
Huancayo-IGP,-12.0402,-75.3209,3313,3,1.493126,1.61401,1.500174,0.0626,0.0327,0.0227,0.0184,0.004067257,0.002516042,0.002168417,0.002001756,0.058532743,0.030183958,0.020531583,0.016398244,0.686898,0.635519,0.635998,0.63012,11
Huancayo-IGP,-12.0402,-75.3209,3313,4,1.392422,1.501676,1.3944295,0.0923625,0.0473915,0.0327875,0.0266,0.006000991,0.003646453,0.003132025,0.002893844,0.086361509,0.043745047,0.029655475,0.023706156,0.6784685,0.640216,0.61518,0.6074455,68
Huancayo-IGP,-12.0402,-75.3209,3313,5,1.3655055,1.48907,1.39962,0.0751,0.0414,0.0297,0.02485,0.004879409,0.003185448,0.002837091,0.002703459,0.070220591,0.038214552,0.026862909,0.022146541,0.6886535,0.647138,0.6289875,0.6265645,106
Huancayo-IGP,-12.0402,-75.3209,3313,6,1.2882375,1.4149915,1.3270995,0.0851625,0.0491,0.03505,0.0291415,0.005533191,0.003777911,0.00334815,0.003170336,0.079629309,0.045322089,0.03170185,0.025971164,0.6921765,0.650241,0.640003,0.6396605,164
Huancayo-IGP,-12.0402,-75.3209,3313,7,1.3766415,1.4832775,1.306142,0.0945665,0.0537625,0.0388,0.032904,0.006144189,0.004136658,0.003706369,0.003579663,0.088422311,0.049625842,0.035093631,0.029324337,0.6859075,0.640292,0.628031,0.628094,182
Huancayo-IGP,-12.0402,-75.3209,3313,8,1.5695315,1.6247525,1.3292785,0.1539875,0.0794085,0.052096,0.0409625,0.009904648,0.006040694,0.004951393,0.004431878,0.1439826,0.073298557,0.047119531,0.036305622,0.6852415,0.61909,0.5886395,0.576745,168
Huancayo-IGP,-12.0402,-75.3209,3313,9,1.6586535,1.667519,1.325524,0.1802335,0.08835,0.0566215,0.042375,0.011581287,0.006763306,0.005381256,0.004574666,0.168523341,0.081552069,0.051212733,0.037764977,0.6923935,0.623075,0.579474,0.563504,106
Huancayo-IGP,-12.0402,-75.3209,3313,10,1.617671,1.689522,1.427992,0.1106,0.05685,0.039,0.0302,0.00718592,0.00437422,0.003725474,0.003285492,0.10341408,0.05247578,0.035274526,0.026914508,0.684925,0.627565,0.597367,0.586306,69
Huancayo-IGP,-12.0402,-75.3209,3313,11,1.495637,1.583887,1.305554,0.14595,0.0768,0.0485,0.0382,0.009393349,0.005791899,0.00457087,0.004134062,0.136467314,0.070890763,0.043867039,0.034044179,0.689184,0.638068,0.621753,0.616541,55
Huancayo-IGP,-12.0402,-75.3209,3313,12,1.423648,1.5326265,1.3494405,0.0888875,0.0478265,0.0338035,0.02779,0.005775212,0.003679923,0.003229078,0.003023305,0.083112288,0.044146577,0.030574422,0.024766695,0.693525,0.6546165,0.642943,0.6345305,36
ICIMOD,27.646647,85.323269,1326,1,1.245482,1.166551,0.7443,0.3475,0.2053,0.14215,0.112533,0.045522,0.021996,0.019534,0.017492,0.310626707,0.18605982,0.125222774,0.097877895,0.708859,0.653992,0.634305,0.63381,35
ICIMOD,27.646647,85.323269,1326,2,1.23264,1.1715745,0.77376,0.513,0.3100665,0.220233,0.177117,0.061156,0.030537,0.0281525,0.025267,0.4502895,0.27876,0.19006,0.150176,0.7175115,0.6528655,0.6342515,0.626277,28
ICIMOD,27.646647,85.323269,1326,3,1.323643,1.311136,1.000223,0.498043,0.273067,0.1933,0.1618,0.063808,0.033425,0.028301,0.024119,0.430017,0.244348,0.171622,0.137538,0.692997,0.629103,0.629212,0.637186,21
ICIMOD,27.646647,85.323269,1326,4,1.437063,1.444642,1.104442,1.00728,0.52545,0.3507,0.285075,0.11666,0.053107,0.04198,0.036949,0.8869,0.482327,0.304402,0.248126,0.685945,0.607362,0.5918,0.611971,31
ICIMOD,27.646647,85.323269,1326,5,1.3805265,1.3488745,0.9921475,0.6734,0.3926625,0.267775,0.22655,0.0633325,0.0339535,0.0321495,0.0289375,0.6206105,0.3646255,0.2423585,0.198391,0.7271,0.6635155,0.6459145,0.639245,24
ICIMOD,27.646647,85.323269,1326,6,1.17744,1.148036,0.854883,0.7369,0.414,0.2908,0.261275,0.057978,0.030577,0.03187,0.028509,0.668439,0.37748,0.257117,0.236969,0.740115,0.68469,0.681396,0.67769,21
ICIMOD,27.646647,85.323269,1326,7,1.532309,1.592429,1.254743,0.2503,0.1336,0.0912,0.0737,0.026559382,0.012520643,0.010860099,0.009597907,0.223740618,0.121079357,0.080339901,0.064102093,0.711647,0.653293,0.627117,0.616725,1
ICIMOD,27.646647,85.323269,1326,8,1.06115,1.1021685,0.8544065,0.2495,0.1612335,0.1264335,0.1116165,0.026474494,0.015110383,0.015055705,0.01453575,0.223025506,0.146123117,0.111377795,0.09708075,0.7474275,0.7164845,0.7118305,0.710952,2
ICIMOD,27.646647,85.323269,1326,9,1.2529045,1.2239195,0.742777,0.26425,0.1603,0.11455,0.09415,0.026182691,0.015022897,0.013640617,0.012261098,0.236210381,0.145277103,0.100909383,0.081888902,0.7467965,0.7105825,0.6896035,0.673766,6
ICIMOD,27.646647,85.323269,1326,10,1.293688,1.3167945,0.836912,0.2078665,0.121918,0.0871605,0.070493,0.022056755,0.011425837,0.010379075,0.009180261,0.185809745,0.110492163,0.076781425,0.061312739,0.721495,0.6637775,0.638129,0.633817,16
ICIMOD,27.646647,85.323269,1326,11,1.270538,1.237649,0.771589,0.269283,0.162283,0.110867,0.088333,0.026831767,0.014469965,0.012989607,0.01132566,0.240709328,0.147074261,0.097664954,0.076829446,0.71427,0.66173,0.639391,0.630557,31
ICIMOD,27.646647,85.323269,1326,12,1.362724,1.354068,0.924636,0.279333,0.1529,0.10355,0.08235,0.029640079,0.014329389,0.012330737,0.010724391,0.249692921,0.138570611,0.091219263,0.071625609,0.698516,0.635578,0.610016,0.607813,29
ICIPE-Mbita,-0.431525,34.206062,1152,1,0.918637,1.028692,1.037417,0.2063,0.13175,0.106025,0.0968,0.018848849,0.010528214,0.009356973,0.00895009,0.187451151,0.121221786,0.096668027,0.08784991,0.700112,0.657198,0.652645,0.657604,47
ICIPE-Mbita,-0.431525,34.206062,1152,2,0.930362,1.047735,1.062315,0.229033,0.1532,0.1288,0.1196,0.020925877,0.012242295,0.011366924,0.011058169,0.208107123,0.140957705,0.117433076,0.108541831,0.705587,0.661165,0.656835,0.661223,57
ICIPE-Mbita,-0.431525,34.206062,1152,3,0.882924,0.9558125,1.002064,0.24685,0.16086,0.127555,0.1114275,0.022553749,0.012278055,0.011054069,0.010226033,0.224296251,0.14800559,0.11629795,0.101124957,0.7111115,0.6671095,0.6646485,0.663892,48
ICIPE-Mbita,-0.431525,34.206062,1152,4,0.9130525,1.0511605,1.0827865,0.102275,0.0657335,0.052075,0.044375,0.009344479,0.0052528,0.00459575,0.004102895,0.092930521,0.0604807,0.04747925,0.040272105,0.707506,0.671776,0.6576775,0.6589035,18
ICIPE-Mbita,-0.431525,34.206062,1152,5,1.073151,1.206795,1.1325155,0.14375,0.080925,0.06065,0.0532,0.013133893,0.00646676,0.005352515,0.004918851,0.130616107,0.07445824,0.055297485,0.048281149,0.678887,0.6450195,0.6449365,0.652546,36
