Unnamed: 0,TOI,Planet,TESS_tid,TOI_alias,No. of Planets,TFOPWG_Des,rastr,RA,decstr,Dec,PMRA,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,PMDec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,T0 (HJD or BJD),T0_err,P (day),P_err,T14_hr,T14,T14_hr_err,T14_err,Depth (ppm),Depth,Depth (ppm)_err,Depth_err,Rp_EarthRadii,Rp,Rp_EarthRadii_err,Rp_err,Mp,Mp_err_up,Mp_err_dn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,Teq,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,Tmag,Tmag_err,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,Teff,Teff_err_up,Teff_err_dn,logg*,logg*_err_up,logg*_err_dn,R*,R*_err_up,R*_err_dn,M*,toi_created,rowupdate,a_calc,Teq_Calc,R*/Rp,a_calc/R*,Impact Parameter
2,1001.01,1001,88863718,88863718.01,1,,08h10m19.31s,122.580466,-05d30m49.86s,-5.513849,-5.338,1.017,1.017,0.0,1.0,-15.107,1.236,1.236,0.0,1.0,2458492.83893,0.00356,1.93217,0.00054,3.447,0.143625,0.243,0.010125,691.37,0.069137,0.698388,6.98388e-05,5.52818,0.493191185654,0.256245,0.0228606476938,,,,6207.63,,,,,2472.0,,,,,9.427,0.02,221.11301,47.2215,47.2215,0,1,7120.3701,75.309998,75.309998,4.0300002,0.386,0.386,2.2904999,0.754187,0.754187,6.91571859677,2019-03-26 13:55:20,2019-07-31 10:32:40,0.0578427827045,2160.31200228,45.1813968846,5.43178014137,0.5
6,1005.01,1005,169904935,169904935.01,1,,08h02m49.15s,120.704811,-11d06m05.45s,-11.101513,-15.7,1.6,1.6,0.0,1.0,-34.7,1.5,1.5,0.0,1.0,2458492.5552,0.00106,4.55072,0.00033,2.599,0.108291666667,0.284,0.0118333333333,2954.34,0.295434,2.1771,0.00021771,6.54449,0.583860290838,0.45717,0.0407859755554,,,,254.05,,,,,1112.0,,,,,9.085,0.019,119.097,,,0,1,5946.0,191.0,191.0,4.3144002,2.0037301,2.0037301,1.20265,1.20265,1.20265,1.53812487742,2019-03-26 13:55:26,2019-07-31 10:32:40,0.0620379053092,1262.2324207,20.0389517431,11.0953537231,0.646429192255
7,1006.01,1006,156115721,156115721.01,1,,08h17m26.22s,124.359238,-27d16m24.64s,-27.27351,-29.1,2.6,2.6,0.0,1.0,-6.8,2.2,2.2,0.0,1.0,2458493.67736,0.00254,2.50443,0.0005,3.185,0.132708333333,0.615,0.025625,1299.18,0.129918,2.41997,0.000241997,6.08324,0.542710322063,5.90832,0.527105004907,,,,6874.38,,,,,2536.0,,,,,9.026,0.025,,,,0,1,6616.0,200.0,200.0,4.2080402,1.95303,1.95303,1.53429,1.4887,1.4887,2.71508893858,2019-03-26 13:55:18,2019-07-31 10:32:40,0.050350888127,1760.83643954,27.5032524906,7.05867137366,0.5
8,1007.01,1007,65212867,65212867.01,1,,07h31m00.57s,112.752393,-04d27m48.1s,-4.46336,0.057,0.873,0.873,0.0,1.0,4.342,0.676,0.676,0.0,1.0,2458492.04102,0.00107,6.99823,0.00058,4.314,0.17975,0.471,0.019625,2733.51,0.273351,0.759823,7.59823e-05,16.9838,1.51519314836,0.715821,0.063861272192,,,,1178.18,,,,,1632.0,,,,,8.8590002,0.02,273.89532,30.5009,30.5009,0,1,7330.0,210.0,210.0,3.7976,0.403593,0.403593,2.6956,0.448634,0.448634,10.112597254,2019-03-26 13:55:21,2019-07-31 10:32:40,0.15484109307,1474.55829065,17.3074120349,12.35532185,0.357661248705
9,1008.01,1008,440801822,440801822.01,1,,07h17m31.91s,109.382956,+13d23m42.76s,13.39521,-17.9,1.1,1.1,0.0,1.0,1.3,1.0,1.0,0.0,1.0,2458492.52135,0.00579,2.04936,0.00105,2.234,0.0930833333333,0.401,0.0167083333333,249.5,0.02495,0.564034,5.64034e-05,1.71607,0.153097510929,0.318238,0.0283912927112,,,,2107.05,,,,,1887.0,,,,,8.7690001,0.035,144.297,,,0,1,6699.0,201.0,201.0,4.1981802,1.9022599,1.9022599,1.57195,1.48437,1.48437,2.87314161194,2019-03-26 13:55:18,2019-07-31 10:32:40,0.044888769212,1911.321979,99.8884516262,6.14217593387,0.512318525762
11,101.01,101,231663901,231663901.01,1,CP,21h14m56.88s,318.736981,-55d52m18.41s,-55.87178,,,,,,,,,,,2458326.00887,0.000339,1.430401,3.2e-05,1.638765,0.068281875,0.026081,0.00108670833333,20452.53168,2.045253168,242.95233,0.024295233,13.145008,1.17271906504,0.144216,0.0128660897493,,,,1193.379561,,,,,1499.044062,,,,,12.352,0.034,464.73199,,,0,1,5783.0,188.0,188.0,4.3443699,,,1.1348701,1.1348701,1.1348701,1.34340726502,2018-09-05 18:34:18,2019-03-11 18:32:33,0.0274145392488,1793.94512691,9.41449114883,5.19586764223,0.797037357667
13,1011.01,1011,114018671,114018671.01,1,,07h35m56.34s,113.984737,-32d50m31.13s,-32.84198,145.243,0.095,0.095,0.0,1.0,-134.677,0.098,0.098,0.0,1.0,2458492.44438,0.0073,2.46992,0.00137,2.151,0.089625,0.387,0.016125,167.378,0.0167378,0.816388,8.16388e-05,1.3397,0.119520028548,0.096679,0.00862512266928,,,,509.063,,,,,1323.0,,,,,8.2159996,0.018,51.918385,1.0080301,1.0080301,0,1,5413.6802,33.159401,33.159401,4.3699999,0.11,0.11,1.1788599,0.104706,0.104706,1.4680644487,2019-03-26 13:55:13,2019-07-31 10:32:40,0.0406421631946,1405.75179962,95.9546862882,7.41545668787,0.559901706416
17,1015.01,1015,155044736,155044736.01,1,,08h11m35.03s,122.895964,-27d58m18.82s,-27.971894,2.368,0.785,0.785,0.0,1.0,-18.271,1.004,1.004,0.0,1.0,2458493.08067,0.00523,1.37259,0.00036,1.794,0.07475,0.294,0.01225,587.728,0.0587728,2.02629,0.000202629,16.7675,1.49589615488,1.4239,0.127031849407,,,,767.232,,,,,1466.0,,,,,10.625,0.018,884.90295,202.84801,202.84801,0,1,4796.0,176.0,176.0,,,,0.799774,0.799774,0.799774,0.593731818135,2019-04-01 16:51:56,2019-07-31 10:32:40,0.0203156401575,1450.84467578,5.2012834129,5.4636958156,0.756820325321
18,1016.01,1016,175310067,175310067.01,1,,07h44m26.59s,116.110773,-36d05m53.83s,-36.098287,-8.654,1.12,1.12,0.0,1.0,12.232,1.12,1.12,0.0,1.0,2458502.26383,0.00249,12.70907,0.00065,7.046,0.293583333333,0.357,0.014875,13320.0,1.332,507.85,0.050785,18.7058,1.66881969846,3.88693,0.346768668035,,,,2562.29,,,,,1982.0,,,,,10.594,0.019,418.27899,,,0,1,7295.0,209.0,209.0,4.14573,1.64219,1.64219,1.79822,1.46202,1.46202,3.93217877942,2019-04-01 16:52:03,2019-07-31 10:32:40,0.168226128295,1149.93513662,10.4828190503,20.1221280535,0.5
19,1017.01,1017,182943944,182943944.01,1,,08h18m54.34s,124.726413,-37d46m59.7s,-37.783251,-12.532,0.979,0.979,0.0,1.0,7.953,0.787,0.787,0.0,1.0,2458518.96536,0.00137,1.10422,0.00013,2.37,0.09875,0.062,0.00258333333333,14177.7,1.41777,843.788,0.0843788,21.0448,1.87749130163,5.22012,0.465707913284,,,,39459.3,,,,,3926.0,,,,,10.591,0.019,421.23862,,,0,1,6810.0,203.0,203.0,4.0728102,0.552641,0.552641,1.84486,0.461893,0.461893,4.1742773451,2019-04-01 16:52:01,2019-07-31 10:32:40,0.0336643853809,2430.61870288,9.55938964774,3.92491772565,0.19706104796
20,1018.01,1018,291555748,291555748.01,1,,07h26m51.85s,111.716021,-50d15m59.65s,-50.266569,-9.286,0.912,0.912,0.0,1.0,11.427,0.643,0.643,0.0,1.0,2458492.78078,0.00073,4.95912,0.00016,2.509,0.104541666667,0.13,0.00541666666667,10825.7,1.08257,197.962,0.0197962,24.2173,2.16052279418,3.54481,0.316246765992,,,,511.956,,,,,1325.0,,,,,10.575,0.018,387.73999,57.0924,57.0924,0,1,5938.0,191.0,191.0,3.7834499,0.403688,0.403688,2.2134399,0.425976,0.425976,6.38495803006,2019-04-01 16:52:01,2019-07-31 10:32:40,0.105583392165,1310.83979099,9.96675000084,10.2600897249,0.867752243559
21,1019.01,1019,341420329,341420329.01,1,,08h00m35.52s,120.147997,-54d52m42.79s,-54.878552,-11.806,1.22,1.22,0.0,1.0,3.628,0.884,0.884,0.0,1.0,2458494.43614,0.00025,5.23416,6e-05,3.544,0.147666666667,0.142,0.00591666666667,19266.4,1.92664,3.34354,0.000334354,23.4056,2.08810777054,0.949999,0.0847532340084,,,,843.503,,,,,1501.0,,,,,10.561,0.018,400.93195,71.722198,71.722198,0,1,8093.0,221.0,221.0,4.3238702,0.546798,0.546798,1.6001101,0.407268,0.407268,2.99467494129,2019-04-01 16:51:56,2019-07-31 10:32:40,0.0850395739919,1692.57256358,7.45489687357,11.431270237,0.514324292841
22,102.01,102,149603524,149603524.01,2,CP,05h48m33.56s,87.139825,-63d59m18s,-63.988332,-14.794,1.146,1.146,0.0,1.0,25.107,0.908,0.908,0.0,1.0,2458326.07865,9.9e-05,4.411943,5e-06,3.776425,0.157351041667,0.008533,0.000355541666667,13979.926188,1.3979926188,30.580667,0.0030580667,15.397243,1.37365001338,0.032379,0.00288866089749,,,,708.767112,,,,,1315.96894,,,,,9.7159996,0.018,171.78795,13.0779,13.0779,0,1,6391.0,70.0,70.0,4.73,0.11,0.11,1.15229,0.150441,0.150441,1.39201586017,2018-09-05 18:34:18,2019-06-17 14:58:32,0.0587815689052,1364.27678267,8.16075578021,10.9724260547,0.5
24,1021.01,1021,143994283,143994283.01,1,,07h57m12.18s,119.300751,-42d59m56.93s,-42.999147,-3.709,1.124,1.124,0.0,1.0,-15.183,0.879,0.879,0.0,1.0,2458492.90429,0.00426,1.90879,0.00035,1.909,0.0795416666667,0.231,0.009625,618.482,0.0618482,1.43774,0.000143774,3.34688,0.298588634133,0.217749,0.0194262646088,,,,985.807,,,,,1561.0,,,,,10.516,0.018,232.53941,22.218399,22.218399,0,1,7011.0,205.0,205.0,4.5180402,0.387336,0.387336,1.13344,0.173879,0.173879,1.33946051355,2019-04-01 16:51:58,2019-07-31 10:32:40,0.0331962165875,1975.18737496,36.9292039547,6.29960525429,0.620636546116
25,1022.01,1022,47384844,47384844.01,1,,10h51m51.58s,162.964912,-05d47m19.35s,-5.788707,-15.025,0.577,0.577,0.0,1.0,-11.722,0.86,0.86,0.0,1.0,2458547.448,0.00834,3.09574,0.00677,4.475,0.186458333333,1.196,0.0498333333333,380.0,0.038,,0.0,3.4262,0.305665090552,0.778713,0.0694721206174,,,,18087.9,,,,,3230.0,,,,,8.691,0.019,120.14123,7.2613201,7.2613201,0,1,6070.0,193.0,193.0,4.1344099,0.303735,0.303735,1.51122,0.20557,0.20557,2.62078432539,2019-06-04 14:32:44,2019-07-31 10:32:40,0.0573138958666,1502.78182251,48.0979464014,8.1574706518,0.5
26,1023.01,1023,238374636,238374636.01,1,,08h03m21.05s,120.837693,-51d20m44.26s,-51.345629,-21.211,1.351,1.351,0.0,1.0,21.542,0.971,0.971,0.0,1.0,2458493.2055,0.00061,1.3238,2e-05,3.162,0.13175,0.024,0.001,3450.0,0.345,221.188,0.0221188,20.8516,1.86025515211,3.81317,0.340188241592,,,,13560.5,,,,,3006.0,,,,,9.651,0.02,279.16663,33.768299,33.768299,0,1,5713.0,189.0,189.0,3.5606999,0.397888,0.397888,2.7723999,0.525217,0.525217,10.7976780428,2019-06-11 14:45:02,2019-07-31 10:32:40,0.0521512704543,2008.32075264,14.4986658755,4.04605982982,0.5
27,1024.01,1024,141482386,141482386.01,1,,05h47m16.97s,86.820713,-72d25m21.4s,-72.422612,0.573,1.083,1.083,0.0,1.0,11.619,0.804,0.804,0.0,1.0,2458339.71463,0.00842,18.01783,0.00112,2.541,0.105875,0.41,0.0170833333333,800.0,0.08,3.00836,0.000300836,18.1417,1.61849406727,1.18681,0.105880096351,,,,7.47218,,,,,460.0,,,,,9.9750004,0.018,699.19177,136.72701,136.72701,0,1,4464.0,167.0,167.0,,,,0.729793,0.0786795,0.0786795,0.479511784195,2019-06-11 14:45:00,2019-08-16 12:00:13,0.105278882997,566.665482925,4.38665283008,31.0287912271,1.08638471961
31,1028.01,1028,447283466,447283466.01,1,,10h28m23.6s,157.09833,-51d42m19.46s,-51.705405,30.67,0.063,0.063,0.0,1.0,-33.771,0.061,0.061,0.0,1.0,2458544.48066,0.00412,1.01606,0.00034,2.843,0.118458333333,0.278,0.0115833333333,400.0,0.04,0.852004,8.52004e-05,1.03666,0.0924846105808,0.055275,0.00493130520118,,,,2923.57,,,,,2048.0,,,,,7.8318901,0.019,,,,0,1,5225.0,183.0,183.0,4.7333298,0.272808,0.272808,0.672069,0.0819251,0.0819251,0.395638926527,2019-06-11 14:45:03,2019-07-31 10:32:40,0.0145206399937,1713.85355024,70.6950611291,4.64724080689,0.5
33,103.01,103,336732616,336732616.01,1,CP,20h49m49.8s,312.457486,-24d25m43.31s,-24.428696,8.363,2.086,2.086,0.0,1.0,14.693,0.976,0.976,0.0,1.0,2458327.25256,0.000586,3.547854,0.000149,3.494333,0.145597208333,0.049205,0.00205020833333,10424.3718,1.04243718,123.359314,0.0123359314,14.581841,1.30090471942,0.196435,0.0175247568918,,,,1212.004376,,,,,1504.858953,,,,,11.464,0.018,316.73993,,,0,1,5649.0,188.0,188.0,4.3401499,0.731791,0.731791,1.1210901,0.40427,0.40427,1.30565331004,2018-09-05 18:34:18,2019-06-17 14:58:32,0.049757624082,1292.81200758,8.3837768712,9.5464609299,0.5
34,1030.01,1030,464296022,464296022.01,1,,10h23m19.56s,155.831486,-57d35m24.9s,-57.590251,-26.184,2.184,2.184,0.0,1.0,22.489,1.073,1.073,0.0,1.0,2458551.32747,0.00132,12.12369,0.00076,4.849,0.202041666667,0.211,0.00879166666667,6142.77,0.614277,1221.98,0.122198,9.25664,0.825822107235,4.13505,0.36890445178,,,,223.195,,,,,1076.0,,,,,9.4960003,0.018,78.412727,2.83992,2.83992,0,1,4675.0,170.0,170.0,4.1665502,0.357899,0.357899,1.12631,0.17512,0.17512,1.31988226514,2019-06-25 15:58:39,2019-07-31 10:32:40,0.113294318171,710.68947081,13.2683255378,21.6358256126,0.5
35,1031.01,1031,304021498,304021498.01,1,,09h23m32.14s,140.883898,-67d01m33.62s,-67.026006,-23.472,0.95,0.95,0.0,1.0,2.514,0.716,0.716,0.0,1.0,2458547.38653,0.00286,5.65094,0.00075,2.858,0.119083333333,0.562,0.0234166666667,1086.23,0.108623,1.58217,0.000158217,6.9115,0.616602729949,0.457202,0.0407888304041,,,,387.369,,,,,1235.0,,,,,9.7180004,0.018,268.504,28.2549,28.2549,0,1,6587.0,200.0,200.0,3.9956501,0.382939,0.382939,1.9500099,0.307619,0.307619,4.75064492319,2019-06-25 15:58:39,2019-07-31 10:32:40,0.104376926582,1372.70488825,30.7663556556,11.513065376,0.698635971786
39,1035.01,1035,361413119,361413119.01,1,,09h36m36.07s,144.150276,-61d34m59.46s,-61.583184,-12.986,1.684,1.684,0.0,1.0,19.246,1.031,1.031,0.0,1.0,2458545.78502,0.00141,6.07484,0.00075,2.324,0.0968333333333,0.315,0.013125,6160.0,0.616,16.5424,0.00165424,21.5325,1.92100098135,1.35847,0.121194575787,,,,249.139,,,,,1106.0,,,,,10.063,0.019,253.30499,,,0,1,7245.0,209.0,209.0,4.1493702,1.65974,1.65974,1.78047,1.46315,1.46315,3.8422080214,2019-06-11 14:45:04,2019-07-31 10:32:40,0.102052434864,1459.04066251,9.01678588233,12.3285497722,0.924885516475
40,1036.01,1036,146172354,146172354.01,1,,10h31m28.11s,157.867109,-42d14m25.58s,-42.24044,12.628,1.019,1.019,0.0,1.0,-57.725,0.552,0.552,0.0,1.0,2458548.03403,0.00186,3.78031,0.00054,3.188,0.132833333333,0.392,0.0163333333333,2350.0,0.235,2.29812,0.000229812,6.56218,0.58543848693,0.268103,0.0239185475957,,,,652.772,,,,,1408.0,,,,,10.261,0.018,161.47862,,,0,1,6096.0,193.0,193.0,4.4458499,0.305249,0.305249,1.06086,0.144243,0.144243,1.14780692488,2019-06-11 14:45:04,2019-07-31 10:32:40,0.0497257192776,1357.55308092,17.6287487415,10.0819904472,0.5
44,104.01,104,231670397,231670397.01,1,CP,21h19m47.93s,319.949694,-58d08m56.15s,-58.148931,10.639,0.838,0.838,0.0,1.0,-12.043,0.947,0.947,0.0,1.0,2458327.67346,0.000842,4.087445,0.000239,5.59014,0.2329225,0.066407,0.00276695833333,3586.196984,0.3586196984,48.80403,0.004880403,12.652102,1.1287449371,0.221452,0.0197566241413,,,,1672.217546,,,,,1630.958624,,,,,9.8479996,0.018,363.38852,64.919899,64.919899,0,1,5989.0,192.0,192.0,3.6296,0.559144,0.559144,2.6644199,0.725827,0.725827,9.84176279528,2018-09-05 18:34:18,2019-06-17 14:58:32,0.107217438985,1439.44903785,22.9642114126,8.65537807455,0.5
48,1043.01,1043,90448944,90448944.01,1,,08h33m12.56s,128.302321,-52d42m51.13s,-52.714204,-9.035,0.992,0.992,0.0,1.0,15.255,0.765,0.765,0.0,1.0,2458518.26924,0.00459,1.44095,0.00021,2.107,0.0877916666667,0.513,0.021375,490.0,0.049,1.39529,0.000139529,3.41658,0.304806851637,0.285823,0.0254994201088,,,,4946.55,,,,,2336.0,,,,,9.4910002,0.018,194.3038,15.1709,15.1709,0,1,6351.0,197.0,197.0,4.0742898,0.331337,0.331337,1.70746,0.236619,0.236619,3.4845865528,2019-06-11 14:45:05,2019-07-31 10:32:40,0.0378520620431,2056.58172051,54.4967365964,4.76828589875,0.471406681802
51,1046.01,1046,309787037,309787037.01,1,,08h25m40.67s,126.419469,-60d54m27.05s,-60.907513,0.244,1.083,1.083,0.0,1.0,-10.73,0.506,0.506,0.0,1.0,2458518.85187,0.00232,1.30427,8e-05,1.607,0.0669583333333,0.248,0.0103333333333,874.6,0.08746,1.09538,0.000109538,5.7668,0.514479436167,0.368168,0.0328457489517,,,,2175.19,,,,,1902.0,,,,,9.9790001,0.019,272.86868,37.293999,37.293999,0,1,7376.0,210.0,210.0,4.2597299,0.491488,0.491488,1.59184,0.347157,0.347157,2.95868432977,2019-06-25 15:58:41,2019-07-31 10:32:40,0.0335390737208,2450.01331026,30.1006640035,4.53184380358,0.743086824608
52,1047.01,1047,370745311,370745311.01,1,,09h38m19.57s,144.581547,-67d30m18.36s,-67.5051,-33.884,1.645,1.645,0.0,1.0,20.168,1.149,1.149,0.0,1.0,2458544.79061,0.00092,0.62627,2e-05,0.666,0.02775,0.169,0.00704166666667,1730.05,0.173005,68.5212,0.00685212,4.11464,0.367083593541,0.979412,0.0873772861094,,,,3190.46,,,,,2093.0,,,,,10.147,0.019,120.28146,,,0,1,5802.0,190.0,190.0,4.5225101,0.349526,0.349526,0.926774,0.152281,0.152281,0.837411582396,2019-06-25 15:58:39,2019-07-31 10:32:40,0.0135029059776,2317.52476884,24.5614244334,3.13383902503,0.954753780566
54,1049.01,1049,16288184,16288184.01,2,CP,16h55m04.52s,253.768849,-28d42m38.1s,-28.710583,-8.255,0.985,0.985,0.0,1.0,-3.689,0.985,0.985,0.0,1.0,2458626.80079,0.000869,2.180764,0.000122,2.941969,0.122582041667,0.052856,0.00220233333333,18115.782776,1.8115782776,663.21625,0.066321625,21.029911,1.87616299402,20.530203,1.8315820323,,,,2947.071603,,,,,1879.175846,,,,,11.02,0.018,389.311,,,0,1,6599.0,200.0,200.0,4.2101698,1.96411,1.96411,1.5262901,1.48961,1.48961,2.68217145942,2019-07-15 19:20:04,2019-08-16 12:00:13,0.0457271859145,1838.15781642,7.91427623942,6.44407624707,0.5
55,105.01,105,144065872,144065872.01,1,CP,22h29m49.87s,337.457806,-48d00m11.15s,-48.003098,93.626,0.828,0.828,0.0,1.0,-9.298,1.194,1.194,0.0,1.0,2458326.50599,0.000156,2.184659,2.3e-05,2.869426,0.119559416667,0.012752,0.000531333333333,11836.69122,1.183669122,46.940147,0.0046940147,12.514586,1.11647658132,0.056125,0.00500713712196,,,,985.883704,,,,,1429.144596,,,,,9.4799995,0.02,140.79532,9.9965401,9.9965401,0,1,5745.0,189.0,189.0,4.2204599,0.320489,0.320489,1.30241,0.193427,0.193427,1.85244228072,2018-09-05 18:34:19,2019-06-17 14:58:32,0.0404678859538,1571.38280458,11.3486130232,6.68322492413,0.5
56,1050.01,1050,66818296,66818296.01,1,CP,15h59m50.94s,239.962249,-28d03m42.45s,-28.061793,-6.6,1.557,1.557,0.0,1.0,-8.485,0.774,0.774,0.0,1.0,2458627.12622,0.000584,3.735285,0.000148,4.295874,0.17899475,0.035565,0.001481875,17207.566367,1.7207566367,133.54828,0.013354828,21.273773,1.89791890445,0.135096,0.0120524578464,,,,1622.430909,,,,,1618.681124,,,,,11.0,0.019,389.02634,65.779701,65.779701,0,1,6548.0,25.0,25.0,4.1799998,0.028,0.028,1.6046,0.372537,0.372537,3.01431872701,2019-07-15 19:20:05,2019-08-23 12:00:15,0.0680589748814,1532.93141335,8.2249604686,9.12308870894,0.5
57,1051.01,1051,259863352,259863352.01,1,,02h41m27.81s,40.365871,-71d27m45.87s,-71.462743,168.17,2.0,2.0,0.0,1.0,-56.04,2.0,2.0,0.0,1.0,2458657.73662,0.007425,21.701669,0.009532,8.267642,0.344485083333,0.508898,0.0212040833333,211.656733,0.0211656733,25.132692,0.0025132692,2.375149,0.211896600946,0.698345,0.0623021679008,,,,52.094786,,,,,685.201514,,,,,7.0890002,0.017,53.19149,3.0839701,3.0839701,0,1,5625.0,80.0,80.0,,,,1.56486,0.186629,0.186629,2.84299530322,2019-08-16 20:20:45,2019-08-22 12:01:09,0.215705219728,730.471548992,71.8449393344,29.6488905739,0.5
58,1052.01,1052,317060587,317060587.01,1,,22h30m02.47s,337.51031,-75d38m47.62s,-75.64656,-62.726,0.644,0.644,0.0,1.0,-2.089,0.736,0.736,0.0,1.0,2458661.9813,0.003592,9.125579,0.002737,2.520244,0.105010166667,0.828132,0.0345055,464.112112,0.0464112112,56.99916,0.005699916,3.472615,0.309805959497,4.508955,0.40226202159,,,,243.516957,,,,,1007.516232,,,,,9.0220003,0.018,125.53619,6.3260498,6.3260498,0,1,5958.2002,76.0,76.0,4.3400002,0.12,0.12,1.58,0.165123,0.165123,2.90759024346,2019-08-16 20:20:47,2019-08-22 12:01:09,0.121980723229,1033.88299983,49.6148865181,16.6057080922,0.825461909407
59,1053.01,1053,112395568,112395568.01,1,,19h23m54.51s,290.97712,-33d21m05.09s,-33.351415,-18.686,0.206,0.206,0.0,1.0,-8.165,0.136,0.136,0.0,1.0,2458657.99918,0.001553,5.742625,0.000621,2.860293,0.119178875,0.230499,0.009604125,1105.760867,0.1105760867,87.92673,0.008792673,13.088532,1.16768061379,3.636668,0.324441787849,,,,3485.570745,,,,,1959.693829,,,,,8.8369999,0.017,281.42914,30.743601,30.743601,0,1,5664.0,188.0,188.0,3.2657399,0.355261,0.355261,3.86959,0.644568,0.644568,23.5081374571,2019-08-16 20:20:42,2019-08-22 12:01:09,0.179784768666,1266.93004053,32.2392971501,9.9933529388,0.801125519169
60,1054.01,1054,366989877,366989877.01,1,,20h08m27.4s,302.114174,-54d19m03s,-54.317499,1.68,0.103,0.103,0.0,1.0,-16.056,0.073,0.073,0.0,1.0,2458664.97303,0.002548,15.50529,0.003586,5.092786,0.212199416667,0.399104,0.0166293333333,623.09228,0.062309228,39.131664,0.0039131664,3.181526,0.283836738335,0.894988,0.0798454813097,,,,120.007032,,,,,844.153495,,,,,8.4069996,0.017,88.258583,2.95333,2.95333,0,1,6122.0,194.0,194.0,4.3088102,0.268555,0.268555,1.2481101,0.142033,0.142033,1.67722023919,2019-08-16 20:20:48,2019-08-22 12:01:09,0.144584968264,867.224548849,42.7788369635,24.9168724276,0.5
61,1055.01,1055,320004517,320004517.01,1,,19h33m08.78s,293.286589,-54d31m57.78s,-54.532717,108.322,0.106,0.106,0.0,1.0,-82.74,0.083,0.083,0.0,1.0,2458661.06284,0.001217,17.471139,0.001692,4.319798,0.179991583333,0.186523,0.00777179166667,1258.553171,0.1258553171,52.181797,0.0052181797,3.864567,0.344773574806,0.570951,0.0509368364707,,,,55.203743,,,,,695.203388,,,,,8.0649996,0.018,56.803337,1.20096,1.20096,0,1,5783.54,7.8242898,7.8242898,4.4992499,0.0192305,0.0192305,1.07824,0.0950001,0.0950001,1.19216405814,2019-08-16 20:20:47,2019-08-22 12:01:09,0.139722389545,774.625557907,30.4246891844,27.8723667318,0.503568839118
62,1056.01,1056,421894914,421894914.01,1,,22h37m02.09s,339.258697,-76d55m03.37s,-76.917602,9.844,0.911,0.911,0.0,1.0,-20.22,0.973,0.973,0.0,1.0,2458655.15516,0.006123,5.307782,0.001834,3.206833,0.133618041667,0.761283,0.031720125,431.401301,0.0431401301,57.228786,0.0057228786,2.940992,0.262377732179,2.561208,0.22849567312,,,,480.127542,,,,,1193.875128,,,,,9.6669998,0.018,166.18335,11.0327,11.0327,0,1,6124.2998,83.0,83.0,4.3800001,0.16,0.16,1.3758,0.159916,0.159916,2.10521139427,2019-08-16 20:20:50,2019-08-22 12:01:09,0.0763215425007,1253.6718849,51.0120778987,11.9320514207,0.389735271379
63,1057.01,1057,323132914,323132914.01,1,,08h31m59.24s,127.996835,-78d24m27.22s,-78.40756,118.217,1.009,1.009,0.0,1.0,-24.434,0.56,0.56,0.0,1.0,2458658.5988,0.008994,16.592106,0.012633,10.630726,0.442946916667,0.790275,0.032928125,410.423965,0.0410423965,53.324825,0.0053324825,2.015789,0.179836649121,0.620677,0.0553730930502,,,,51.266401,,,,,682.461186,,,,,9.3719997,0.018,95.997215,,,0,1,5599.0,187.0,187.0,4.46138,0.26998,0.26998,0.968952,0.116848,0.116848,0.929048988406,2019-08-16 20:20:47,2019-08-23 12:00:15,0.12422825864,753.919126889,52.4165876568,27.5766442366,0.5
64,1058.01,1058,31553893,31553893.01,1,,19h15m38.83s,288.911772,-31d47m26.92s,-31.790811,3.218,1.295,1.295,0.0,1.0,-16.364,1.326,1.326,0.0,1.0,2458663.02344,0.003673,11.112686,0.005253,4.956529,0.206522041667,0.533981,0.0222492083333,793.967752,0.0793967752,100.12719,0.010012719,3.254684,0.290363457936,3.436715,0.306603176019,,,,132.717841,,,,,865.669421,,,,,9.3369999,0.017,113.891,,,0,1,5785.0,189.0,189.0,4.3439999,2.0035601,2.0035601,1.13565,1.13565,1.13565,1.34556240847,2019-08-16 20:20:41,2019-08-22 12:01:09,0.107593778853,906.161062067,38.0493488147,20.3782055184,0.5
65,1059.01,1059,380783252,380783252.01,1,,17h58m51.48s,269.714483,-60d55m18.71s,-60.921864,2.89,2.0,2.0,0.0,1.0,-205.93,2.0,2.0,0.0,1.0,2458660.54106,0.000406,9.449544,0.000281,2.171769,0.090490375,0.043131,0.001797125,24877.555022,2.4877555022,448.01566,0.044801566,23.233708,2.07277259345,24.368483,2.17401043804,,,,116.973285,,,,,838.767166,,,,,9.8009996,0.037,111.085,,,0,1,5509.0,186.0,186.0,4.3975801,2.0040801,2.0040801,1.03069,1.03069,1.03069,1.07308011143,2019-08-16 20:20:49,2019-08-22 12:01:09,0.0895552670363,901.082588641,4.83750122299,18.6890124369,1.06825762277
