,TOI,Planet,TESS_tid,TOI_alias,No. of Planets,TFOPWG_Des,rastr,RA,decstr,Dec,PMRA,st_pmraerr1,st_pmraerr2,st_pmralim,st_pmrasymerr,PMDec,st_pmdecerr1,st_pmdecerr2,st_pmdeclim,st_pmdecsymerr,T0 (HJD or BJD),T0_err,P (day),P_err,T14_hr,T14,T14_hr_err,T14_err,Depth (ppm),Depth,Depth (ppm)_err,Depth_err,Rp_EarthRadii,Rp,Rp_EarthRadii_err,Rp_err,Mp,Mp_err_up,Mp_err_dn,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_insolsymerr,Teq,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_eqtsymerr,Tmag,Tmag_err,st_dist,st_disterr1,st_disterr2,st_distlim,st_distsymerr,Teff,Teff_err_up,Teff_err_dn,logg*,logg*_err_up,logg*_err_dn,R*,R*_err_up,R*_err_dn,M*,toi_created,rowupdate
1,1000.01,1000,50365310,50365310.01,1,,07h29m25.85s,112.357709,-12d41m45.46s,-12.69596,-6.334,0.777,0.777,0,1,0.226,0.707,0.707,0,1,2458493.38398,0.00387,2.17153,0.00068,1.937,0.080708333333333,0.23,0.009583333333333,543.564,0.0543564,1.40612,0.000140612,,0,,0,,,,4080.56,,,,,2226,,,,,9.5649996,0.018,426.74042,,,0,1,,,,,,,,,,0,2019-03-26 13:55:15,2019-07-31 10:32:40
2,1001.01,1001,88863718,88863718.01,1,,08h10m19.31s,122.580466,-05d30m49.86s,-5.513849,-5.338,1.017,1.017,0,1,-15.107,1.236,1.236,0,1,2458492.83893,0.00356,1.93217,0.00054,3.447,0.143625,0.243,0.010125,691.37,0.069137,0.698388,6.98388E-05,5.52818,0.493191185654385,0.256245,0.022860647693818,,,,6207.63,,,,,2472,,,,,9.427,0.02,221.11301,47.2215,47.2215,0,1,7120.3701,75.309998,75.309998,4.0300002,0.386,0.386,2.2904999,0.754187,0.754187,6.91571859677277,2019-03-26 13:55:20,2019-07-31 10:32:40
3,1002.01,1002,124709665,124709665.01,1,,06h58m54.47s,104.726966,-10d34m49.63s,-10.580454,-2.366,0.813,0.813,0,1,-1.936,0.888,0.888,0,1,2458492.60156,0.00113,1.86722,0.00016,1.926,0.08025,0.122,0.005083333333333,6584,0.6584,708.41,0.070841,,0,,0,,,,27531.8,,,,,3588,,,,,9.2650003,0.018,365.811,,,0,1,8408,225,225,4.0874801,1.36792,1.36792,2.1616001,1.46395,1.46395,6.04146811092275,2019-03-26 13:55:09,2019-07-31 10:32:40
4,1003.01,1003,106997505,106997505.01,1,,07h22m14.39s,110.559945,-25d12m25.26s,-25.207017,-0.607,0.515,0.515,0,1,1.721,0.553,0.553,0,1,2458493.3957,0.00535,2.74323,0.00108,3.167,0.131958333333333,0.642,0.02675,383.41,0.038341,0.781988,7.81988E-05,,0,,0,,,,1177.36,,,,,1631,,,,,9.1789999,0.019,179.045,,,0,1,7302,209,209,4.1452198,1.63976,1.63976,1.80071,1.46188,1.46188,3.94489527232202,2019-03-26 13:55:21,2019-07-31 10:32:40
5,1004.01,1004,238597883,238597883.01,1,,08h08m42.77s,122.178195,-48d48m10.12s,-48.802812,-4.924,0.663,0.663,0,1,9.311,0.64,0.64,0,1,2458493.51196,0.00653,3.57491,0.00146,2.576,0.107333333333333,0.346,0.014416666666667,403.708,0.0403708,1.07966,0.000107966,,0,,0,,,,2117.33,,,,,1889,,,,,9.0970001,0.019,343.50781,51.7304,51.7304,0,1,9252,238,238,4.1251001,0.474341,0.474341,2.1970799,0.483046,0.483046,6.27538418515327,2019-03-26 13:55:18,2019-07-31 10:32:40
6,1005.01,1005,169904935,169904935.01,1,,08h02m49.15s,120.704811,-11d06m05.45s,-11.101513,-15.7,1.6,1.6,0,1,-34.7,1.5,1.5,0,1,2458492.5552,0.00106,4.55072,0.00033,2.599,0.108291666666667,0.284,0.011833333333333,2954.34,0.295434,2.1771,0.00021771,6.54449,0.58386029083772,0.45717,0.040785975555357,,,,254.05,,,,,1112,,,,,9.085,0.019,119.097,,,0,1,5946,191,191,4.3144002,2.0037301,2.0037301,1.20265,1.20265,1.20265,1.53812487741773,2019-03-26 13:55:26,2019-07-31 10:32:40
7,1006.01,1006,156115721,156115721.01,1,,08h17m26.22s,124.359238,-27d16m24.64s,-27.27351,-29.1,2.6,2.6,0,1,-6.8,2.2,2.2,0,1,2458493.67736,0.00254,2.50443,0.0005,3.185,0.132708333333333,0.615,0.025625,1299.18,0.129918,2.41997,0.000241997,6.08324,0.542710322062628,5.90832,0.527105004906771,,,,6874.38,,,,,2536,,,,,9.026,0.025,,,,0,1,6616,200,200,4.2080402,1.95303,1.95303,1.53429,1.4887,1.4887,2.71508893858094,2019-03-26 13:55:18,2019-07-31 10:32:40
8,1007.01,1007,65212867,65212867.01,1,,07h31m00.57s,112.752393,-04d27m48.1s,-4.46336,0.057,0.873,0.873,0,1,4.342,0.676,0.676,0,1,2458492.04102,0.00107,6.99823,0.00058,4.314,0.17975,0.471,0.019625,2733.51,0.273351,0.759823,7.59823E-05,16.9838,1.51519314836292,0.715821,0.063861272191989,,,,1178.18,,,,,1632,,,,,8.8590002,0.02,273.89532,30.5009,30.5009,0,1,7330,210,210,3.7976,0.403593,0.403593,2.6956,0.448634,0.448634,10.1125972539835,2019-03-26 13:55:21,2019-07-31 10:32:40
9,1008.01,1008,440801822,440801822.01,1,,07h17m31.91s,109.382956,+13d23m42.76s,13.39521,-17.9,1.1,1.1,0,1,1.3,1,1,0,1,2458492.52135,0.00579,2.04936,0.00105,2.234,0.093083333333333,0.401,0.016708333333333,249.5,0.02495,0.564034,5.64034E-05,1.71607,0.153097510928718,0.318238,0.028391292711214,,,,2107.05,,,,,1887,,,,,8.7690001,0.035,144.297,,,0,1,6699,201,201,4.1981802,1.9022599,1.9022599,1.57195,1.48437,1.48437,2.87314161194221,2019-03-26 13:55:18,2019-07-31 10:32:40
10,1009.01,1009,107782586,107782586.01,1,,07h26m40.29s,111.667859,-24d27m43.8s,-24.462166,-4.1,1.5,1.5,0,1,4,1.5,1.5,0,1,2458492.25285,0.00166,1.96022,0.00026,1.611,0.067125,0.359,0.014958333333333,1954.46,0.195446,31.2109,0.00312109,,0,,0,,,,15070.9,,,,,3086,,,,,8.4440002,0.033,,,,0,1,,,,,,,,,,0,2019-03-26 13:55:17,2019-07-31 10:32:40
11,101.01,101,231663901,231663901.01,1,CP,21h14m56.88s,318.736981,-55d52m18.41s,-55.87178,,,,,,,,,,,2458326.008874,0.000339,1.430401,3.2E-05,1.638765,0.068281875,0.026081,0.001086708333333,20452.53168,2.045253168,242.95233,0.024295233,13.145008,1.17271906503702,0.144216,0.012866089749309,,,,1193.379561,,,,,1499.044062,,,,,12.352,0.034,464.73199,,,0,1,5783,188,188,4.3443699,,,1.1348701,1.1348701,1.1348701,1.34340726501868,2018-09-05 18:34:18,2019-03-11 18:32:33
12,1010.01,1010,139853601,139853601.01,1,,07h29m10.56s,112.293982,-21d49m58.48s,-21.832912,-5.969,0.391,0.391,0,1,4.533,0.374,0.374,0,1,2458492.25806,0.00118,0.68088,6E-05,1.458,0.06075,0.036,0.0015,3326.45,0.332645,157.194,0.0157194,,0,,0,,,,182419,,,,,5757,,,,,8.4379997,0.018,360.98001,,,0,1,,,,,,,,,,0,2019-03-26 13:55:18,2019-07-31 10:32:40
13,1011.01,1011,114018671,114018671.01,1,,07h35m56.34s,113.984737,-32d50m31.13s,-32.84198,145.243,0.095,0.095,0,1,-134.677,0.098,0.098,0,1,2458492.44438,0.0073,2.46992,0.00137,2.151,0.089625,0.387,0.016125,167.378,0.0167378,0.816388,8.16388E-05,1.3397,0.119520028548488,0.096679,0.008625122669284,,,,509.063,,,,,1323,,,,,8.2159996,0.018,51.918385,1.0080301,1.0080301,0,1,5413.6802,33.159401,33.159401,4.3699999,0.11,0.11,1.1788599,0.104706,0.104706,1.46806444870335,2019-03-26 13:55:13,2019-07-31 10:32:40
14,1012.01,1012,427508467,427508467.01,1,,07h48m22.87s,117.095286,+06d47m06.23s,6.785064,-4.939,0.051,0.051,0,1,-1.063,0.044,0.044,0,1,2458492.10434,0.00077,0.88425,4E-05,1.657,0.069041666666667,0.052,0.002166666666667,3048.26,0.304826,78.5863,0.00785863,,0,,0,,,,115928,,,,,5140,,,,,8.1289997,0.019,229.71899,,,0,1,8422,,,,,,,,,0,2019-03-26 13:55:24,2019-07-31 10:32:40
15,1013.01,1013,97700520,97700520.01,1,,07h09m08.65s,107.286053,-31d56m00.73s,-31.933537,-3.1,1.4,1.4,0,1,4.4,1.4,1.4,0,1,2458494.36798,0.00107,5.4298,0.0005,3.779,0.157458333333333,0.13,0.005416666666667,28152,2.8152,501.159,0.0501159,,0,,0,,,,4847.57,,,,,2324,,,,,7.5900002,0.037,299.61401,402.62,402.62,0,1,,,,,,,,,,0,2019-03-26 13:55:17,2019-07-31 10:32:40
16,1014.01,1014,96246348,96246348.01,1,,06h54m14.78s,103.561604,-34d13m22.16s,-34.222821,-15.1,2.5,2.5,0,1,10,2.4,2.4,0,1,2458469.02999,0.00108,1.4094,5E-05,0.882,0.03675,0.068,0.002833333333333,2800.44,0.280044,2.60824,0.000260824,,0,,0,,,,2041.48,,,,,1872,,,,,7.5380001,0.02,169.205,,,0,1,,,,,,,,,,0,2019-03-26 13:55:19,2019-07-31 10:32:40
17,1015.01,1015,155044736,155044736.01,1,,08h11m35.03s,122.895964,-27d58m18.82s,-27.971894,2.368,0.785,0.785,0,1,-18.271,1.004,1.004,0,1,2458493.08067,0.00523,1.37259,0.00036,1.794,0.07475,0.294,0.01225,587.728,0.0587728,2.02629,0.000202629,16.7675,1.49589615487555,1.4239,0.127031849406727,,,,767.232,,,,,1466,,,,,10.625,0.018,884.90295,202.84801,202.84801,0,1,4796,176,176,,,,0.799774,0.799774,0.799774,0.593731818134556,2019-04-01 16:51:56,2019-07-31 10:32:40
18,1016.01,1016,175310067,175310067.01,1,,07h44m26.59s,116.110773,-36d05m53.83s,-36.098287,-8.654,1.12,1.12,0,1,12.232,1.12,1.12,0,1,2458502.26383,0.00249,12.70907,0.00065,7.046,0.293583333333333,0.357,0.014875,13320,1.332,507.85,0.050785,18.7058,1.6688196984566,3.88693,0.346768668034615,,,,2562.29,,,,,1982,,,,,10.594,0.019,418.27899,,,0,1,7295,209,209,4.14573,1.64219,1.64219,1.79822,1.46202,1.46202,3.93217877942411,2019-04-01 16:52:03,2019-07-31 10:32:40
19,1017.01,1017,182943944,182943944.01,1,,08h18m54.34s,124.726413,-37d46m59.7s,-37.783251,-12.532,0.979,0.979,0,1,7.953,0.787,0.787,0,1,2458518.96536,0.00137,1.10422,0.00013,2.37,0.09875,0.062,0.002583333333333,14177.7,1.41777,843.788,0.0843788,21.0448,1.87749130163262,5.22012,0.465707913283968,,,,39459.3,,,,,3926,,,,,10.591,0.019,421.23862,,,0,1,6810,203,203,4.0728102,0.552641,0.552641,1.84486,0.461893,0.461893,4.1742773451023,2019-04-01 16:52:01,2019-07-31 10:32:40
20,1018.01,1018,291555748,291555748.01,1,,07h26m51.85s,111.716021,-50d15m59.65s,-50.266569,-9.286,0.912,0.912,0,1,11.427,0.643,0.643,0,1,2458492.78078,0.00073,4.95912,0.00016,2.509,0.104541666666667,0.13,0.005416666666667,10825.7,1.08257,197.962,0.0197962,24.2173,2.16052279418325,3.54481,0.316246765991614,,,,511.956,,,,,1325,,,,,10.575,0.018,387.73999,57.0924,57.0924,0,1,5938,191,191,3.7834499,0.403688,0.403688,2.2134399,0.425976,0.425976,6.38495803005853,2019-04-01 16:52:01,2019-07-31 10:32:40
21,1019.01,1019,341420329,341420329.01,1,,08h00m35.52s,120.147997,-54d52m42.79s,-54.878552,-11.806,1.22,1.22,0,1,3.628,0.884,0.884,0,1,2458494.43614,0.00025,5.23416,6E-05,3.544,0.147666666666667,0.142,0.005916666666667,19266.4,1.92664,3.34354,0.000334354,23.4056,2.08810777054153,0.949999,0.084753234008386,,,,843.503,,,,,1501,,,,,10.561,0.018,400.93195,71.722198,71.722198,0,1,8093,221,221,4.3238702,0.546798,0.546798,1.6001101,0.407268,0.407268,2.99467494128524,2019-04-01 16:51:56,2019-07-31 10:32:40
22,102.01,102,149603524,149603524.01,2,CP,05h48m33.56s,87.139825,-63d59m18s,-63.988332,-14.794,1.146,1.146,0,1,25.107,0.908,0.908,0,1,2458326.078645,9.9E-05,4.411943,5E-06,3.776425,0.157351041666667,0.008533,0.000355541666667,13979.926188,1.3979926188,30.580667,0.0030580667,15.397243,1.3736500133821,0.032379,0.002888660897493,,,,708.767112,,,,,1315.96894,,,,,9.7159996,0.018,171.78795,13.0779,13.0779,0,1,6391,70,70,4.73,0.11,0.11,1.15229,0.150441,0.150441,1.39201586016505,2018-09-05 18:34:18,2019-06-17 14:58:32
23,1020.01,1020,140706664,140706664.01,1,,08h33m31.67s,128.381977,-43d49m42.32s,-43.828422,-6.458,1.272,1.272,0,1,5.039,0.881,0.881,0,1,2458521.29108,0.00241,3.28892,0.00066,3.793,0.158041666666667,0.202,0.008416666666667,10518.9,1.05189,530.608,0.0530608,,0,,0,,,,29832.6,,,,,3661,,,,,10.559,0.019,588.59302,,,0,1,7963,219,219,4.1045399,1.4506201,1.4506201,2.0327699,1.45974,1.45974,5.23446760540204,2019-04-01 16:52:03,2019-07-25 12:00:12
24,1021.01,1021,143994283,143994283.01,1,,07h57m12.18s,119.300751,-42d59m56.93s,-42.999147,-3.709,1.124,1.124,0,1,-15.183,0.879,0.879,0,1,2458492.90429,0.00426,1.90879,0.00035,1.909,0.079541666666667,0.231,0.009625,618.482,0.0618482,1.43774,0.000143774,3.34688,0.298588634133286,0.217749,0.019426264608797,,,,985.807,,,,,1561,,,,,10.516,0.018,232.53941,22.218399,22.218399,0,1,7011,205,205,4.5180402,0.387336,0.387336,1.13344,0.173879,0.173879,1.33946051355008,2019-04-01 16:51:58,2019-07-31 10:32:40
25,1022.01,1022,47384844,47384844.01,1,,10h51m51.58s,162.964912,-05d47m19.35s,-5.788707,-15.025,0.577,0.577,0,1,-11.722,0.86,0.86,0,1,2458547.448,0.00834,3.09574,0.00677,4.475,0.186458333333333,1.196,0.049833333333333,380,0.038,,0,3.4262,0.305665090552235,0.778713,0.069472120617361,,,,18087.9,,,,,3230,,,,,8.691,0.019,120.14123,7.2613201,7.2613201,0,1,6070,193,193,4.1344099,0.303735,0.303735,1.51122,0.20557,0.20557,2.62078432539378,2019-06-04 14:32:44,2019-07-31 10:32:40
26,1023.01,1023,238374636,238374636.01,1,,08h03m21.05s,120.837693,-51d20m44.26s,-51.345629,-21.211,1.351,1.351,0,1,21.542,0.971,0.971,0,1,2458493.2055,0.00061,1.3238,2E-05,3.162,0.13175,0.024,0.001,3450,0.345,221.188,0.0221188,20.8516,1.86025515210991,3.81317,0.340188241591578,,,,13560.5,,,,,3006,,,,,9.651,0.02,279.16663,33.768299,33.768299,0,1,5713,189,189,3.5606999,0.397888,0.397888,2.7723999,0.525217,0.525217,10.7976780428306,2019-06-11 14:45:02,2019-07-31 10:32:40
27,1024.01,1024,141482386,141482386.01,1,,05h47m16.97s,86.820713,-72d25m21.4s,-72.422612,0.573,1.083,1.083,0,1,11.619,0.804,0.804,0,1,2458339.71463,0.00842,18.01783,0.00112,2.541,0.105875,0.41,0.017083333333333,800,0.08,3.00836,0.000300836,18.1417,1.61849406726737,1.18681,0.105880096351146,,,,7.47218,,,,,460,,,,,9.9750004,0.018,699.19177,136.72701,136.72701,0,1,4464,167,167,,,,0.729793,0.0786795,0.0786795,0.479511784194989,2019-06-11 14:45:00,2019-08-16 12:00:13
28,1025.01,1025,297967252,297967252.01,1,,09h30m05.11s,142.521292,-51d31m01.81s,-51.51717,-19.7,1,1,0,1,10.6,0.9,0.9,0,1,2458545.14728,0.00122,9.68337,0.00093,2.353,0.098041666666667,0.084,0.0035,3400,0.34,100,0.01,,0,,0,,,,921.226,,,,,1534,,,,,5.573,0.035,127.38853,7.9516401,7.9516401,0,1,12942,90,90,,,,,,,0,2019-06-11 14:44:59,2019-07-31 10:32:40
29,1026.01,1026,388624270,388624270.01,1,,08h21m44.31s,125.434624,-51d45m33.99s,-51.759441,48.166,0.937,0.937,0,1,-6.283,0.548,0.548,0,1,2458528.41766,0.00143,,,7.841,0.326708333333333,0.388,0.016166666666667,8060,0.806,85.1129,0.00851129,8.25722,0.736659826924793,0.811154,0.07236631278437,,,,144.452,,,,,965,,,,,9.8809996,0.018,102.63787,4.0254002,4.0254002,0,1,6047,193,193,4.6379399,0.263951,0.263951,0.842906,0.0963125,0.0963125,0.671147544510957,2019-06-11 14:45:00,2019-07-31 10:32:40
30,1027.01,1027,20318757,20318757.01,1,,11h08m31.99s,167.133289,-29d39m11.29s,-29.653137,-85.28,2,2,0,1,10.15,2,2,0,1,2458547.16357,0.00324,3.28627,0.00084,1.815,0.075625,0.461,0.019208333333333,1480,0.148,29.9231,0.00299231,2.8193,0.251521099116781,0.266774,0.023799982157195,,,,202.451,,,,,1050,,,,,10.179,0.018,,,,0,1,4296,167,167,,,,,,,0,2019-06-11 14:45:01,2019-07-31 10:32:40
31,1028.01,1028,447283466,447283466.01,1,,10h28m23.6s,157.09833,-51d42m19.46s,-51.705405,30.67,0.063,0.063,0,1,-33.771,0.061,0.061,0,1,2458544.48066,0.00412,1.01606,0.00034,2.843,0.118458333333333,0.278,0.011583333333333,400,0.04,0.852004,8.52004E-05,1.03666,0.092484610580783,0.055275,0.004931305201178,,,,2923.57,,,,,2048,,,,,7.8318901,0.019,,,,0,1,5225,183,183,4.7333298,0.272808,0.272808,0.672069,0.0819251,0.0819251,0.395638926527401,2019-06-11 14:45:03,2019-07-31 10:32:40
32,1029.01,1029,374908020,374908020.01,1,,05h54m57.38s,88.73909,-65d57m31.82s,-65.958839,,,,,,,,,,,2458365.89313,0.00096,36.22214,0.00046,5.107,0.212791666666667,0.188,0.007833333333333,7170,0.717,228.173,0.0228173,,0,,0,,,,,,,,,,,,,,6.8410001,0,,,,0,1,,,,,,,,,,0,2019-06-11 14:45:03,2019-08-16 12:00:13
33,103.01,103,336732616,336732616.01,1,CP,20h49m49.8s,312.457486,-24d25m43.31s,-24.428696,8.363,2.086,2.086,0,1,14.693,0.976,0.976,0,1,2458327.25256,0.000586,3.547854,0.000149,3.494333,0.145597208333333,0.049205,0.002050208333333,10424.3718,1.04243718,123.359314,0.0123359314,14.581841,1.30090471942189,0.196435,0.017524756891783,,,,1212.004376,,,,,1504.858953,,,,,11.464,0.018,316.73993,,,0,1,5649,188,188,4.3401499,0.731791,0.731791,1.1210901,0.40427,0.40427,1.30565331004033,2018-09-05 18:34:18,2019-06-17 14:58:32
34,1030.01,1030,464296022,464296022.01,1,,10h23m19.56s,155.831486,-57d35m24.9s,-57.590251,-26.184,2.184,2.184,0,1,22.489,1.073,1.073,0,1,2458551.32747,0.00132,12.12369,0.00076,4.849,0.202041666666667,0.211,0.008791666666667,6142.77,0.614277,1221.98,0.122198,9.25664,0.825822107235257,4.13505,0.36890445177982,,,,223.195,,,,,1076,,,,,9.4960003,0.018,78.412727,2.83992,2.83992,0,1,4675,170,170,4.1665502,0.357899,0.357899,1.12631,0.17512,0.17512,1.31988226513777,2019-06-25 15:58:39,2019-07-31 10:32:40
35,1031.01,1031,304021498,304021498.01,1,,09h23m32.14s,140.883898,-67d01m33.62s,-67.026006,-23.472,0.95,0.95,0,1,2.514,0.716,0.716,0,1,2458547.38653,0.00286,5.65094,0.00075,2.858,0.119083333333333,0.562,0.023416666666667,1086.23,0.108623,1.58217,0.000158217,6.9115,0.616602729949148,0.457202,0.04078883040414,,,,387.369,,,,,1235,,,,,9.7180004,0.018,268.504,28.2549,28.2549,0,1,6587,200,200,3.9956501,0.382939,0.382939,1.9500099,0.307619,0.307619,4.75064492319138,2019-06-25 15:58:39,2019-07-31 10:32:40
36,1032.01,1032,146589986,146589986.01,1,,10h36m53.16s,159.221509,-42d32m29.9s,-42.54164,-15.394,0.704,0.704,0,1,6.706,0.664,0.664,0,1,2458547.45463,0.00221,5.66314,0.00116,3.748,0.156166666666667,0.202,0.008416666666667,3650,0.365,1.13345,0.000113345,,0,,0,,,,2441.37,,,,,1958,,,,,9.618,0.018,540.69,,,0,1,,,,,,,,,,0,2019-06-11 14:45:01,2019-07-31 10:32:40
37,1033.01,1033,149601557,149601557.01,1,,05h49m07.82s,87.282585,-60d29m54.41s,-60.498447,8.9,3.1,3.1,0,1,20.7,2.2,2.2,0,1,2458338.0781,0.00441,29.01509,0.0009,6.362,0.265083333333333,0.86,0.035833333333333,2000,0.2,3.26177,0.000326177,,0,,0,,,,190.657,,,,,1035,,,,,9.9709997,0.018,219.94,,,0,1,6113.0698,39.841202,39.841202,3.9642601,0.110118,0.110118,2.0129399,0.320039,0.320039,5.11609444356021,2019-06-11 14:45:00,2019-08-16 12:00:13
38,1034.01,1034,400595342,400595342.01,1,,08h57m46.02s,134.441752,-49d00m02.08s,-49.000578,-4.147,1.109,1.109,0,1,4.679,1.008,1.008,0,1,2458518.81066,0.00684,3.64222,0.00093,2.757,0.114875,0.57,0.02375,510,0.051,1.79556,0.000179556,,0,,0,,,,2121.73,,,,,1890,,,,,9.7840004,0.019,342.71066,50.885201,50.885201,0,1,8111,221,221,4.3017802,0.470825,0.470825,1.64424,0.351532,0.351532,3.19094134759344,2019-06-11 14:44:59,2019-07-31 10:32:40
39,1035.01,1035,361413119,361413119.01,1,,09h36m36.07s,144.150276,-61d34m59.46s,-61.583184,-12.986,1.684,1.684,0,1,19.246,1.031,1.031,0,1,2458545.78502,0.00141,6.07484,0.00075,2.324,0.096833333333333,0.315,0.013125,6160,0.616,16.5424,0.00165424,21.5325,1.92100098135427,1.35847,0.121194575787314,,,,249.139,,,,,1106,,,,,10.063,0.019,253.30499,,,0,1,7245,209,209,4.1493702,1.65974,1.65974,1.78047,1.46315,1.46315,3.84220802139745,2019-06-11 14:45:04,2019-07-31 10:32:40
40,1036.01,1036,146172354,146172354.01,1,,10h31m28.11s,157.867109,-42d14m25.58s,-42.24044,12.628,1.019,1.019,0,1,-57.725,0.552,0.552,0,1,2458548.03403,0.00186,3.78031,0.00054,3.188,0.132833333333333,0.392,0.016333333333333,2350,0.235,2.29812,0.000229812,6.56218,0.585438486930145,0.268103,0.023918547595682,,,,652.772,,,,,1408,,,,,10.261,0.018,161.47862,,,0,1,6096,193,193,4.4458499,0.305249,0.305249,1.06086,0.144243,0.144243,1.14780692488004,2019-06-11 14:45:04,2019-07-31 10:32:40
41,1037.01,1037,363260203,363260203.01,1,,09h49m32.44s,147.385178,-63d18m23.32s,-63.306479,-20.313,0.628,0.628,0,1,11.645,0.708,0.708,0,1,2458544.66679,0.00691,1.20262,0.00056,1.915,0.079791666666667,0.488,0.020333333333333,370,0.037,1.68857,0.000168857,,0,,0,,,,11799.7,,,,,2903,,,,,8.9960003,0.02,278.22946,31.8353,31.8353,0,1,8463,226,226,4.2223701,0.390066,0.390066,1.85908,0.316704,0.316704,4.24973826913055,2019-06-11 14:44:59,2019-07-31 10:32:40
42,1038.01,1038,90544017,90544017.01,1,,08h33m49.12s,128.454647,-49d56m25.26s,-49.94035,-15.5,1.6,1.6,0,1,7,1.5,1.5,0,1,2458519.04538,0.0044,3.22374,0.00044,2.248,0.093666666666667,0.718,0.029916666666667,570,0.057,1.96368,0.000196368,,0,,0,,,,4568.01,,,,,2290,,,,,8.6800003,0.019,280.76501,,,0,1,8429,226,226,4.0869002,1.3648,1.3648,2.16682,1.4641401,1.4641401,6.07556422570963,2019-06-11 14:45:03,2019-07-31 10:32:40
43,1039.01,1039,461867584,461867584.01,1,,09h58m45.25s,149.688547,-58d45m37.63s,-58.760453,-4.424,0.657,0.657,0,1,3.399,0.685,0.685,0,1,2458546.05307,0.00083,4.42045,0.00013,4.38,0.1825,0.446,0.018583333333333,5492.64,0.549264,1.38188,0.000138188,,0,,0,,,,8822.87,,,,,2700,,,,,9.6309996,0.019,,,,0,1,,,,,,,,,,0,2019-06-25 15:58:41,2019-07-31 10:32:40
44,104.01,104,231670397,231670397.01,1,CP,21h19m47.93s,319.949694,-58d08m56.15s,-58.148931,10.639,0.838,0.838,0,1,-12.043,0.947,0.947,0,1,2458327.673462,0.000842,4.087445,0.000239,5.59014,0.2329225,0.066407,0.002766958333333,3586.196984,0.3586196984,48.80403,0.004880403,12.652102,1.12874493710411,0.221452,0.019756624141315,,,,1672.217546,,,,,1630.958624,,,,,9.8479996,0.018,363.38852,64.919899,64.919899,0,1,5989,192,192,3.6296,0.559144,0.559144,2.6644199,0.725827,0.725827,9.84176279527632,2018-09-05 18:34:18,2019-06-17 14:58:32
45,1040.01,1040,310483807,310483807.01,1,,08h34m27.41s,128.614213,-61d29m17.75s,-61.488263,-11.698,0.057,0.057,0,1,6.979,0.054,0.054,0,1,2458520.65674,0.00497,2.55555,0.00045,1.566,0.06525,0.375,0.015625,340,0.034,1.71408,0.000171408,,0,,0,,,,1909.69,,,,,1841,,,,,8.3389997,0.018,485.08044,91.685799,91.685799,0,1,9145,237,237,3.53703,0.508735,0.508735,4.2952099,1.02256,1.02256,29.9891102785917,2019-06-11 14:45:05,2019-07-31 10:32:40
46,1041.01,1041,385624852,385624852.01,1,,09h13m36.54s,138.402255,-55d11m52.48s,-55.197912,-15.394,0.495,0.495,0,1,13.9,0.458,0.458,0,1,2458547.34798,0.00048,8.30792,0.00037,3.228,0.1345,0.089,0.003708333333333,8350,0.835,361.67,0.036167,,0,,0,,,,1434.66,,,,,1714,,,,,8.0679998,0.018,394.59177,,,0,1,7905,218,218,3.44959,0.461765,0.461765,4.2944398,0.889413,0.889413,29.9765658412863,2019-06-11 14:45:01,2019-07-31 10:32:40
47,1042.01,1042,360286627,360286627.01,1,,09h27m54.05s,141.975218,-61d19m48.15s,-61.330041,-10.771,0.895,0.895,0,1,2.747,0.737,0.737,0,1,2458544.45463,0.00204,0.7581,6E-05,1.065,0.044375,0.13,0.005416666666667,718.149,0.0718149,1.21254,0.000121254,,0,,0,,,,9182.29,,,,,2727,,,,,9.6879997,0.018,438.79901,,,0,1,8373,225,225,4.08848,1.37328,1.37328,2.15274,1.46364,1.46364,5.98384526277853,2019-06-25 15:58:42,2019-07-31 10:32:40
48,1043.01,1043,90448944,90448944.01,1,,08h33m12.56s,128.302321,-52d42m51.13s,-52.714204,-9.035,0.992,0.992,0,1,15.255,0.765,0.765,0,1,2458518.26924,0.00459,1.44095,0.00021,2.107,0.087791666666667,0.513,0.021375,490,0.049,1.39529,0.000139529,3.41658,0.304806851637077,0.285823,0.025499420108841,,,,4946.55,,,,,2336,,,,,9.4910002,0.018,194.3038,15.1709,15.1709,0,1,6351,197,197,4.0742898,0.331337,0.331337,1.70746,0.236619,0.236619,3.48458655280173,2019-06-11 14:45:05,2019-07-31 10:32:40
49,1044.01,1044,463402815,463402815.01,1,,10h15m14.65s,153.811027,-58d45m59.02s,-58.766394,-15.662,1.132,1.132,0,1,5.908,1.508,1.508,0,1,2458544.59785,0.00116,1.0086,4E-05,1.597,0.066541666666667,0.069,0.002875,2401.01,0.240101,781.548,0.0781548,,0,,0,,,,8072.13,,,,,2640,,,,,9.8100004,0.022,502.54855,,,0,1,7737,216,216,3.71105,0.763972,0.763972,3.1203699,1.14492,1.14492,14.2281200143758,2019-06-25 15:58:41,2019-07-31 10:32:40
