# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Jun  7 06:36:29 2017
#
# COLUMN plntname:       Planet Name
# COLUMN centralwavelng: Central Wavelength [microns]
# COLUMN bandwidth:      Band Width [microns]
# COLUMN plntransdep:    Transit Depth [percentage]
# COLUMN plntransdeperr1: Transit Depth Upper Unc. [percentage]
# COLUMN plntransdeperr2: Transit Depth Lower Unc. [percentage]
# COLUMN plntransdeplim: Transit Depth Limit Flag
# COLUMN plnradj:        Planet Radius [Jupiter radii]
# COLUMN plnradjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN plnradjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN plnradjlim:     Planet Radius Limit Flag
# COLUMN plnratror:      Ratio of Planet to Stellar Radius
# COLUMN plnratrorerr1:  Ratio of Planet to Stellar Radius Upper Unc.
# COLUMN plnratrorerr2:  Ratio of Planet to Stellar Radius Lower Unc.
# COLUMN plnratrorlim:   Ratio of Planet to Stellar Radius Limit Flag
# COLUMN plntranmid:     Transit Mid-Point [BJD]
# COLUMN plntranmiderr1: Transit Mid-Point Upper Unc. [BJD]
# COLUMN plntranmiderr2: Transit Mid-Point Lower Unc. [BJD]
# COLUMN plntranmidlim:  Transit Mid-Point Limit Flag
# COLUMN plntranreflink: Reference
# COLUMN facility:       Facility
# COLUMN instrument:     Instrument
#
rowid,plntname,centralwavelng,bandwidth,plntransdep,plntransdeperr1,plntransdeperr2,plntransdeplim,plnradj,plnradjerr1,plnradjerr2,plnradjlim,plnratror,plnratrorerr1,plnratrorerr2,plnratrorlim,plntranmid,plntranmiderr1,plntranmiderr2,plntranmidlim,plntranreflink,facility,instrument
1067,WASP-29 b,0.61696,,,,,,,,,,0.09810,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1068,WASP-29 b,0.63066,,,,,,,,,,0.09700,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1069,WASP-29 b,0.64449,,,,,,,,,,0.09690,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1070,WASP-29 b,0.66160,,,,,,,,,,0.09730,0.00160,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1071,WASP-29 b,0.67557,,,,,,,,,,0.09750,0.00320,-0.00320,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1072,WASP-29 b,0.68954,,,,,,,,,,0.09690,0.00190,-0.00190,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1073,WASP-29 b,0.70350,,,,,,,,,,0.09700,0.00320,-0.00320,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1074,WASP-29 b,0.71747,,,,,,,,,,0.09700,0.00180,-0.00180,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013MNRAS.428.3680G target=ref>Gibson et al. 2013</a>,Gemini South Telescope,GMOS
1075,XO-1 b,1.12100,,1.754550,0.010040,-0.010040,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1076,XO-1 b,1.13900,,1.769760,0.009760,-0.009760,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1077,XO-1 b,1.15800,,1.758210,0.009670,-0.009670,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1078,XO-1 b,1.17700,,1.777240,0.009480,-0.009480,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1079,XO-1 b,1.19600,,1.768580,0.009340,-0.009340,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1080,XO-1 b,1.21500,,1.742760,0.009230,-0.009230,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1081,XO-1 b,1.23400,,1.738640,0.009160,-0.009160,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1082,XO-1 b,1.25200,,1.755280,0.009160,-0.009160,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1083,XO-1 b,1.27100,,1.753860,0.009200,-0.009200,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1084,XO-1 b,1.29000,,1.743520,0.009150,-0.009150,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1085,XO-1 b,1.30900,,1.732360,0.009080,-0.009080,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1086,XO-1 b,1.32800,,1.752500,0.009070,-0.009070,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1087,XO-1 b,1.34700,,1.769610,0.009070,-0.009070,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1088,XO-1 b,1.36500,,1.783210,0.009140,-0.009140,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1089,XO-1 b,1.38400,,1.767460,0.009260,-0.009260,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1090,XO-1 b,1.40300,,1.756940,0.009300,-0.009300,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1091,XO-1 b,1.42200,,1.760920,0.009320,-0.009320,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1092,XO-1 b,1.44100,,1.766010,0.009380,-0.009380,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1093,XO-1 b,1.46000,,1.792390,0.009470,-0.009470,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1094,XO-1 b,1.47900,,1.779970,0.009610,-0.009610,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1095,XO-1 b,1.49700,,1.779490,0.009730,-0.009730,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1096,XO-1 b,1.51600,,1.777140,0.009790,-0.009790,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1097,XO-1 b,1.53500,,1.775390,0.009870,-0.009870,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1098,XO-1 b,1.55400,,1.779910,0.010040,-0.010040,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1099,XO-1 b,1.57300,,1.759070,0.010240,-0.010240,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1100,XO-1 b,1.59200,,1.756090,0.010400,-0.010400,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1101,XO-1 b,1.61000,,1.771940,0.010550,-0.010550,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1102,XO-1 b,1.62900,,1.765020,0.010770,-0.010770,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1103,XO-1 b,1.64800,,1.759590,0.011060,-0.011060,0,,,,,,,,,2455834.851860,0.000170,-0.000170,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2013ApJ...774...95D target=ref>Deming et al. 2013</a>,Hubble Space Telescope satellite,Wide Field Camera 3
1104,XO-2 N b,0.36000,,,,,,,,,,0.10370,0.00410,-0.00350,0,2455931.766300,0.001600,-0.003000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1105,XO-2 N b,0.36000,,,,,,,,,,0.10470,0.00280,-0.00240,0,2456271.828300,0.001400,-0.002500,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1106,XO-2 N b,0.36000,,,,,,,,,,0.10350,0.00230,-0.00190,0,2456313.681000,0.002400,-0.001800,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1107,XO-2 N b,0.36000,,,,,,,,,,0.10590,0.00150,-0.00150,0,2456347.686500,0.000600,-0.000600,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1108,XO-2 N b,0.36000,,,,,,,,,,0.10720,0.00200,-0.00200,0,2456700.827600,0.001700,-0.001200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1109,XO-2 N b,0.36000,,,,,,,,,,0.10310,0.00450,-0.00350,0,2457040.888300,0.003900,-0.002200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1110,XO-2 N b,0.36000,,,,,,,,,,0.10870,0.00330,-0.00510,0,2457061.816900,0.002300,-0.004000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1111,XO-2 N b,0.44000,,,,,,,,,,0.10540,0.00160,-0.00150,0,2456229.973600,0.001000,-0.000500,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1112,XO-2 N b,0.44000,,,,,,,,,,0.10300,0.00180,-0.00210,0,2456271.828800,0.000800,-0.002300,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1113,XO-2 N b,0.44000,,,,,,,,,,0.10420,0.00750,-0.00330,0,2456687.750400,0.003100,-0.001700,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1114,XO-2 N b,0.44000,,,,,,,,,,0.10760,0.00390,-0.00380,0,2456700.829100,0.002800,-0.003000,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1115,XO-2 N b,0.44000,,,,,,,,,,0.10380,0.00230,-0.00410,0,2457040.888900,0.003400,-0.001200,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1116,XO-2 N b,0.44000,,,,,,,,,,0.10300,0.00280,-0.00120,0,2457061.816400,0.002500,-0.000700,0,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...810...11Z target=ref>Zellem et al. 2015</a>,Steward Observatory's 1.5 meter Kuiper Telescope,Mont4k CCD
1117,HAT-P-1 b,0.52530,0.06940,,,,,,,,,0.11520,0.00030,-0.00030,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1118,HAT-P-1 b,0.58920,0.05830,,,,,,,,,0.11600,0.00030,-0.00030,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1119,HAT-P-1 b,0.64820,0.05970,,,,,,,,,0.11650,0.00030,-0.00030,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1120,HAT-P-1 b,0.70850,0.06100,,,,,,,,,0.11640,0.00030,-0.00030,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1121,HAT-P-1 b,0.76660,0.05520,,,,,,,,,0.11570,0.00040,-0.00040,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015ApJ...811...55M target=ref>Montalto et al. 2015</a>,Telescopio Nazionale Galileo,DOLORES
1122,HAT-P-23 b,0.64690,,,,,,,,,,0.11350,0.00267,-0.00267,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1123,HAT-P-23 b,0.64690,,,,,,,,,,0.12220,0.00103,-0.00103,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1124,HAT-P-23 b,0.64690,,,,,,,,,,0.11343,0.00129,-0.00129,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1125,HAT-P-23 b,0.64690,,,,,,,,,,0.11196,0.00180,-0.00180,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1126,HAT-P-23 b,0.64690,,,,,,,,,,0.11732,0.00113,-0.00113,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1127,HAT-P-23 b,0.64690,,,,,,,,,,0.11175,0.00498,-0.00498,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1128,HAT-P-23 b,0.64690,,,,,,,,,,0.12028,0.00201,-0.00201,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 1.2 meter Telescope,DLR-MKIII camera
1129,HAT-P-23 b,0.35850,,,,,,,,,,0.12114,0.01224,-0.01224,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1130,HAT-P-23 b,0.48580,,,,,,,,,,0.11856,0.00192,-0.00192,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1131,HAT-P-23 b,0.62900,,,,,,,,,,0.11668,0.00121,-0.00121,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1132,HAT-P-23 b,0.92220,,,,,,,,,,0.11505,0.00207,-0.00207,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...577A..54C target=ref>Ciceri et al. 2015</a>,Calar Alto Observatory's 2.2 meter Telescope,BUSCA
1133,WASP-19 b,0.56000,0.02000,,,,,,,,,0.14240,0.00150,-0.00150,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1134,WASP-19 b,0.57000,0.02000,,,,,,,,,0.14250,0.00100,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1135,WASP-19 b,0.58100,0.02200,,,,,,,,,0.14290,0.00120,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1136,WASP-19 b,0.59000,0.02000,,,,,,,,,0.14320,0.00150,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1137,WASP-19 b,0.60100,0.01800,,,,,,,,,0.14190,0.00180,-0.00200,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1138,WASP-19 b,0.61000,0.02000,,,,,,,,,0.14310,0.00170,-0.00200,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1139,WASP-19 b,0.62000,0.02000,,,,,,,,,0.14290,0.00150,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1140,WASP-19 b,0.63000,0.02000,,,,,,,,,0.14070,0.00100,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1141,WASP-19 b,0.64050,0.02100,,,,,,,,,0.14270,0.00180,-0.00180,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1142,WASP-19 b,0.65000,0.02000,,,,,,,,,0.14340,0.00120,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1143,WASP-19 b,0.66050,0.01900,,,,,,,,,0.14190,0.00100,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1144,WASP-19 b,0.67000,0.02000,,,,,,,,,0.14070,0.00130,-0.00130,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1145,WASP-19 b,0.68125,0.02240,,,,,,,,,0.14120,0.00150,-0.00150,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1146,WASP-19 b,0.69000,0.02000,,,,,,,,,0.13960,0.00160,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1147,WASP-19 b,0.70125,0.17500,,,,,,,,,0.13880,0.00110,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1148,WASP-19 b,0.71125,0.02250,,,,,,,,,0.14170,0.00110,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1149,WASP-19 b,0.72000,0.02000,,,,,,,,,0.14220,0.00120,-0.00110,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1150,WASP-19 b,0.73125,0.17500,,,,,,,,,0.14000,0.00095,-0.00090,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1151,WASP-19 b,0.74000,0.02000,,,,,,,,,0.14000,0.00090,-0.00090,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1152,WASP-19 b,0.74800,0.01600,,,,,,,,,0.14050,0.00120,-0.00120,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1153,WASP-19 b,0.76000,0.02000,,,,,,,,,0.13940,0.00140,-0.00140,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
1154,WASP-19 b,0.76800,0.02400,,,,,,,,,0.13980,0.00150,-0.00160,0,,,,,<a href=http://adsabs.harvard.edu/cgi-bin/nph-bib_query?bibcode=2015A&A...576L..11S target=ref>Sedaghati et al. 2015</a>,Very Large Telescope (Antu),FORS2
